公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 非金融資產減損損失,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 附賣回票券及債券投資（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 持有至到期日金融資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 其他資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 附買回票券及債券負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 其他負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得無活絡市場之債務工具投資,　　 處分無活絡市場之債務工具投資,　　 取得持有至到期日金融資產,　　 持有至到期日金融資產到期還本,　　 取得以成本衡量之金融資產,　　 處分以成本衡量之金融資產,　　 以成本衡量之金融資產減資退回股款,　　 取得採用權益法之投資,　　 對子公司之收購（扣除所取得之現金）,　　 採用權益法之被投資公司減資退回股款,　　 取得不動產及設備,　　 處分投資性不動產,　　 其他投資活動,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 應付商業本票增加,　　 發行公司債,　　 償還公司債,　　 償還金融債券,　　 舉借長期借款,　　 償還長期借款,　　 發放現金股利,　　 庫藏股票買回成本,　　 非控制權益變動,　　 其他籌資活動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資
2883,2016年01月01日至2016年09月30日,,              5122081,              5122081,,,                454948,                648090,                614601,              3249577,             -8427498,             -1747469,               -479282,             -1667148,                889988,                 13859,                 58842,             -6391492,,,            -21029711,            -38385038,            -22409545,              1153060,              6917097,            -34267106,                              0,             -5640840,              5467333,           -108194750,,             13324933,             11138102,             19610935,              3555715,            -13951092,              8081101,              3152690,             44912384,            -63282366,            -69673858,            -64551777,              8853339,              1659036,             -3065965,               -326809,            -57432176,,               -362502,              1335165,               -360353,                946432,                              0,                102564,             -1676495,              2546701,                143397,             -1927861,               -148615,                 10012,               -383040,                  4828,                350932,                581165,,             -1332924,              7689185,                              0,                              0,                              0,                998933,             -3326401,             -7487006,             -1150440,                -59476,                  4025,             -4664104,               -855801,            -62370916,            135637871,             73266955,             24817551,             31610514,             16838890
2883,2015年01月01日至2015年09月30日,,              6789530,              6789530,,,                395133,                659569,               -891008,              4003910,            -11225128,             -2001321,               -174606,             -1152886,                500491,                 15757,                190244,             -9679845,,,             -7207181,             -9394897,            -66718953,            -13785890,             21029978,              2839399,             18600000,              4209050,            -20299146,            -70727640,,              7696629,             14541156,             -8739932,                -26152,             15133008,            -31035688,              8121883,              5690904,            -65036736,            -74716581,            -67927051,             13301654,              2004489,             -4321507,             -1812349,            -58754764,,            -22216844,            133916279,                              0,                999992,               -102564,                190000,             -1649096,              7493660,                124971,             -1220224,                 49184,              1086522,               -449926,                246622,                361723,            118830299,,              7514194,              1517021,             15000000,            -11100000,            -10000000,                              0,             -1186770,             -9098673,               -991669,               -101675,               -225964,             -8673536,                827956,             52229955,             84850996,            137080951,             40049356,             45246731,             51784864
