公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 非金融資產減損損失,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 附賣回票券及債券投資（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 持有至到期日金融資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 其他資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 附買回票券及債券負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 其他負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 處分持有至到期日金融資產,　　 取得以成本衡量之金融資產,　　 處分以成本衡量之金融資產,　　 取得採用權益法之投資,　　 採用權益法之被投資公司減資退回股款,　　 取得不動產及設備,　　 其他投資活動,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 應付商業本票增加,　　 發行公司債,　　 償還公司債,　　 償還金融債券,　　 償還長期借款,　　 庫藏股票買回成本,　　 其他籌資活動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資
2883,2016年01月01日至2016年03月31日,,              1268281,              1268281,,,                149950,                213102,                330186,              1165736,             -3447929,                -27492,                -40091,               -420847,                 45075,                  2083,                383822,             -1646405,,,             -9791938,            -26976007,             -8380033,             -3200743,             -6399988,             -6498321,                              0,               -486782,              5590144,            -56143668,,             -5740345,              6139987,             14452231,             -4715723,             -8329394,              8050666,                 89791,              9947213,            -46196455,            -47842860,            -46574579,              3263363,                 10810,             -1196761,                -87388,            -44584555,,                   -614,                402615,                102564,               -591860,                945577,               -803291,                              0,                -81325,                 52378,                 26044,,               -976894,              2126711,                              0,                              0,                              0,                -24133,             -1150440,                  1249,                -23507,               -437239,            -45019257,            135637871,             90618614,             24723408,             34835504,             31059702
2883,2015年01月01日至2015年03月31日,,              3162880,              3162880,,,                131157,                216466,               -165247,              1447098,             -4350652,                -87991,               -198039,             -1039090,                 17679,                  5668,                 23564,             -3999387,,,             -2872319,             13923698,              1596603,             -6213017,            -29472323,             -1478995,             18600000,             -3212565,              2919425,             -6209493,,             -4813082,             -5870692,             -8470619,             -9840650,             30121978,            -22623710,             10396920,            -11099855,            -17309348,            -21308735,            -18145855,              4762909,                 61238,             -1834742,               -976073,            -16132523,,            -20999056,             17161267,                              0,               -764834,              1006769,               -298500,                119879,                -83966,                -15626,             -3874067,,             26313343,             15208352,              6000000,             -8100000,             -9000000,               -275960,               -972909,                 31052,             29203878,                -66414,              9130874,             84850996,             93981870,             25287050,             46129526,             22565294
