公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 非金融資產減損損失,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 附賣回票券及債券投資（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 持有至到期日金融資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 其他資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 附買回票券及債券負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 其他負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得以成本衡量之金融資產,　　 處分以成本衡量之金融資產,　　 取得採用權益法之投資,　　 採用權益法之被投資公司減資退回股款,　　 取得不動產及設備,　　 處分不動產及設備,　　 其他投資活動,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 應付商業本票增加,　　 發行公司債,　　 償還公司債,　　 償還金融債券,　　 舉借長期借款,　　 償還長期借款,　　 發放現金股利,　　 庫藏股票買回成本,　　 非控制權益變動,　　 其他籌資活動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資
2883,2016年01月01日至2016年06月30日,,              2121607,              2121607,,,                299069,                429894,                372542,              2220292,             -5640092,               -293131,               -302990,             -1025173,                564128,                  1571,                 29924,             -3343966,,,            -16007046,            -35437720,             -3880595,               -351193,             -7552287,            -15392490,                              0,            -10255937,              3137899,            -85739369,,              9582389,             11270208,             14316040,              1109539,            -30502474,             14081974,              5357726,             25215402,            -60523967,            -63867933,            -61746326,              5872949,                587935,             -2247600,               -202096,            -57735138,,               -361513,                819323,               -836038,              1444514,             -1253718,                              0,               -209456,                 14744,                -60148,               -442292,,              1657520,              6461276,                              0,                              0,                              0,                998933,               -593543,             -7487006,             -1150440,                -59476,                    355,               -172381,               -429341,            -58779152,            135637871,             76858719,             18598200,             38529006,             19731513
2883,2015年01月01日至2015年06月30日,,              5931337,              5931337,,,                273498,                430007,               -590403,              2771123,             -7750014,               -395949,               -280626,             -1081582,                145932,                  9241,                170215,             -6298558,,,             -6272729,             23040526,            -94659557,            -13417819,             -1506317,              5150406,             18600000,              4203832,             -6592441,            -71454099,,             -9539722,             -5613754,            -15877027,              7092309,             25011171,            -16790182,              5949523,             -9767682,            -81221781,            -87520339,            -81589002,              9162005,                356178,             -3266024,             -1701907,            -77038750,,            -21871442,            133110022,             -1311858,              5326875,               -920193,                506219,               -160066,                250032,                317871,            115247460,,              6766591,              8329347,             13000000,            -11100000,            -10000000,                    379,               -490824,             -9098673,               -972909,               -150954,               -119156,             -3836199,                -78700,             34293811,             84850996,            119144807,             29154651,             55121724,             34868432
