公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分採用權益法之投資損失（利益）,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 持有至到期日金融資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得以成本衡量之金融資產,　　 處分採用權益法之投資,　　 處分待出售資產,　　 取得不動產及設備,　　 處分不動產及設備,　　 其他金融資產增加,　　 其他金融資產減少,　　 其他資產增加,　　 其他資產減少,　　 收取之股利,　　 收取之股利,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 償還公司債,　　 發行金融債券,　　 償還金融債券,　　 附買回票券及債券負債增加,　　 附買回票券及債券負債減少,　　 其他金融負債增加,　　 其他負債增加,　　 發放現金股利,　　 現金增資,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資
2845,2015年度,,              4619620,              4619620,,,                193248,                 28280,                 32816,               -258207,              6185693,            -11989434,                -78008,                -82786,                              0,                 18346,             -5950052,,,              4572058,            -13469635,             -1448820,            -14819355,              2992170,                943365,                -16101,            -21246318,,              1698019,             -1467046,             -1322584,             28052492,             26960881,              5714563,               -235489,              4384131,             12048116,                 78008,                 55386,             -6020561,               -283124,             10206570,,                              0,                              0,                              0,               -249491,                    158,                              0,              1376826,                -81872,                              0,                 78008,                 55386,              1101007,,             -3043566,              3000000,             -5402100,                              0,               -648296,                156893,                366870,             -1144730,                              0,             -6714929,               -139032,              4453616,             81391201,             85844817,              6104340,             64395622,             15344855
2845,2014年度,,              4300420,              4300420,,,                180813,                 32567,                 70318,                 28463,              6873872,            -12253408,                -69177,                -64618,                 78587,                -42414,             -5164997,,,             -4000746,             -7177230,              1112414,            -27335656,             -8792969,               -660120,              1506018,            -45348289,,             -2285259,              3741584,             -7775660,             24936477,             18617142,            -26731147,            -31896144,            -27595724,             12177178,                 69177,                 49656,             -6742592,               -623118,            -22715079,,                -74850,                721070,                 23465,               -151491,                    105,             -4461443,                              0,                              0,                 22452,                 69177,                 49656,             -3871036,,                              0,              1100000,             -3000000,              3091980,                              0,              2113050,                113180,               -681779,              4075761,              6812192,                137761,            -19636162,            101027363,             81391201,              8084621,             58920870,             14385710
