公司代號,公司名稱,營業收入,營業支出,繼續營業單位稅前淨利(淨損),所得稅費用(利益),停業單位損益,非常損益,會計原則變動之累積影響數,合併總損益,合併淨損益,少數股權損益,基本每股盈餘,稀釋每股盈餘
"1409","新纖",22222862,21378864,843998,230675,0,0,0,613323,474708,138615,0.33,0.27
"1718","中纖",16919871,18306707,-1386836,133193,0,0,0,-1520029,-917279,-602750,-0.83,0.00
"2514","龍邦國際",59931360,58131579,1799781,196770,0,0,0,1603011,657088,945923,1.32,1.32
"2847","大眾銀行",10053452,9521975,531477,-397548,0,0,0,929025,642959,286066,0.24,0.22
"2905","三商",46308718,45040499,1268219,294031,0,0,0,974188,806661,167527,1.61,0.00
