公司代號,公司名稱,收入,費用,繼續營業單位稅前淨利(淨損),所得稅費用(利益),繼續營業單位稅後淨利(淨損),停業單位損益,列計非常損益及會計原則變動累積影響數前損益,非常損益,會計原則變動之累積影響數,合併總損益,合併淨損益,少數股權損益,每股盈餘
"2855","統一證券",4760912,3121589,1639323,179534,1459789,0,1459789,0,0,1459789,1458277,1512,1.27
"2856","元富證券",11149747,9916517,1233230,283899,949331,0,949331,0,0,949331,0,0,0.70
"6005","群益證",6383546,3834424,2549122,613144,1935978,0,1935978,0,0,1935978,0,57640,1.17
"6012","金鼎證券",3673998,3234057,439941,35118,404823,0,404823,0,0,404823,405993,-1170,0.37
