公司代號,公司名稱,營業收入,營業成本,營業毛利(毛損),營業費用,營業淨利(淨損),營業外收入及利益,營業外費用及損失,繼續營業單位稅前淨利(淨損),所得稅費用(利益),繼續營業單位淨利(淨損),停業單位損益,非常損益,會計原則變動累積影響數,合併總損益,合併淨損益,共同控制下前手權益損益,少數股權損益,基本每股盈餘
"1101","台泥",61931952,51942319,9989633,2052419,7937214,1840161,2241166,7536209,287,7535922,0,0,0,7535922,4875152,0,2660770,1.48
"1102","亞泥",35605437,29008129,6597308,1690064,4907244,4744794,1653510,7998528,550185,7448343,0,0,0,7448343,6614476,0,833867,2.22
"1103","嘉泥",3490769,3129040,361729,385434,-23705,660150,259317,377128,-43895,421023,0,0,0,421023,419034,0,1989,0.73
"1104","環球水泥",4675036,4392465,282571,490081,-207510,564739,95813,261416,43468,217948,0,0,0,217948,225732,0,-7784,0.37
"1108","幸福水泥",2737078,2317298,419780,240770,179010,26668,91298,114380,51636,62744,0,0,0,62744,63471,0,-727,0.16
"1109","信大水泥",1610052,1310257,299795,165971,133824,57884,28586,163122,41326,121796,0,0,0,121796,104235,0,17561,0.25
"1110","東泥",1233068,1088700,144368,57036,87332,126364,6951,206745,13206,193539,0,0,0,193539,193326,0,213,0.34
"1201","味全公司",15755053,10066844,5688209,5128465,559744,121027,158026,522745,42668,480077,0,0,0,480077,507333,0,-27256,1.00
"1203","味王公司",5326362,3802247,1524115,697990,826125,27146,106626,746645,60011,686634,0,0,0,686634,498830,0,187804,2.29
"1210","大成長城",49817016,44570525,5246491,3753262,1493229,344756,148382,1689603,339449,1350154,0,0,0,1350154,1067214,0,282940,2.45
"1213","大飲",541156,455061,86095,62957,23138,7614,28819,1933,2836,-903,0,0,0,-903,-903,0,0,-0.02
"1215","卜蜂企業",11199929,10189972,1009957,750056,259901,43300,20044,283157,78055,205102,0,0,0,205102,184177,0,20925,0.79
"1216","統一",224451934,155182771,69269163,56880068,12389095,6837864,5597427,13629532,2436032,11193500,0,0,0,11193500,7220225,0,3973275,1.85
"1217","愛之味",4345553,2638018,1707535,1408584,298951,262549,127728,433772,172366,261406,0,0,0,261406,239034,0,22372,0.53
"1218","泰山企業",6452373,5395744,1056629,897050,156785,205730,98418,264097,27953,236144,0,0,0,236144,234304,0,1840,0.76
