年季,公司代號,公司名稱,營業收入,營業成本,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2014/04,1726,永記造漆,8302606,5956748,2345858,--,--,2345858,1041052,0,1304806,-63330,1241476,206437,1035039,--,--,1035039,54149,--,1089188,1035039,--,0,1089188,--,0,6.39
2014/04,1727,中華化學,2226223,1909623,316600,0,0,316600,184834,--,131766,1287,133053,21323,111730,--,--,111730,2282,--,114012,110429,--,1301,112372,--,1640,1.05
2014/04,1729,必翔實業,1074462,790114,284348,--,--,284348,381914,--,-97566,33376,-64190,-53693,-10497,--,--,-10497,43197,--,32700,42645,--,-53142,85499,--,-52799,0.23
2014/04,1730,花仙子,1595878,861747,734131,--,--,734131,607221,--,126910,23484,150394,31191,119203,--,--,119203,24066,--,143269,114703,0,4500,138769,0,4500,2.14
2014/04,1731,美吾華,1232868,669150,563718,--,--,563718,488975,1404,76147,19607,95754,15230,80524,--,--,80524,10676,--,91200,80524,--,--,91200,--,--,0.61
2014/04,1732,毛寶,579208,351240,227968,--,--,227968,240838,--,-12870,1373,-11497,-1259,-10238,--,--,-10238,3830,--,-6408,-10238,--,--,-6408,--,--,-0.24
2014/04,1733,五鼎,1788929,1264256,524673,--,--,524673,235186,--,289487,29455,318942,49945,268997,--,--,268997,2013,--,271010,273377,--,-4380,275547,--,-4537,2.77
2014/04,1734,杏輝藥品,2642145,1558519,1083626,--,--,1083626,939328,--,144298,63067,207365,108406,98959,--,--,98959,17442,--,116401,163393,--,-64434,177294,--,-60893,1.01
2014/04,1735,日勝化,4492846,3909192,583654,--,--,583654,477752,--,105902,-17330,88572,31792,56780,--,--,56780,26492,--,83272,74293,--,-17513,98551,--,-15279,0.75
2014/04,1736,喬山健康,16551036,8906290,7644746,--,--,7644746,6303118,--,1341628,1935614,3277242,639597,2637645,--,--,2637645,156589,--,2794234,2637700,--,-55,2794289,--,-55,8.73
2014/04,1737,臺鹽,2597177,1680388,916789,--,--,916789,751826,--,164963,80795,245758,31289,214469,--,--,214469,-24147,--,190322,214469,--,--,190322,--,--,1.07
2014/04,1762,中化合成,946704,649948,296756,--,--,296756,273406,--,23350,14557,37907,22996,14911,--,--,14911,-17001,--,-2090,14592,--,319,-2424,--,334,0.19
2014/04,1773,勝一化工,7283315,6106552,1176763,--,--,1176763,647690,--,529073,94606,623679,99424,524255,--,--,524255,16915,--,541170,524255,--,0,541170,--,0,3.50
2014/04,1783,和康生技,245686,149616,96070,--,--,96070,124673,--,-28603,9706,-18897,144,-19041,--,--,-19041,-247,--,-19288,-19041,--,--,-19288,--,--,-0.27
2014/04,1786,科妍,158281,78795,79486,--,--,79486,114839,--,-35353,13208,-22145,0,-22145,--,--,-22145,-3590,--,-25735,-22145,--,--,-25735,--,--,-0.41
2014/04,1789,台灣神隆,4097844,2497278,1600566,--,--,1600566,1041124,--,559442,42767,602209,118066,484143,--,--,484143,54506,--,538649,484143,--,--,538649,--,--,0.69
2014/04,1802,台玻,41570020,38785381,2784639,--,--,2784639,5162152,-119602,-2497115,2330734,-166381,157411,-323792,--,--,-323792,2233005,--,1909213,153261,--,-477053,2169520,--,-260307,0.06
2014/04,1805,寶徠,1031785,884777,147008,--,--,147008,139238,--,7770,1190,8960,0,8960,--,--,8960,0,--,8960,8960,--,0,8960,--,0,0.11
2014/04,1806,冠軍,6963352,4874506,2088846,--,--,2088846,1777697,--,311149,-622967,-311818,189190,-501008,--,--,-501008,78964,--,-422044,-501008,--,0,-422044,--,0,-1.15
2014/04,1808,潤隆,4596676,3525834,1070842,--,--,1070842,356583,--,714259,-37450,676809,8261,668548,--,--,668548,0,--,668548,--,--,--,--,--,--,3.73
2014/04,1809,中釉,3578567,2796247,782320,--,--,782320,587243,4001,199078,23150,222228,47468,174760,--,--,174760,126712,--,301472,164504,--,10256,257999,--,43473,0.87
2014/04,1810,和成,5984327,4367230,1617097,--,--,1617097,1474905,--,142192,103349,245541,58264,187277,--,--,187277,214993,--,402270,181562,--,5715,393930,--,8340,0.49
2014/04,1817,凱撒衛浴,1948053,1362394,585659,--,--,585659,346385,-23,239251,1126,240377,58272,182105,--,--,182105,32035,--,214140,182105,--,--,214140,--,--,2.51
2014/04,1902,台紙,6764178,5823628,940550,--,--,940550,622390,--,318160,-204593,113567,75364,38203,--,--,38203,108597,--,146800,19974,--,18229,113707,--,33093,0.05
2014/04,1903,士紙,1552109,1470284,81825,--,--,81825,320103,--,-238278,-207055,-445333,0,-445333,0,--,-445333,363041,--,-82292,-445333,--,0,-82292,--,0,-1.71
2014/04,1904,正隆,44870316,37686138,7184178,--,--,7184178,5878273,--,1305905,-708437,597468,349847,247621,--,--,247621,77586,--,325207,752408,--,-504787,775898,--,-450691,0.70
2014/04,1905,華紙,21144930,19752161,1392769,--,--,1392769,1547750,33001,-121980,135182,13202,1525,11677,--,--,11677,851116,--,862793,27496,--,-15819,735504,--,127289,0.02
2014/04,1906,寶隆,434047,355950,78097,--,--,78097,79761,--,-1664,204696,203032,10713,192319,--,--,192319,-64531,--,127788,175758,--,16561,127236,--,552,1.18
2014/04,1907,永豐餘,60896397,51504502,9391895,--,--,9391895,8788421,33001,636475,617932,1254407,384643,869764,--,--,869764,6407429,--,7277193,602624,--,267140,6685733,--,591460,0.36
2014/04,1909,榮成,27487942,22199819,5288123,--,--,5288123,3254676,--,2033447,-838117,1195330,319251,876079,--,--,876079,314585,--,1190664,873633,--,2446,1152723,--,37941,1.09
2014/04,2002,中鋼,366510697,322622227,43888470,--,0,43888470,14096939,--,29791531,-1215297,28576234,4378958,24197276,--,--,24197276,4163689,--,28360965,22160266,--,2037010,25685222,--,2675743,1.43
2014/04,2006,東和鋼鐵,35892185,33004388,2887797,--,--,2887797,1528236,--,1359561,-71259,1288302,233820,1054482,--,--,1054482,409696,--,1464178,1061592,--,-7110,1469373,--,-5195,1.06
2014/04,2007,燁興公司,7231688,7427768,-196080,--,--,-196080,257017,--,-453097,-173912,-627009,-4515,-622494,--,--,-622494,-4404,--,-626898,-622494,--,0,-626898,--,0,-0.99
2014/04,2008,高興昌,1489229,1589759,-100530,--,--,-100530,142435,--,-242965,-10997,-253962,115328,-369290,--,--,-369290,-50228,--,-419518,--,--,--,--,--,--,-1.34
2014/04,2009,第一伸銅,4087759,4052881,34878,--,--,34878,71499,--,-36621,183722,147101,13027,134074,--,--,134074,-279229,--,-145155,--,--,--,--,--,--,0.37
2014/04,2010,春源鋼鐵,20431330,19137874,1293456,--,--,1293456,897081,--,396375,136130,532505,105770,426735,--,--,426735,24213,--,450948,466759,--,-40024,510058,--,-59110,0.72
2014/04,2012,春雨,9176591,7771854,1404737,--,--,1404737,1144817,--,259920,4941,264861,76420,188441,--,--,188441,-24494,--,163947,139827,--,48614,104052,--,59895,0.53
2014/04,2013,中鋼構,17282772,16771011,511761,--,--,511761,375586,--,136175,159775,295950,40267,255683,0,--,255683,32414,--,288097,255683,--,--,288097,--,--,1.32
2014/04,2014,中鴻,37132669,35838297,1294372,--,--,1294372,1028306,--,266066,-56265,209801,1404,208397,--,--,208397,-68482,--,139915,208397,--,--,139915,--,--,0.15
2014/04,2015,豐興鋼鐵,30171468,27607924,2563544,--,--,2563544,757351,--,1806193,174041,1980234,312103,1668131,--,--,1668131,-18367,--,1649764,1668131,--,0,1649764,--,0,2.87
2014/04,2017,官田鋼,5900408,5533169,367239,--,--,367239,373699,-397,-6857,-10865,-17722,23619,-41341,--,--,-41341,-14373,--,-55714,-167761,--,126420,-182006,--,126292,-0.44
2014/04,2020,美亞鋼管,5678691,5029774,648917,355,--,648562,314573,--,333989,-11928,322061,55082,266979,--,--,266979,16166,--,283145,239729,--,27250,240722,--,42423,0.92
2014/04,2022,聚亨,9006824,8429291,577533,--,--,577533,533682,--,43851,8088,51939,36090,15849,--,--,15849,315043,--,330892,2693,--,13156,285556,--,45336,0.00
2014/04,2023,燁輝,60567319,56131236,4436083,--,--,4436083,2994080,--,1442003,-81685,1360318,419284,941034,--,--,941034,276020,--,1217054,1238852,--,-297818,1498222,--,-281168,0.74
2014/04,2024,志聯工業,1726353,1526827,199526,--,--,199526,99339,--,100187,-2665,97522,3649,93873,39088,--,132961,-10414,--,122547,135112,0,-2151,126637,--,-4090,1.26
2014/04,2025,千興,5147830,5104324,43506,--,--,43506,107864,-1685,-66043,-19090,-85133,-98,-85035,--,--,-85035,20797,--,-64238,-85038,--,3,-64243,--,5,-0.30
2014/04,2027,大成鋼,50811759,41913361,8898398,--,--,8898398,5501172,7352,3404578,-490268,2914310,783277,2131033,--,--,2131033,798663,--,2929696,1885199,--,245834,2497371,--,432325,2.44
2014/04,2028,威致鋼鐵,10009160,10263473,-254313,--,--,-254313,270479,--,-524792,-88271,-613063,--,-613063,--,--,-613063,5440,--,-607623,--,--,--,--,--,--,-2.06
2014/04,2029,盛餘,16182610,14380316,1802294,--,692,1802986,931015,--,871971,-267808,604163,182424,421739,--,--,421739,-27433,--,394306,435234,--,-13495,406321,--,-12015,1.36
2014/04,2030,彰源,13958636,12442299,1516337,--,--,1516337,909279,--,607058,-136872,470186,79225,390961,--,--,390961,131302,--,522263,390961,--,0,522263,--,0,1.51
2014/04,2031,新光鋼,8653502,8155337,498165,--,--,498165,229056,215635,484744,-217251,267493,45032,222461,--,--,222461,-6629,--,215832,231451,--,-8990,224774,--,-8942,0.83
2014/04,2032,新鋼工業,3482717,3312092,170625,--,--,170625,110812,--,59813,15944,75757,18421,57336,--,--,57336,1451,--,58787,--,--,--,--,--,--,0.44
2014/04,2033,佳大世界,805560,725408,80152,--,--,80152,78711,--,1441,-17614,-16173,-195,-15978,--,--,-15978,20801,--,4823,--,--,--,--,--,--,-0.20
2014/04,2034,允強,25424368,23243380,2180988,--,--,2180988,1105671,--,1075317,56336,1131653,148840,982813,0,--,982813,25487,--,1008300,982813,--,0,1008300,--,0,2.66
2014/04,2038,海光企業,10940111,10919704,20407,--,--,20407,177127,--,-156720,-19935,-176655,-28993,-147662,--,--,-147662,-1618,--,-149280,-152890,--,5228,-154508,--,5228,-0.89
2014/04,2049,上銀科技,15087336,9296584,5790752,--,--,5790752,2942917,--,2847835,63107,2910942,643592,2267350,--,--,2267350,-22356,--,2244994,2404906,--,-137556,2382550,--,-137556,9.20
2014/04,2059,川湖,4282201,1933034,2349167,--,--,2349167,550420,--,1798747,362077,2160824,352028,1808796,--,--,1808796,6413,--,1815209,1808796,--,--,1815209,--,--,18.98
2014/04,2062,橋椿,6169791,4790044,1379747,--,--,1379747,697330,--,682417,105851,788268,166101,622167,--,--,622167,207321,--,829488,622167,0,0,829488,0,0,3.82
2014/04,2101,南港輪胎,12356784,10243154,2113630,--,--,2113630,1407286,-39339,667005,-117197,549808,215593,334215,--,--,334215,389686,--,723901,334215,--,0,723901,--,0,0.40
2014/04,2102,泰豐輪胎,7664605,6032144,1632461,--,--,1632461,1104308,--,528153,38156,566309,143273,423036,--,--,423036,123762,--,546798,423036,--,--,546798,--,--,0.95
2014/04,2103,台橡,31868574,27905236,3963338,--,--,3963338,2206574,183094,1939858,-392314,1547544,303798,1243746,--,--,1243746,624067,--,1867813,1141338,--,102408,1706818,--,160995,1.38
2014/04,2104,中橡,22004569,18288151,3716418,--,--,3716418,1757054,--,1959364,1855769,3815133,1289134,2525999,--,--,2525999,-57741,--,2468258,2565452,--,-39453,2489350,--,-21092,4.76
2014/04,2105,正新,129014062,93113558,35900504,--,--,35900504,14710765,--,21189739,81057,21270796,5159179,16111617,--,--,16111617,2770166,--,18881783,16015591,--,96026,18673535,--,208248,4.94
2014/04,2106,建大,33292513,24486803,8805710,--,--,8805710,4507780,--,4297930,279638,4577568,900149,3677419,--,--,3677419,1056172,--,4733591,3677419,0,--,4733591,0,--,4.50
2014/04,2107,厚生,5543681,1841732,3701949,--,--,3701949,352235,--,3349714,160731,3510445,241673,3268772,--,--,3268772,-35774,--,3232998,3268779,--,-7,3233005,--,-7,6.57
2014/04,2108,南帝化工,8199173,7090332,1108841,--,--,1108841,855974,--,252867,82151,335018,77682,257336,--,--,257336,126597,--,383933,230728,--,26608,356844,--,27089,0.56
2014/04,2109,華豐橡膠,6861033,5320295,1540738,--,--,1540738,1011117,--,529621,585731,1115352,195293,920059,--,--,920059,190017,--,1110076,791264,--,128795,926551,--,183525,2.36
2014/04,2114,鑫永銓,2155189,1427449,727740,--,--,727740,166245,--,561495,39835,601330,105820,495510,--,--,495510,-605,--,494905,495510,--,--,494905,--,--,7.34
2014/04,2115,F-六暉,2633761,2080065,553696,--,--,553696,261402,--,292294,5415,297709,67140,230569,--,--,230569,57475,--,288044,230569,--,--,288044,--,--,3.25
2014/04,2201,裕隆汽車,120610516,103258538,17351978,--,744,17352722,16944352,--,408370,3202430,3610800,801394,2809406,--,--,2809406,1530098,--,4339504,2210346,--,599060,3565907,--,773597,1.51
2014/04,2204,中華汽車,35951427,29897969,6053458,--,8606,6062064,4091900,--,1970164,1269735,3239899,418187,2821712,--,--,2821712,732318,--,3554030,2558290,--,263422,3223882,--,330148,1.88
2014/04,2206,三陽工業,36457248,31828465,4628783,--,--,4628783,5472196,--,-843413,699203,-144210,207596,-351806,--,--,-351806,222460,--,-129346,-278539,--,-73267,-10205,--,-119141,-0.32
2014/04,2207,和泰汽車,160214136,139903501,20310635,21542,11914,20301007,11275015,--,9025992,3202944,12228936,1935575,10293361,--,--,10293361,366443,--,10659804,9196735,--,1096626,9516264,--,1143540,16.84
2014/04,2208,台船公司,25497653,24480596,1017057,--,--,1017057,510703,--,506354,23161,529515,75137,454378,--,--,454378,17237,--,471615,450782,--,3596,468019,--,3596,0.61
2014/04,2227,裕隆日產,33176837,28855176,4321661,--,--,4321661,3536563,1131,786229,7240448,8026677,1502918,6523759,--,--,6523759,1207276,--,7731035,6523759,--,--,7731035,--,--,21.75
2014/04,2228,劍麟,3506989,2422852,1084137,--,--,1084137,514661,--,569476,54850,624326,137761,486565,--,--,486565,68396,--,554961,486565,--,--,554961,--,--,6.79
2014/04,2231,為升,2155184,1068308,1086876,--,--,1086876,265874,--,821002,59517,880519,135020,745499,0,--,745499,18428,--,763927,745253,--,246,762116,--,1811,10.43
2014/04,2236,F-百達,1655756,1155854,499902,--,--,499902,308421,--,191481,-33185,158296,33252,125044,--,--,125044,56665,--,181709,102009,--,23035,148365,--,33344,3.46
2014/04,2239,F-英利,13420406,11075715,2344691,--,--,2344691,956464,--,1388227,158112,1546339,404520,1141819,--,--,1141819,210323,--,1352142,1141819,--,--,1352142,--,--,11.42
2014/04,2301,光寶科技,230631974,202383002,28248972,--,--,28248972,21119771,--,7129201,621789,7750990,2071417,5679573,--,--,5679573,1952918,--,7632491,6461659,--,-782086,8307615,--,-675124,2.80
2014/04,2302,麗正,614311,462256,152055,--,--,152055,189948,111360,73467,50594,124061,4427,119634,--,--,119634,37468,--,157102,119634,--,0,157102,--,0,0.74
2014/04,2303,聯電,140012076,108159687,31852389,--,289,31852678,21237381,-538965,10076332,3436964,13513296,2033707,11479589,--,--,11479589,6738120,--,18217709,12141341,--,-661752,18736470,--,-518761,0.97
2014/04,2305,全友電腦,798731,481209,317522,--,--,317522,371582,--,-54060,216634,162574,12096,150478,--,--,150478,62237,--,212715,153103,--,-2625,214409,--,-1694,0.76
2014/04,2308,台達電,190635120,139140582,51494538,--,--,51494538,28677650,--,22816888,3697969,26514857,4201486,22313371,0,--,22313371,2502322,--,24815693,20698900,--,1614471,23343226,--,1472467,8.49
2014/04,2311,日月光,256591447,203051691,53539756,--,--,53539756,23968499,--,29571257,-1097658,28473599,4251513,24222086,--,--,24222086,5475203,--,29697289,23592667,--,629419,28730614,--,966675,3.07
2014/04,2312,金寶電子,55627893,52330863,3297030,--,--,3297030,2090038,--,1206992,1216038,2423030,131380,2291650,--,--,2291650,656677,--,2948327,2361551,--,-69901,3001730,--,-53403,1.72
2014/04,2313,華通,33849513,29029879,4819634,--,--,4819634,1985336,16407,2850705,-166849,2683856,697208,1986648,--,--,1986648,463576,--,2450224,1986648,--,--,2450224,--,--,1.67
2014/04,2314,台揚科技,6263053,5586603,676450,--,--,676450,1097831,--,-421381,-99876,-521257,19407,-540664,--,--,-540664,87836,--,-452828,-538888,--,-1776,-451070,--,-1758,-1.35
2014/04,2316,楠梓電,7330236,6424686,905550,--,--,905550,569636,--,335914,83394,419308,55198,364110,--,--,364110,179701,--,543811,364110,--,--,543811,--,--,1.15
2014/04,2317,鴻海,4213172321,3921228465,291943856,--,--,291943856,148752445,--,143191411,30928961,174120372,41638550,132481822,--,--,132481822,55569496,--,188051318,130534729,--,1947093,182370027,--,5681291,8.85
2014/04,2321,東訊,6164727,5611345,553382,--,--,553382,566326,--,-12944,-20932,-33876,2203,-36079,--,--,-36079,-50118,--,-86197,-85976,--,49897,-136094,--,49897,-0.29
2014/04,2323,中環,16136590,15723674,412916,--,--,412916,1963501,--,-1550585,-87285,-1637870,91245,-1729115,--,--,-1729115,470429,--,-1258686,-1726346,--,-2769,-1247838,--,-10848,-0.67
2014/04,2324,仁寶電腦,845700752,813336090,32364662,--,--,32364662,20690120,--,11674542,-1937570,9736972,2181971,7555001,--,--,7555001,4562238,--,12117239,7034081,--,520920,11564839,--,552400,1.63
2014/04,2325,矽品,83071441,62090060,20981381,--,0,20981381,7173450,--,13807931,447041,14254972,2523770,11731202,--,--,11731202,3520940,--,15252142,11731202,--,--,15252142,--,--,3.76
2014/04,2327,國巨,27026984,19979522,7047462,--,--,7047462,3020410,--,4027052,803632,4830684,938121,3892563,--,--,3892563,714240,--,4606803,3863046,--,29517,4575287,--,31516,2.30
2014/04,2328,廣宇,17181487,15732396,1449091,--,--,1449091,1148833,--,300258,288886,589144,211173,377971,--,--,377971,406698,--,784669,209472,--,168499,658519,--,126150,0.40
2014/04,2329,華泰電子,13831273,11833871,1997402,--,0,1997402,1006990,--,990412,32711,1023123,341528,681595,0,--,681595,55895,--,737490,660706,--,20889,716601,--,20889,0.82
2014/04,2330,台積電,762806465,385100646,377705819,--,28556,377734375,80842944,-1001138,295890293,6207253,302097546,38316677,263780869,--,--,263780869,11834164,--,275615033,263898794,--,-117925,275717141,--,-102108,10.18
2014/04,2331,精英,55895307,50321751,5573556,--,--,5573556,3959227,--,1614329,422581,2036910,734782,1302128,--,--,1302128,470897,--,1773025,1386390,--,-84262,1848911,--,-75886,2.09
2014/04,2332,友訊科技,30305802,22032098,8273704,--,--,8273704,7966679,--,307025,-163568,143457,31996,111461,--,--,111461,84571,--,196032,61543,--,49918,153339,--,42693,0.10
2014/04,2337,旺宏,22414213,19654775,2759438,--,114,2759552,9082384,--,-6322832,-146569,-6469401,13523,-6482924,--,--,-6482924,487279,--,-5995645,-6461208,--,-21716,-5974333,--,-21312,-1.84
2014/04,2338,光罩,1766618,1434790,331828,--,--,331828,295605,--,36223,46977,83200,26472,56728,--,--,56728,5757,--,62485,60268,--,-3540,65772,--,-3287,0.25
2014/04,2340,光磊,6317383,4645461,1671922,--,--,1671922,925523,--,746399,-78649,667750,106059,561691,--,--,561691,67439,--,629130,561682,--,9,629119,--,11,1.03
2014/04,2342,茂矽,1642003,2166737,-524734,--,--,-524734,286497,--,-811231,403862,-407369,9881,-417250,--,--,-417250,-257317,--,-674567,-405874,--,-11376,-663304,--,-11263,-1.09
2014/04,2344,華邦電,37989660,27199199,10790461,--,--,10790461,7132038,--,3658423,282615,3941038,730494,3210544,--,--,3210544,294103,--,3504647,3075969,--,134575,3364700,--,139947,0.83
2014/04,2345,智邦科技,22847900,19362476,3485424,--,283,3485707,3226856,--,258851,445170,704021,60785,643236,--,--,643236,260377,--,903613,643535,--,-299,903970,--,-357,1.21
2014/04,2347,聯強國際,331532594,320007409,11525185,--,--,11525185,7075506,--,4449679,1767554,6217233,962037,5255196,--,--,5255196,1985706,--,7240902,5024099,--,231097,7123598,--,117304,3.16
2014/04,2348,海悅,1850789,1266659,584130,--,--,584130,218603,0,365527,-13172,352355,0,352355,--,--,352355,0,--,352355,353301,--,-946,353301,--,-946,4.13
2014/04,2349,錸德科技,12353998,13457496,-1103498,--,--,-1103498,2014607,--,-3118105,-336531,-3454636,282750,-3737386,--,--,-3737386,137349,--,-3600037,-3316457,--,-420929,-3133367,--,-466670,-1.29
2014/04,2351,順德,9797857,8050347,1747510,--,--,1747510,812150,--,935360,53347,988707,207846,780861,--,--,780861,86887,--,867748,711747,--,69114,798296,--,69452,3.95
2014/04,2352,佳世達,133510923,118453278,15057645,--,--,15057645,12129398,--,2928247,759623,3687870,354731,3333139,--,--,3333139,1118261,--,4451400,2971068,--,362071,3890695,--,560705,1.51
2014/04,2353,宏碁,329684271,300742087,28942184,--,--,28942184,26567278,332759,2707665,-93246,2614419,823835,1790584,--,--,1790584,2438464,--,4229048,1790690,--,-106,4229180,--,-132,0.66
2014/04,2354,鴻準,83895142,68630993,15264149,--,--,15264149,5554892,--,9709257,1258656,10967913,1585626,9382287,--,--,9382287,4428146,--,13810433,9402359,--,-20072,13827105,--,-16672,6.84
