證券代號,年季,　 淨收益,　　 利息淨收益 ,　　　 利息收入,　　　 利息費用,　　　 利息淨收益,　　 利息以外淨收益,　　　 手續費及佣金淨收益,　　　　 手續費及佣金收入,　　　　　 進出口業務手續費收入,　　　　　 國內信用狀手續費收入,　　　　　 匯費收入,　　　　　 跨行手續費收入,　　　　　 放款手續費收入,　　　　　 保證手續費收入,　　　　　 承兌手續費收入,　　　　　 承購帳款手續費收入,　　　　　 簽證手續費收入,　　　　　 承銷手續費收入,　　　　　 經紀手續費收入,　　　　　 信託業務收入,　　　　　 信託附屬業務手續費收入,　　　　　 代理手續費收入,　　　　　 信用卡手續費收入,　　　　　 其他手續費收入,　　　　　 手續費及佣金收入合計,　　　　 手續費費用及佣金支出,　　　　　 匯費支出,　　　　　 跨行手續費,　　　　　 保管手續費,　　　　　 代理費用,　　　　　 經紀經手費支出,　　　　　 自營經手費支出,　　　　　 轉融通手續費支出,　　　　　 承銷作業手續費支出,　　　　　 結算交割服務費支出,　　　　　 其他手續費費用,　　　　　 手續費費用及佣金支出合計,　　　　 手續費及佣金淨收益,　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　　 透過損益按公允價值衡量之金融資產及負債利益,　　　　 透過損益按公允價值衡量之金融資產及負債損失,　　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　 投資性不動產損益,　　　　 處分投資性不動產利益,　　　　 投資性不動產損益,　　　 備供出售金融資產之已實現損益,　　　　 備供出售金融資產之已實現利益,　　　　 備供出售金融資產之已實現損失,　　　　 備供出售金融資產之已實現損益,　　　 持有至到期日金融資產之已實現損益,　　　　 持有至到期日金融資產之已實現損失,　　　　 持有至到期日金融資產之已實現損益,　　　 兌換損益,　　　　 兌換利益,　　　　 兌換損失,　　　　 兌換損益,　　　 資產減損（損失）迴轉利益,　　　　 資產減損損失,　　　　 資產減損（損失）迴轉利益,　　　 其他利息以外淨損益,　　　　 以成本衡量之金融資產淨利益（損失）,　　　　　 以成本衡量之金融資產利益,　　　　　 以成本衡量之金融資產損失,　　　　　 以成本衡量之金融資產淨利益（損失）,　　　　 無活絡市場之債務商品投資淨利益（損失）,　　　　　 無活絡市場之債務工具投資利益,　　　　　 無活絡市場之債務商品投資淨利益（損失）,　　　　 出售承受擔保品淨利益（損失）,　　　　　 出售承受擔保品損失,　　　　　 出售承受擔保品淨利益（損失）,　　　　 發行認購（售）權證費用,　　　　　 發行認購（售）權證費用,　　　　　 發行認購（售）權證費用合計,　　　　 銷貨淨利益（損失）,　　　　　 銷貨收入 ,　　　　　 銷貨成本,　　　　　 銷貨淨利益（損失）,　　　　 顧問服務收入,　　　　　 顧問服務收入,　　　　　 顧問服務收入合計,　　　　 營業資產租金淨利益（損失）,　　　　　 營業資產租金收入,　　　　　 營業資產出租費用,　　　　　 營業資產租金淨利益（損失）,　　　　 租賃收入,　　　　　 租賃收入,　　　　　 租賃收入合計,　　　　 賠償收入,　　　　　 賠償收入,　　　　　 賠償收入合計,　　　　 財產交易利益淨利益（損失）,　　　　　 財產交易利益,　　　　　 財產交易損失,　　　　　 財產交易利益淨利益（損失）,　　　　 資產報廢損失,　　　　　 資產報廢損失,　　　　　 資產報廢損失合計,　　　　 其他什項淨利益（損失）,　　　　　 其他什項收入,　　　　　 其他什項支出,　　　　　 其他什項淨利益（損失）,　　　　 其他利息以外淨收益,　　　　 其他利息以外淨損失,　　　　 其他利息以外淨損益,　　　 利息以外淨收益,　　 淨收益,　 呆帳費用及保證責任準備提存,　　 放款呆帳費用,　　 應收承購帳款呆帳費用,　　 應收承兌票款呆帳費用,　　 保證責任準備提存及其呆帳費用,　　 應收信用卡帳款呆帳費用,　　 其他應收款呆帳費用-銀行業,　　 其他各項提存,　　 呆帳費用及保證責任準備提存合計,　 營業費用,　　 員工福利費用,　　 折舊及攤銷費用,　　 其他業務及管理費用,　　 營業費用合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅（費用）利益 ,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益,　　 不重分類至損益之項目（稅後）,　　　 指定為透過損益按公允價值衡量之金融負債其變動金額來自信用風險,　　　 不重分類至損益之項目總額（稅後）,　　 後續可能重分類至損益之項目（稅後）,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額（稅後）,　　 本期其他綜合損益,　 本期綜合損益總額,　 淨利（淨損）歸屬,　　 母公司業主,　　 非控制權益,　 綜合損益總額歸屬於,　　 母公司業主-綜合損益,　　 非控制股權,　 基本每股盈餘,　　 繼續營業單位稅後淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 繼續營業單位稅後淨利（淨損）-稀釋,　　 稀釋每股盈餘合計
2884,2016年01月01日至2016年03月31日,,,              7550363,              3221062,              4329301,,,,                 43761,                    538,                 52408,                 37878,                345734,                 19472,                  4955,                 19083,                  1117,                 81872,                188084,                687315,                 14865,                  4485,              2175065,                225607,              3902239,,                    407,                 75713,                 23985,                177164,                 17458,                  1098,                    238,                     19,                  3979,                143274,                443335,              3458904,,              8715427,              6711885,              2003542,,                              0,                              0,,                101156,                              0,                101156,,                              0,                              0,,               -328114,                   -832,               -327282,,                              0,                              0,,,                 25997,                              0,                 25997,,                              0,                              0,,                              0,                              0,,                  4900,                 -4900,,                121388,                 98693,                 22695,,                  2400,                  2400,,                    834,                              0,                    834,,                  1517,                  1517,,                      1,                      1,,                     71,                    195,                   -124,,                  7368,                 -7368,,                 11848,                 13685,                 -1837,                164056,                124841,                 39215,              5275535,              9604836,,                142022,                -63325,                 -3063,                -16989,                -57210,                 30125,                  1300,                 32860,,              2536474,                357232,              2273225,              5166931,              4405045,               -689482,              3715563,              3715563,,,                 71863,                 71863,,               -795976,               -580321,                142719,             -1233578,             -1161715,              2553848,,              3697551,                 18012,,              2552772,                  1076,,                              0.47,                              0.47,,                              0.46,                              0.46
2884,2015年01月01日至2015年03月31日,,,              7174195,              3042235,              4131960,,,,                 43533,                  1105,                 43948,                 33196,                310314,                 16707,                  5443,                 13691,                  1090,                  7018,                162973,                864793,                  5011,                  3606,              1049438,                893095,              3454961,,                    340,                 72604,                 21933,                154479,                 14350,                    825,                    194,                     60,                  2841,                114394,                382020,              3072941,,              4607039,              3706206,                900833,,                              0,                              0,,                206946,                              0,                206946,,                              0,                              0,,                902433,                 25174,                877259,,                 18624,                -18624,,,                  4507,                              0,                  4507,,                              0,                              0,,                    116,                   -116,,                  3932,                 -3932,,                  2611,                              0,                  2611,,                110795,                110795,,                    736,                              0,                    736,,                  1132,                  1132,,                              0,                              0,,                    224,                      1,                    223,,                      1,                     -1,,                  2980,                    863,                  2117,                122985,                  4913,                118072,              5157427,              9289387,,              1034755,                 17709,                   -592,                 -2588,                -55551,                  2404,                              0,                996137,,              2208905,                306305,              2078669,              4593879,              3699371,               -504505,              3194866,              3194866,,,                -47491,                -47491,,               -350333,                  7504,                 60495,               -282334,               -329825,              2865041,,              3181077,                 13789,,              2860717,                  4324,,                              0.41,                              0.41,,                              0.40,                              0.40
