證券代號,年季,　 收入,　　 利息收入,　　 保費收入,　　 再保佣金收入,　　 手續費收入,　　 採用權益法認列之關聯企業及合資利益之份額,　　 分離帳戶保險商品收益,　　 透過損益按公允價值衡量之金融資產及負債利益,　　 備供出售金融資產已實現利益,　　 以成本衡量之金融資產及負債利益,　　 無活絡市場之債務工具投資利益,　　 銷貨收入淨額,　　　 銷貨收入,　　　 銷貨退回 ,　　　 銷貨折讓,　　　 銷貨收入淨額,　　 租賃收入,　　 勞務收入,　　 營建工程收入,　　 處分投資利益,　　 投資性不動產利益,　　 外匯價格變動準備淨變動,　　 其他收入,　　 收入合計,　 支出,　　 利息費用,　　 承保費用,　　 佣金費用,　　 保險賠款與給付,　　 其他保險負債淨變動,　　 分離帳戶保險商品費用,　　 銷貨成本,　　 租賃成本,　　 勞務成本,　　 工程成本,　　 營業費用,　　　 推銷費用,　　　 管理及總務費用,　　　 研究發展費用,　　　 營業費用合計,　　 處分不動產、廠房及設備損失,　　 兌換損失,　　 其他支出,　　 支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益,　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價利益（損失）,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目,　　 其他綜合損益淨額,　 本期綜合損益總額,　 淨利（淨損）歸屬,　　 母公司業主,　　 非控制股權,　 綜合損益總額歸屬,　　 母公司業主-綜合損益,　　 非控制股權-綜合損益,　 基本每股盈餘,　　 繼續營業單位稅後淨利（淨損）,　　 基本每股盈餘合計
2905,2016年01月01日至2016年03月31日,,              6112088,             38551662,                  5478,                118961,                 30999,              2195624,              5704019,              1499684,                              0,                 85143,,              5761777,                  3291,                    370,              5758116,                 38972,                 81429,                 11387,                     76,                125132,                 67968,                 19974,             60406712,,                 41978,                 12302,              3379031,             11928508,             28446374,              2195624,              3681187,                  3825,                  3453,                 11270,,                552398,              2580047,                 38571,              3171016,                    111,              6161104,                116660,             59152443,              1254269,                911698,                342571,                342571,,,                 -9120,              1893699,               -184128,              2068707,              2068707,              2411278,,                238201,                104370,,              1293556,              1117722,,                              0.37,                              0.37
2905,2015年01月01日至2015年03月31日,,              5284382,             38594359,                 37759,                120097,                 34628,              2495891,              2622770,              1496445,                  1312,                782432,,              5136506,                  2732,                    295,              5133479,                 43557,                108695,                 11984,                    345,                126561,                -55996,                 64176,             56902876,,                 39507,                 11860,              3465000,             33177338,              6698373,              2495891,              3302042,                  3722,                  3446,                 11811,,                482372,              2670422,                 35768,              3188562,                  2550,              2879981,                139611,             55419694,              1483182,                741533,                741649,                741649,,,                -10099,                899174,                 -6496,                895571,                895571,              1637220,,                331587,                410062,,                770609,                866611,,                              0.52,                              0.52
