證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨折讓,　　　 銷貨收入淨額,　　 投資收入（投資公司適用）,　　　 投資收入（投資公司適用）合計,　　 營建工程收入,　　　 工程收入,　　　　 工程收入淨額,　　　 營建工程收入合計,　　 其他營業收入,　　　 其他營業收入,　　　 其他營業收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本,　　　 銷貨成本合計,　　 投資支出（投資公司適用）,　　　 投資支出（投資公司適用）合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 薪資支出-推銷費用,　　　 文具用品-推銷費用,　　　 旅費-推銷費用,　　　 運費,　　　 郵電費-推銷費用,　　　 修繕費-推銷費用,　　　 保險費-推銷費用,　　　 交際費-推銷費用,　　　 伙食費-推銷費用,　　　 其他費用-推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 薪資支出-管理費用,　　　 租金支出,　　　 文具用品-管理費用,　　　 旅費-管理費用,　　　 郵電費-管理費用,　　　 修繕費-管理費用,　　　 廣告費,　　　 水電瓦斯費,　　　 保險費-管理費用,　　　 交際費-管理費用,　　　 呆帳損失,　　　 折舊,　　　 各項攤提,　　　 伙食費-管理費用,　　　 職工福利,　　　 訓練費,　　　 其他費用-管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 文具用品-研發費用,　　　 其他費用-研發費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 銀行存款利息,　　　　 利息收入合計,　　　 租金收入,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 外幣兌換利益,　　　 透過損益按公允價值衡量之金融資產（負債）利益,　　　 處分投資損失,　　　 透過損益按公允價值衡量之金融資產（負債）損失,　　　 減損損失,　　　　 減損損失合計,　　　 其他利益及損失淨額,　　 財務成本,　　　 利息費用,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損失之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計
1529,2016年01月01日至2016年03月31日,,,,                 94510,                 94510,                     10,                 94500,,                              0,,,                              0,                              0,,                    458,                    458,                 94958,,,                 73241,                 73241,,                              0,                 73241,                 21717,                 21717,,,                    150,                              0,                      5,                    113,                      1,                              0,                      9,                      1,                      5,                    577,                    861,,                  2064,                    270,                      3,                     13,                     13,                              0,                              0,                      1,                    244,                     41,                  2255,                     28,                     25,                     61,                     17,                      8,                  1820,                  6863,,                              0,                    106,                    106,                  7830,                 13887,,,,                     17,                     17,                    407,                     35,                    459,,                    238,                  4707,                  1042,                              0,,                              0,                  3903,,                    639,                    639,,                     11,                    -11,                  3712,                 17599,,                              0,                 17599,                 17599,                 17599,,                 17656,                    -57,,                 17656,                    -57,,                              0.06,                              0.06
1529,2015年01月01日至2015年03月31日,,,,                 26238,                 26238,                              0,                 26238,,                              0,,,                              0,                              0,,                    776,                    776,                 27014,,,                 22741,                 22741,,                              0,                 22741,                  4273,                  4273,,,                    941,                      1,                     37,                    122,                      2,                      1,                     40,                      3,                     21,                    734,                  1902,,                  2356,                    393,                      6,                     12,                     28,                     24,                      8,                     10,                    323,                              0,                    676,                    666,                     61,                     79,                     14,                              0,                  1738,                  6394,,                      1,                      3,                      4,                  8300,                 -4027,,,,                     33,                     33,                    407,                     21,                    461,,                              0,                              0,                              0,                  2197,,                              0,                 -2197,,                    561,                    561,,                    722,                   -722,                 -3019,                 -7046,,                              0,                 -7046,                 -7046,                 -7046,,                 -7046,                              0,,                 -7046,                              0,,                             -0.02,                             -0.02
