證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨退回,　　　 銷貨折讓,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 銀行存款利息,　　　　 利息收入合計,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 外幣兌換利益,　　　 減損迴轉利益,　　　　 不動產、廠房及設備減損迴轉利益,　　　　 減損迴轉利益合計,　　　 處分不動產、廠房及設備損失,　　　 外幣兌換損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 利息費用,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計
6504,2016年01月01日至2016年03月31日,,,,              1455764,                 10224,                  8756,              1436784,              1436784,,,              1165072,              1165072,                271712,                271712,,,                 52862,,                 67051,,                  5718,                125631,                146081,,,,                    681,                    681,                 20879,                 21560,,                              0,,                  2283,                  2283,                  1398,                  4575,                 -3690,,                  4626,                  4626,                 13244,                159325,,                 42615,                116710,                116710,,,                -13387,                -13387,                -13387,                103323,,                116710,,                103323,,                              1.61,,                              1.61
6504,2015年01月01日至2015年03月31日,,,,              1498416,                  3823,                  4652,              1489941,              1489941,,,              1206484,              1206484,                283457,                283457,,,                 62549,,                 48298,,                  7697,                118544,                164913,,,,                    736,                    736,                 23304,                 24040,,                 10802,,                    551,                    551,                    798,                              0,                 10555,,                  6036,                  6036,                 28559,                193472,,                 42680,                150792,                150792,,,                -24429,                -24429,                -24429,                126363,,                150792,,                126363,,                              2.08,,                              2.08
