證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨退回,　　　 銷貨折讓,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 薪資支出-推銷費用,　　　 文具用品-推銷費用,　　　 旅費-推銷費用,　　　 運費,　　　 郵電費-推銷費用,　　　 修繕費-推銷費用,　　　 廣告費,　　　 水電瓦斯費-推銷費用,　　　 保險費-推銷費用,　　　 交際費-推銷費用,　　　 稅捐-推銷費用,　　　 折舊-推銷費用,　　　 伙食費-推銷費用,　　　 職工福利-推銷費用,　　　 佣金支出,　　　 訓練費-推銷費用,　　　 進出口費用,　　　 其他費用-推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 薪資支出-管理費用,　　　 租金支出,　　　 文具用品-管理費用,　　　 旅費-管理費用,　　　 郵電費-管理費用,　　　 修繕費-管理費用,　　　 水電瓦斯費-管理費用,　　　 保險費-管理費用,　　　 交際費-管理費用,　　　 捐贈,　　　 稅捐-管理費用,　　　 折舊-管理費用,　　　 伙食費-管理費用,　　　 職工福利-管理費用,　　　 訓練費-管理費用,　　　 其他費用-管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 薪資支出-研發費用,　　　 保險費-研發費用,　　　 折舊及折耗,　　　 伙食費-研發費用,　　　 其他費用-研發費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 銀行存款利息,　　　　 利息收入合計,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 處分不動產、廠房及設備利益,　　　 處分投資性不動產利益,　　　 外幣兌換利益,　　　 透過損益按公允價值衡量之金融資產（負債）利益,　　　 什項支出,　　　 外幣兌換損失,　　　 透過損益按公允價值衡量之金融資產（負債）損失,　　　 其他利益及損失淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 停業單位淨利（淨損）,　　 稀釋每股盈餘合計
1445,2016年01月01日至2016年03月31日,,,,                394716,                394716,                              0,                    122,                394594,                394594,,,                342546,                342546,                342546,                 52048,                 52048,,,                  6734,                     37,                    430,                  6727,                     81,                     36,                     50,                     34,                    434,                    258,                     30,                    207,                    152,                     60,                  4281,                      3,                  2008,                  1001,                 22563,,                  4459,                    130,                     34,                     55,                     13,                     20,                     20,                    242,                     19,                              0,                     31,                     66,                     86,                     29,                     22,                  2049,                  7275,,                  1522,                     74,                     27,                     23,                    770,                  2416,                 32254,                 19794,,,,                    181,                    181,                    202,                    383,,                              0,                              0,                  1137,                     65,                    759,                  4113,                              0,                 -3670,                 -3287,                 16507,,                  3203,                 13304,                 13304,,,                     -1,                 -1415,                 -1416,                 -1416,                 11888,,                 13304,                              0,,                 11888,                              0,,                              0.10,                              0.10,,                              0.10,                              0.00,                              0.10
1445,2015年01月01日至2015年03月31日,,,,                473186,                473186,                              0,                    688,                472498,                472498,,,                422256,                422256,                422256,                 50242,                 50242,,,                  6541,                     35,                    723,                  8863,                    101,                     37,                    168,                     40,                    419,                    198,                     30,                    139,                    130,                     69,                  4121,                              0,                  2277,                  1617,                 25508,,                  4267,                    106,                     36,                     18,                     38,                     16,                     16,                    233,                      4,                              0,                     33,                     54,                     70,                     32,                              0,                  1379,                  6302,,                    887,                     73,                     39,                     16,                  1249,                  2264,                 34074,                 16168,,,,                    336,                    336,                  2247,                  2583,,                     62,                              0,                  2043,                              0,                              0,                  4231,                    414,                 -2540,                     43,                 16211,,                   -296,                 16507,                 16507,,,                     -1,                 16033,                 16032,                 16032,                 32539,,                 16507,                              0,,                 32539,                              0,,                              0.12,                              0.12,,                              0.12,                              0.00,                              0.12
