公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 非金融資產減損迴轉利益,　　　　 處分承受擔保品損失（利益）,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 持有至到期日金融資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 附買回票券及債券負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得不動產及設備,　　 處分不動產及設備,　　 交割結算基金增加,　　 存出保證金增加,　　 存出保證金減少,　　 取得無形資產,　　 處分承受擔保品,　　 取得投資性不動產,　　 其他資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 應付商業本票增加,　　 發行公司債,　　 發行金融債券,　　 償還金融債券,　　 存入保證金增加,　　 其他負債增加,　　 發放現金股利,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資
2838,2016年01月01日至2016年09月30日,,              2576746,              2576746,,,              1304062,                 40760,                   -619,               -260381,              2811553,             -7470955,               -216236,                    270,                -19978,               -201667,                              0,                   -717,                    241,             -4013667,,,              1484226,             -7164790,               -603639,              7599516,            -14113574,             -2657275,              6641882,             -8813654,,              3583682,               -300416,              7197837,              1142628,              6877372,                 29456,               -805690,             17724869,              8911215,              4897548,              7474294,              7275307,                200047,             -2777140,                -46310,             12126198,,               -187883,                      5,                -20334,                              0,                157779,                -26591,                    476,             -1904454,             -1557773,             -3538775,,              1029801,                              0,              2500000,               -900000,                204863,                 94011,             -1042061,                -16186,              1870428,               -755650,              9702201,             78518946,             88221147,              8702002,             43500000,             36019145
2838,2015年01月01日至2015年09月30日,,              2670063,              2670063,,,              1234913,                 34110,                -71574,               -359889,              3016631,             -7541259,               -229361,                    253,                -17585,                -68051,                120000,                -15157,                 -6593,             -3903562,,,             -2024561,              7204854,                131252,            -19681719,             -8778453,             -2138137,             -4809546,            -30096310,,             -2346675,               -383464,             -1101503,              2421474,             19660311,                  5986,                 -2531,             18253598,            -11842712,            -15746274,            -13076211,              7572576,                234172,             -2885534,                -41181,             -8196178,,               -198537,                    770,                   -557,               -149736,                              0,               -117484,                 21750,                              0,             -1656850,             -2100644,,                163365,                607246,              2200000,                              0,                121859,                 63446,               -637242,                -26715,              2491959,                451815,             -7353048,             86061535,             78708487,             10987447,             48320023,             19401017
