公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 非金融資產減損迴轉利益,　　　　 處分承受擔保品損失（利益）,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 持有至到期日金融資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 附買回票券及債券負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得不動產及設備,　　 處分不動產及設備,　　 交割結算基金增加,　　 存出保證金增加,　　 取得無形資產,　　 處分承受擔保品,　　 取得投資性不動產,　　 其他資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 應付商業本票增加,　　 應付商業本票減少,　　 發行公司債,　　 發行金融債券,　　 存入保證金增加,　　 其他負債增加,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資
2838,2016年01月01日至2016年03月31日,,                787427,                787427,,,                432205,                 13384,                -75528,                -63434,                969670,             -2497669,                 -3475,                    152,                 -8407,                -55817,                              0,                              0,             -1288919,,,               -403237,             -8957187,                778098,             13386917,             -3195299,               -884149,              3412731,              4137874,,              2944735,                 17628,              3423278,               -484429,              1350825,                 -4111,                     60,              7247986,             11385860,             10096941,             10884368,              2495600,                  3475,               -864763,                -48460,             12470220,,                -92073,                  6753,                 -5834,               -123582,                 -9755,                              0,             -1077771,             -1208301,             -2510563,,                729802,                              0,                              0,              2500000,                 13081,                -12911,              3229972,               -267671,             12921958,             78518946,             91440904,              7686579,             48098974,             35655351
2838,2015年01月01日至2015年03月31日,,                857912,                857912,,,                395279,                  8433,                -27231,                 66095,                976157,             -2471519,                 -3242,                    156,                 -2351,                 -8000,                -14440,                 -7060,             -1087723,,,              2629017,                212280,                707851,            -15615419,               -764492,               -486180,             -1017367,            -14334310,,             -1275955,               -509482,                 -5862,             -1703985,              6928259,                 -5079,                 -2718,              3425178,            -10909132,            -11996855,            -11138943,              2471392,                  3242,               -898290,                 -8423,             -9571022,,                -67189,                     37,                   -557,               -139171,                 -2887,                 21500,                              0,               -590924,               -779191,,                              0,                -39098,                574631,                              0,                  2478,                 -8306,                529705,               -116150,             -9936658,             86061535,             76124877,              8142047,             49000000,             18982830
