公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分無形資產損失（利益）,　　　　 處分投資損失（利益）,　　　　 處分採用權益法之投資損失（利益）,　　　　 金融資產減損損失,　　　　 非金融資產減損損失,　　　　 未實現銷貨利益（損失）,　　　　 已實現銷貨損失（利益）,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 其他應收款－關係人（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他應付款－關係人增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 備供出售金融資產減資退回股款,　　 處分持有至到期日金融資產,　　 取得採用權益法之投資,　　 處分子公司,　　 採用權益法之被投資公司減資退回股款,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 取得無形資產,　　 其他非流動資產增加,　　 收取之股利,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 舉借長期借款,　　 償還長期借款,　　 其他應付款－關係人增加,　　 其他非流動負債減少,　　 發放現金股利,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
2603,2016年01月01日至2016年09月30日,,             -7740148,             -7740148,,,              6157054,                 14011,                 10244,                   -102,                911880,               -201198,               -140145,                562403,             -1645897,                      3,                              0,                              0,                  1882,                 16811,                   -817,                -12538,              5673591,,,               -590000,                  2391,                319776,                -32058,                -90838,                213777,                145551,               -150165,              1174622,                -28098,                964958,,               -689298,                131904,               -118044,                -28136,                221061,                -22669,               -505182,                459776,              6133367,             -1606781,                201198,               -945574,               -194391,             -2545548,,                  1253,                200000,             -2482687,                              0,                 98171,             -1533037,              2314966,                -11324,             -2047548,                803694,             -2656512,,              7062550,             -6591588,             19836708,            -13358827,                 -3443,               -628259,                              0,              6317141,               -586525,                528556,             32834520,             33363076,             33363076
2603,2015年01月01日至2015年09月30日,,               -535504,               -535504,,,              6077206,                 10471,                 14364,                   -171,                677875,               -175614,               -136770,               -288683,               -258726,                      5,               -129996,                              0,                717713,                              0,                 81068,                 -9792,              6578950,,,               -650000,                 31894,              3290671,               -434692,                -70436,               -151761,              1615755,                120954,                551688,                 -4713,              4299360,,             -1449390,                422849,               -485635,                -18545,               -590448,                -57620,             -2178789,              2120571,              8699521,              8164017,                175614,               -721155,             -1169767,              6448709,,                              0,                              0,               -928078,                -61740,                              0,             -2005626,                396403,                 -8555,             -9135826,                549693,            -11193729,,              2309300,             -1649500,             25558077,            -21333785,                  2802,             -1790451,               -347758,              2748685,                -36646,             -2032981,             32826541,             30793560,             30793560
