公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分無形資產損失（利益）,　　　　 處分投資損失（利益）,　　　　 處分採用權益法之投資損失（利益）,　　　　 金融資產減損損失,　　　　 未實現銷貨利益（損失）,　　　　 已實現銷貨損失（利益）,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 其他應收款－關係人（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他應付款－關係人增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得持有至到期日金融資產,　　 取得採用權益法之投資,　　 處分採用權益法之投資,　　 處分子公司,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 取得無形資產,　　 其他非流動資產增加,　　 收取之股利,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 償還公司債,　　 舉借長期借款,　　 償還長期借款,　　 其他應付款－關係人增加,　　 其他非流動負債減少,　　 發放現金股利,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
2603,2015年度,,             -4682496,             -4682496,,,              8192869,                 12869,                 24155,                              0,                986094,               -230050,               -137552,                460743,               -313749,                      5,                              0,               -131351,                717713,                 84261,                -14184,                              0,              9651823,,,                              0,                 31052,              3764309,               -318423,                127651,               -140943,              1841054,                123444,                776113,                -30878,              6173379,,             -2158105,               -498267,               -320320,                 12213,               -804141,                -92107,             -3860727,              2312652,             11964475,              7281979,                230050,             -1004725,             -1287414,              5219890,,                -50000,             -1435320,                  7304,                -61740,             -2515724,                482265,                -13347,            -10873074,                552762,            -13906874,,              4637138,             -4637138,                              0,             28122621,            -16961552,                 -7270,             -1961861,               -347758,              8844180,               -149217,                  7979,             32826541,             32834520,             32834520
2603,2014年度,,              3211743,              3211743,,,              7709649,                 13557,                 27675,                  5258,                539372,               -326060,               -142227,              1520638,             -2167500,                              0,                -69269,                              0,                              0,                  1999,                 -8932,                  7293,              7111453,,,                              0,                 40481,               -768100,               -101828,                 83980,                 43800,                971906,                -51905,               -428385,                 16342,               -193709,,              1547674,                -89658,                197787,                -19743,                269268,                -78333,              1826995,              1633286,              8744739,             11956482,                326060,               -650467,               -435435,             11196640,,                              0,               -898976,                 19293,               -151665,             -4102999,              2802660,                -24895,            -13384377,                487877,            -15253082,,              2408174,             -3041904,               -523200,             17634695,            -11995770,                 -4779,             -2168276,                              0,              2308940,              1071601,               -675901,             33502442,             32826541,             32826541
