公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 其他各項負債準備淨變動,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 金融資產減損損失,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 附賣回票券及債券投資（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 持有至到期日金融資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 其他資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 附買回票券及債券負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 其他負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得以成本衡量之金融資產,　　 取得不動產及設備,　　 處分不動產及設備,　　 營業保證金減少,　　 交割結算基金增加,　　 存出保證金增加,　　 取得無形資產,　　 其他金融資產減少,　　 其他資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 央行及同業融資增加,　　 應付商業本票增加,　　 庫藏股票買回成本,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業
2889,2016年01月01日至2016年06月30日,,              1568673,              1568673,,,                 31695,                 13855,                 -1675,                442989,             -1455168,                              0,                  1489,                -50230,                     10,                 38439,               -978596,,,             14124306,             -5855523,               -191111,               -684654,                   -233,                364118,                446823,              8203726,,                179912,            -19597510,                163163,                 -1040,                -44883,               -421234,            -19721592,            -11517866,            -12496462,            -10927789,              1359216,                              0,               -416412,                -82411,            -10067396,,               -118977,                -18903,                      3,                              0,                 18730,                 22088,                 -4615,                 60000,                 -4689,                -46363,,             11076505,               -773007,               -316245,                              0,              9987253,                -36326,               -162832,              2854148,              2691316,              2691286,                     30
2889,2015年01月01日至2015年06月30日,,              1088143,              1088143,,,                 37274,                 14831,                177649,                545469,             -1501418,                -33272,                  1497,                -42137,                  4000,                  2444,               -793663,,,              1398388,             -7352489,                172908,               -254974,               -394913,               -457261,                 28861,             -6859480,,                134930,               -960194,                274581,                 -1049,                236738,                 20614,               -294380,             -7153860,             -7947523,             -6859380,              1302207,                 12023,               -518044,               -385075,             -6448269,,                -23153,                -43313,                      3,                120000,                -12503,                -19705,                 -4284,                260300,                 -5317,                272028,,              7274182,                566327,                              0,                 -9886,              7830623,                -50000,              1604382,              2501517,              4105899,              2795842,              1310057
