公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 金融資產減損損失,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 附賣回票券及債券投資（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 持有至到期日金融資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 其他資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 附買回票券及債券負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 其他負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得以成本衡量之金融資產,　　 取得不動產及設備,　　 處分不動產及設備,　　 營業保證金減少,　　 交割結算基金增加,　　 存出保證金增加,　　 取得無形資產,　　 其他金融資產增加,　　 其他資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 央行及同業融資增加,　　 應付商業本票增加,　　 發放現金股利,　　 庫藏股票買回成本,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業
2889,2015年度,,              1971842,              1971842,,,                 73232,                 29233,                269747,              1041210,             -2880943,               -169359,                -92101,                  2872,                100842,             -1625267,,,            -16187713,            -22220292,                369915,              2504096,               -987991,               -530124,               -463239,            -37515348,,                  2280,             38112588,              1399303,                 -2287,                  1148,                185554,                626180,             40324766,              2809418,              1184151,              3155993,              2607822,                236519,             -1045234,               -568429,              4386671,,               -156417,                -69232,                      3,                140000,                -12818,                -23930,                -15485,                292700,                 -6327,                148494,,               -856698,             -2238371,               -764837,               -322242,                -13399,             -4195547,                 13013,                352631,              2501517,              2854148,              2734098,                120050
2889,2014年度,,              2072093,              2072093,,,                 74133,                 28247,                 80720,              1063139,             -2933572,               -104812,                -66299,                -16215,                106278,             -1768381,,,              3992406,             -8135469,               -120153,                804595,                              0,                 82802,                234215,             -3141604,,               -107421,                848407,             -2801495,                 -3118,                -52066,               -109799,                 95037,             -2130455,             -5272059,             -7040440,             -4968347,              2562739,                168170,             -1012453,               -212677,             -3462568,,                -77264,                -53417,                 28207,                 15000,                 -8805,                 -4853,                -13580,               -358200,                 -4193,               -477105,,             -1737581,              5546355,               -592956,                              0,                  2579,              3218397,                 69853,               -651423,              3152940,              2501517,              2501497,                     20
