公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 停業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 非金融資產減損損失,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款－關係人（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 淨確定福利負債增加(減少),　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 處分子公司,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 存出保證金減少,　　 其他金融資產增加,　　 其他金融資產減少,　　 預付設備款增加,　　 收取之利息,　　 收取之股利,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款減少,　　 發行公司債,　　 償還公司債,　　 償還長期借款,　　 存入保證金減少,　　 應付款項減少,　　 其他應付款－關係人增加,　　 其他應付款－關係人減少,　　 現金增資,　　 支付之利息,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
9929,2016年01月01日至2016年09月30日,,                293200,               -162734,                130466,,,                 29497,                    324,                    297,                 10167,                 -2177,                              0,                   -522,               -324285,                  1450,                 52974,               -232275,,,                  9329,                140466,                              0,                 35349,                 16083,                -66121,                135106,,                -40068,                -75630,                              0,                 -1199,                -20292,               -137189,                 -2083,               -234358,               -103892,                 -1029,               -104921,,               -123402,                 25880,                606417,                 -9141,                 71821,                 -6170,                  5091,                 -6443,                 92889,                -17871,                  2124,                              0,                641195,,               -183630,                              0,               -120000,               -202500,                 -2160,                -33551,                  1918,                -78515,                              0,                -15470,                      1,               -633907,                 -2304,                -99937,                384679,                284742,                284742
9929,2015年01月01日至2015年09月30日,,                  8856,                -98133,                -89277,,,                 84428,                  1424,                    196,                 30386,                 -1851,                   -542,                -21505,                              0,                              0,                              0,                 92536,,,                  7512,                -12773,                   -599,                  1600,                 -1892,                  2245,                 -3907,,                -49268,                -16901,                 36962,                -12145,                -10571,                -51923,                -55830,                 36706,                -52571,                   -388,                -52959,,                              0,                              0,                              0,                -15437,                 20540,                 -3019,                              0,               -114047,                              0,                  5342,                  1851,                    542,               -104228,,               -249154,                120000,                              0,                -22500,                 -2070,                              0,                 89984,               -124368,                782100,                -27137,                  2800,                569655,                  3123,                415591,                 28432,                444023,                444023
