公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 非金融資產減損迴轉利益,　　　　 未實現外幣兌換損失（利益）,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 其他應收款－關係人（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 預收款項增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 淨確定福利負債增加(減少),　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 對子公司之收購（扣除所取得之現金）,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 取得無形資產,　　 長期應收租賃款減少,　　 其他金融資產減少,　　 其他非流動資產增加,　　 其他預付款項增加,　　 收取之利息,　　 收取之股利,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 舉借長期借款,　　 償還長期借款,　　 附買回票券及債券負債減少,　　 其他非流動負債減少,　　 支付之利息,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
1101,2016年01月01日至2016年03月31日,,                277847,                277847,,,              1723452,                106797,                   -140,                504825,                -78488,               -149029,                 13374,                    -20,                              0,                -22755,               -194138,                 60540,              1964418,,,                              0,              3781418,              1117979,                 18463,                 89652,                 17438,                382448,               -378464,               -193058,              4835876,,             -1032112,               -366913,                 54125,                -42039,                -10810,             -1397749,              3438127,              5402545,              5680392,                -72134,              5608258,,                -25290,                  9291,                              0,             -1499102,                  3685,                   -313,               -160457,               -577020,               -363711,                 -3493,                 98829,                135290,             -2382291,,             -1958393,              1386489,            -10939153,              1748419,                -43441,               -443144,            -10249223,               -207064,             -7230320,             38977360,             31747040,             31747040
1101,2015年01月01日至2015年03月31日,,              1469867,              1469867,,,              1711428,                 92691,                     74,                482383,               -126367,               -181127,                  5362,                   -438,                 51290,                -72877,               -116556,                 55093,              1900956,,,                 30417,              3826186,              1219119,               -360075,                370995,                657261,                679041,               -261314,               -127419,              6034211,,               -440880,             -1264695,               -113323,                -51552,                -10783,             -1881233,              4152978,              6053934,              7523801,             -1125661,              6398140,,                              0,                              0,               -594733,               -818460,                    754,               -213360,                100480,               -740965,                -68146,                -34405,                100140,                 24620,             -2244075,,              2101256,              5134654,             -9803366,               -245853,                 -3924,               -427626,             -3244859,                -17032,                892174,             30514042,             31406216,             31406216
