公司代號,公司名稱,營業收入,營業支出,繼續營業單位稅前淨利(淨損),所得稅費用(利益),停業單位損益,非常損益,會計原則變動之累積影響數,合併總損益,合併淨損益,少數股權損益,基本每股盈餘,稀釋每股盈餘
"1409","新纖",11183773,10279627,904146,152471,0,0,0,751675,558596,193079,0.34,0.34
"1718","中纖",7536765,6602382,934383,142219,0,0,0,792164,493227,298937,0.43,0.00
"2514","龍邦國際",19167874,18618529,549345,20632,0,0,0,528713,208014,320699,0.42,0.40
"2847","大眾銀行",3432839,2783832,649007,98904,0,0,0,550103,547545,2558,0.25,0.23
"2905","三商",41885936,41576229,309707,-42935,0,0,0,352642,191218,161424,0.36,0.00
