公司代號,公司名稱,收入,費用,繼續營業單位稅前淨利(淨損),所得稅費用(利益),繼續營業單位稅後淨利(淨損),停業單位損益,列計非常損益及會計原則變動累積影響數前損益,非常損益,會計原則變動之累積影響數,合併總損益,合併淨損益,少數股權損益,每股盈餘
"2855","統一證券",1452029,1218287,233742,52222,181520,0,181520,0,0,181520,180652,868,0.15
"2856","元富證券",3871028,3564252,306776,74003,232773,0,232773,0,0,232773,232773,0,0.16
"6005","群益證",2528830,1960075,568755,158034,410721,0,410721,0,0,410721,393528,17193,0.17
"6012","金鼎證券",571163,600536,-29373,28500,-57873,0,-57873,0,0,-57873,-57678,-195,-0.05
