公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 利息費用,　　　　 利息收入,　　　　 股份基礎給付酬勞成本,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 不動產、廠房及設備轉列費用數,　　　　 未實現外幣兌換損失（利益）,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收帳款－關係人（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 遞延借項（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他應付款－關係人增加（減少）,　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 長期應收租賃款減少,　　 其他非流動資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 舉借長期借款,　　 償還長期借款,　　 其他應付款－關係人增加,　　 應付租賃款減少,　　 其他非流動負債增加,　　 現金增資,　　 其他籌資活動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
3474,2015年度,,             20670041,             20670041,,,             16669389,                 31583,                186212,               -208399,                259097,               -100643,                 48877,               -199295,             16686821,,,              5659308,               -158168,             -1906418,               -959341,                 -8265,              2627116,,                241638,                -58135,                757570,                -14907,                 57616,                983782,              3610898,             20297719,             40967760,                192990,               -144905,                -19679,             40996166,,            -53124227,                497971,                 24697,                -45459,            -52647018,,                531500,              8553200,            -11000000,                              0,               -429330,                  1091,                              0,                518638,             -1824901,                 87871,            -13387882,             37859331,             24471449,             24471449
3474,2014年度,,             46685269,             46685269,,,             14393164,                  5500,                905158,               -283757,                252076,                -56528,                              0,               -952644,             14262969,,,                895467,               -509946,                779112,                129875,                 -8210,              1286298,,                154813,                 43560,                709082,                    322,                 11524,                919301,              2205599,             16468568,             63153837,                256969,               -681154,                -25692,             62703960,,            -18750922,                277744,                 24698,                -58336,            -18506816,,                              0,                              0,            -14770000,            -21000000,               -429330,                  2470,             12551018,              1332291,            -22313551,                515745,             22399338,             15459993,             37859331,             37859331
