公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股份基礎給付酬勞成本,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分待出售非流動資產損失（利益）,　　　　 非金融資產減損迴轉利益,　　　　 未實現外幣兌換損失（利益）,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收帳款－關係人（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他應付款－關係人增加（減少）,　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 處分待出售非流動資產,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 長期應收租賃款減少,　　 其他非流動資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 償還長期借款,　　 應付租賃款減少,　　 其他非流動負債增加,　　 庫藏股票買回成本,　　 其他籌資活動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
3474,2016年01月01日至2016年09月30日,,             -1089626,             -1089626,,,             15404402,                 29768,                 -4250,                149680,                -80219,                 48871,               -111729,                -26781,                -11944,                 25067,             15422865,,,             -1816187,                504229,               -554608,                405287,                 -6039,             -1467318,,                236573,                 35548,               -997116,                 23409,                -47774,               -749360,             -2216678,             13206187,             12116561,                 73218,               -157377,                 -5622,             12026780,,             -7300000,              7304250,                 49254,            -22981486,                321505,                    938,                 18524,                -16300,            -22603315,,              3648100,                              0,               -740687,                 -1697,             -1854136,                224113,              1275693,                -60328,             -9361170,             24471449,             15110279,             15110279
3474,2015年01月01日至2015年09月30日,,             19944892,             19944892,,,             12157565,                 21873,                              0,                269249,               -165272,                135912,                -87275,                              0,                              0,               -444863,             11887189,,,              5124655,               -267500,             -1032980,               -483356,                 -4218,              3336601,,                295581,                -59900,                655197,                  2179,                 68189,                961246,              4297847,             16185036,             36129928,                155607,                -97718,                -15706,             36172111,,                              0,                              0,                              0,            -32842215,                317592,                 -2006,                 18523,                -53905,            -32562011,,              4755100,            -11000000,               -321997,                    437,                              0,                160460,             -6406000,                276103,             -2519797,             37859331,             35339534,             35339534
