公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 利息費用,　　　　 利息收入,　　　　 股份基礎給付酬勞成本,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 未實現外幣兌換損失（利益）,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收帳款－關係人（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他應付款－關係人增加（減少）,　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 長期應收租賃款減少,　　 其他非流動資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 償還長期借款,　　 應付租賃款減少,　　 其他非流動負債增加,　　 其他籌資活動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
3474,2016年01月01日至2016年03月31日,,             -1560638,             -1560638,,,              4869499,                  9849,                 37454,                -34497,                 39211,                -99436,                760151,              5582231,,,                 92903,                388091,               -275588,                121903,                 -2024,                325285,,                 -1537,                    409,                145867,                  8977,                -46624,                107092,                432377,              6014608,              4453970,                 31731,                -48989,                 -1563,              4435149,,            -10079947,                 88385,                    438,                  6175,                 -6800,             -9991749,,              2639600,                              0,               -107332,                    -15,                190177,              2722430,               -547139,             -3381309,             24471449,             21090140,             21090140
3474,2015年01月01日至2015年03月31日,,              8212302,              8212302,,,              3886048,                  5386,                109178,                -60548,                 47482,                -14887,                160279,              4132938,,,             -3887901,                313750,               -524180,               -424938,                 -2064,             -4525333,,                311394,                    647,               -254361,                 33236,                 36818,                127734,             -4397599,               -264661,              7947641,                 55507,                -48976,                 -5550,              7948622,,             -6673749,                 24032,                  2093,                  6174,                              0,             -6641450,,                              0,             -2000000,               -107332,                    292,                178749,             -1928291,               -156007,               -777126,             37859331,             37082205,             37082205
