公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 利息費用,　　　　 利息收入,　　　　 股份基礎給付酬勞成本,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分待出售非流動資產損失（利益）,　　　　 處分投資損失（利益）,　　　　 非金融資產減損迴轉利益,　　　　 未實現外幣兌換損失（利益）,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 其他應收款－關係人（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他應付款－關係人增加（減少）,　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 處分待出售非流動資產,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 長期應收租賃款減少,　　 其他非流動資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 償還長期借款,　　 應付租賃款減少,　　 其他非流動負債增加,　　 庫藏股票買回成本,　　 其他籌資活動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
3474,2016年01月01日至2016年06月30日,,             -2160026,             -2160026,,,             10075813,                 19767,                 72717,                -59051,                 61525,                -85909,                -26781,                   -903,                 -5972,                140779,             10191985,,,                 -1071,               -460967,                331610,                  3226,               -306872,                193203,                 -4010,               -244881,,                -14005,                 20276,                163320,                  3230,                -57463,                115358,               -129523,             10062462,              7902436,                 58159,               -102802,                 -4123,              7853670,,             -7300000,              2400585,                 49254,            -18477942,                250558,                    438,                 12349,                -12300,            -23077058,,              3910200,                              0,               -424008,                   -705,             -1854136,                201889,              1833240,                -78819,            -13468967,             24471449,             11002482,             11002482
3474,2015年01月01日至2015年06月30日,,             13400670,             13400670,,,              7940356,                 12529,                200350,               -117306,                 91697,                -66752,                              0,                              0,                              0,               -210053,              7850821,,,                    699,              4032223,                174338,                  1669,               -599724,               -479400,                 -4100,              3125705,,                 12171,                -31644,                238173,                 -1197,                 -4707,                212796,              3338501,             11189322,             24589992,                113597,                -84639,                -11305,             24607645,,                              0,                              0,                              0,            -15236975,                 71835,                  2093,                 12349,                -46906,            -15197604,,                              0,             -9000000,               -214665,                  1136,                              0,                153188,             -9060341,                 24578,                374278,             37859331,             38233609,             38233609
