公司代號,公司名稱,營業收入,營業支出,繼續營業單位稅前淨利(淨損),所得稅費用(利益),停業單位損益,非常損益,會計原則變動之累積影響數,合併總損益,合併淨損益,少數股權損益,基本每股盈餘,稀釋每股盈餘
"1712","興農",20829978,20643193,186785,7231,0,0,48343,227897,223030,4867,0.62,0.00
"1718","中纖",25009437,30969283,-5959846,-1023131,0,0,767,-4935948,-1120583,-3815365,-0.96,0.00
"2514","龍邦國際",61668424,60866676,801748,-61770,0,14461,262642,1140621,336715,803906,0.67,0.67
"2847","大眾銀行",20086667,25902485,-5815818,-908396,0,0,62660,-4844762,-4976506,131744,-2.72,-2.72
"2905","三商",48059093,47149616,909477,172358,0,0,174442,911561,755722,155839,1.54,0.00
"9902","台火",247155,262206,-15051,4757,0,0,0,-19808,-74052,54244,-0.84,0.00
