公司代號,公司名稱,營業收入,營業成本,營業毛利(毛損),營業費用,營業淨利(淨損),營業外收入及利益,營業外費用及損失,繼續營業單位稅前淨利(淨損),所得稅費用(利益),繼續營業單位淨利(淨損),停業單位損益,非常損益,會計原則變動累積影響數,合併總損益,合併淨損益,共同控制下前手權益損益,少數股權損益,基本每股盈餘
"1101","台泥",64942255,52501304,12440951,2408114,10032837,2546681,3285871,9293647,693090,8600557,0,0,39037,8639594,6877643,0,1761951,2.20
"1102","亞泥",31654424,26367593,5286831,1635067,3651764,5884890,1700047,7836607,779497,7057110,0,0,125076,7182186,7206555,0,-24369,2.85
"1103","嘉泥",10404714,8312470,2092244,1351458,740786,3588566,696446,3632906,353991,3278915,0,0,55686,3334601,2734749,0,599852,5.27
"1104","環球水泥",7269225,6656382,612843,691063,-78220,927458,337349,511889,99768,412121,0,0,274551,686672,634927,0,51745,1.25
"1108","幸福水泥",5772355,4945913,826442,353334,473108,45682,220240,298550,32347,266203,-81,0,0,266122,271168,0,-5046,0.67
"1109","信大水泥",2972797,2203180,769617,236459,533158,229328,190902,571584,148253,423331,0,0,241521,664852,642447,0,22405,1.50
"1110","東泥",1870411,1559840,310571,85549,225022,115883,215970,124935,56264,68671,0,0,-593,68078,67780,0,298,0.12
"1201","味全公司",18049880,12115650,5934230,5318702,615528,216306,366253,465581,20337,445244,0,0,-21719,423525,449430,0,-25905,0.89
"1203","味王公司",4568070,3655292,912778,808148,104630,74531,320614,-141453,7493,-148946,0,0,0,-148946,-138506,0,-10440,-0.67
"1210","大成長城",38906037,34817704,4088333,3244760,843573,816586,372316,1287843,201466,1086377,0,0,0,1086377,811318,0,275059,2.28
"1213","大飲",741998,631789,110209,119250,-9041,15687,5428,1218,2173,-955,0,0,0,-955,-955,0,0,-0.02
"1215","卜蜂企業",9671008,8701203,969805,785660,184145,44828,30223,198750,31123,167627,0,0,0,167627,157561,0,10066,0.68
"1216","統一",257666529,188928509,68738020,61165391,7572629,6844995,6056167,8361457,2428252,5933205,0,0,301343,6234548,3607081,0,2627467,1.08
"1217","愛之味",6238893,4047271,2191622,2256781,-65159,222883,480760,-323036,-71683,-251353,0,0,-250,-251603,-257080,0,5477,-0.70
"1218","泰山企業",10304391,7845385,2459006,2787555,-328411,340629,228656,-216438,13298,-229736,0,0,-26731,-256467,-80830,0,-175637,-0.85
"1219","福壽實業",5813312,5199470,613842,522845,90997,71945,42802,120140,35490,84650,0,0,1109,85759,95251,0,-9492,0.36
"1220","台榮",3051744,2821760,229984,228052,1932,92380,41505,52807,13499,39308,0,0,50916,90224,90363,0,-139,0.51
"1225","福懋油",6593358,6278552,314806,318100,-3702,32575,73410,-44537,-16731,-27806,0,0,-1613,-29419,-26272,0,-3147,-0.16
"1227","佳格",9175934,5642832,3533102,3150373,382729,130973,158920,354782,110086,244696,0,0,3321,248017,247712,0,305,0.78
"1229","聯華實業",4633475,4360002,273473,397042,-123569,1441072,152726,1164777,21681,1143096,0,0,2180,1145276,1200983,0,-55707,1.78
"1231","聯華食品",3399959,2504799,895160,862490,32670,86228,68052,50846,9864,40982,0,0,29,41011,47932,0,-6921,0.42
"1232","大統益",10707618,9833180,874438,416697,457741,71498,28200,501039,118883,382156,0,0,576,382732,382464,0,268,2.39
"1233","天仁",1725175,701057,1024118,861937,162181,13246,10028,165399,19679,145720,0,0,0,145720,144627,0,1093,1.71
"1234","黑松",3900565,2500765,1399800,1487517,-87717,470274,185918,196639,83112,113527,0,0,0,113527,113507,0,20,0.21
"1235","興泰",663001,582376,80625,76879,3746,31299,20341,14704,412,14292,0,0,0,14292,14224,0,68,0.36
"1236","宏亞食品",1837009,1229152,607857,518311,89546,22173,18206,93513,46215,47298,0,0,646,47944,47944,0,0,0.59
"1301","台塑",155323219,136599780,18723439,7605061,11101441,23545580,2537115,32109906,990889,31119017,0,0,-229701,30889316,30889316,0,0,5.40
"1303","南亞塑膠",276366161,228290924,48075237,14414186,33636161,28522889,4699428,57459622,6626921,50832701,0,0,-168157,50664544,47501265,0,3163279,6.23
"1304","台聚",43915688,39691119,4224569,3102927,1121642,1024247,938409,1207480,210776,996704,0,0,31851,1028555,595894,0,432661,0.82
"1305","華夏",11934116,10808556,1125560,1034414,91146,184792,200941,74997,22268,52729,0,0,3062,55791,63545,0,-7754,0.15
"1307","三芳化工",6445442,5052576,1392866,932866,460000,101778,111389,450389,12212,438177,0,0,0,438177,438177,0,0,1.75
"1308","亞聚",4549982,4188183,361799,180075,181724,316370,61368,436726,71883,364843,0,0,3363,368206,368206,0,0,1.41
"1309","台達化工",13727087,13065981,661106,562341,98765,236919,219400,116284,11151,105133,0,0,2543,107676,107676,0,0,0.40
"1310","台苯",18623624,17302121,1321503,924754,396749,259415,224825,431339,179030,252309,0,0,104,252413,292371,0,-39958,0.59
"1312","國喬石化",26882227,24200627,2681600,1254998,1426602,348607,643769,1131440,176268,955172,0,0,847,956019,894721,0,61298,1.49
"1313","聯成",24198817,21872399,2326418,965816,1360602,1434230,546427,2248405,456053,1792352,0,0,0,1792352,1747272,0,45080,2.36
"1314","中石化",36786866,33471529,3315337,1454382,1860955,1462065,1423792,1899228,181767,1717461,0,0,44413,1761874,1778323,0,-16449,1.05
"1315","達新工業",4620106,3799540,820566,638794,181772,246031,114978,312825,37059,275766,0,0,0,275766,276436,0,-670,1.25
"1316","上曜",1027380,855210,172170,124695,47475,56001,30345,73131,3148,69983,0,0,0,69983,42793,0,27190,0.61
"1319","東陽",14405361,11126163,3279198,2535430,743768,462519,585413,620874,57645,563229,0,0,-29063,534166,632061,0,-97895,1.58
"1321","大洋",5574505,5048365,526140,383112,143028,32977,742103,-566098,18906,-585004,0,0,559403,-25601,-24836,0,-765,-0.12
"1323","永裕",1850496,1465756,384740,271023,113717,42837,72742,83812,18902,64910,0,0,0,64910,47991,0,16919,0.64
"1324","地球工業",1165075,1039844,125231,165749,-40518,27393,2883,-16008,-5061,-10947,0,0,0,-10947,-10947,0,0,-0.14
"1325","恒大",914280,792245,122035,64651,57384,8209,3001,62592,35000,27592,0,0,0,27592,31697,0,-4105,0.36
"1326","台化",205131085,177308303,27822782,8689356,19133426,19114722,2663681,35584467,2254007,33330460,0,0,-93370,33237090,32478349,0,758741,5.88
"1402","遠東新",143434063,103164988,40269075,22124529,18145102,4695095,4435933,18404264,3385977,15018287,0,0,30509,15048796,8337183,0,6711613,1.92
"1409","新纖",27363605,26228657,1134948,1840936,-705988,1563445,761223,96234,-10459,106693,0,0,-3831,102862,152943,0,-50081,0.12
"1410","南染",560236,476954,83282,90705,-7423,37596,7918,22255,22616,-361,0,0,0,-361,297,0,-658,0.00
"1413","宏洲纖維",4185678,4285635,-99957,116643,-216600,46444,33068,-203224,13837,-217061,0,0,16292,-200769,-216429,0,15660,-0.77
"1416","廣豐",589504,496635,92869,231211,-138342,264919,45518,81059,2741,78318,-9524,0,0,68794,68305,0,489,0.15
"1417","嘉裕",1970403,1543552,426851,693680,-266829,307286,177774,-137317,24135,-161452,0,0,22444,-139008,-139644,0,636,-0.37
"1418","東華",3099328,3144257,-44929,206267,-251196,183073,122253,-190376,-7739,-182637,0,0,0,-182637,-182605,0,-32,-0.76
"1419","新紡",704413,525852,178561,195567,-17006,149728,56723,75999,-1675,77674,0,0,7164,84838,84838,0,0,0.30
"1432","大魯閣",2335361,2241595,93766,197337,-103571,68663,72668,-107576,32760,-140336,-81668,0,118255,-103749,-100254,0,-3495,-2.00
"1434","福懋興業",37908738,33464256,4444482,2433538,2010944,3179191,1113030,4077105,314521,3762584,0,0,-186075,3576509,3403894,0,172615,2.12
"1435","中福國際",80329,67346,12983,41421,-28438,131150,743444,-640732,-43,-640689,0,0,680,-640009,-592075,0,-47934,-5.30
"1436","華友聯",109815,93253,16562,68018,-51456,141783,9870,80457,196,80261,0,0,14636,94897,94897,0,0,0.32
"1437","勤益投控",2583998,2144457,439541,169026,270515,142763,103715,309563,-14338,323901,0,0,13092,336993,335279,0,1714,1.93
"1438","裕豐",37929,37787,142,24263,-24121,24420,40317,-40018,15152,-55170,0,0,0,-55170,-55170,0,0,-0.54
"1440","南紡",15466335,13933654,1532681,1077898,454783,685054,532291,607546,171300,436246,0,3052,2877,442175,451138,0,-8963,0.30
"1441","大東紡織",1702442,1544691,157751,134152,23599,44888,101698,-33211,-5082,-28129,0,0,29287,1158,1158,0,0,0.01
"1442","名軒",547349,353651,193698,55975,137723,23069,13167,147625,0,147625,0,0,9,147634,147634,0,0,1.03
"1443","立益紡織",3972659,3747326,225333,263924,-38591,87572,157410,-108429,3866,-112295,0,0,4298,-107997,-73144,0,-34853,-0.27
"1444","力麗",22959265,21649799,1309466,1030909,278557,713261,627403,364415,35197,329218,0,0,22728,351946,-5532,0,357478,0.51
"1445","大宇紡織",2111044,1978594,132450,176022,-43572,64919,32075,-10728,-653,-10075,0,0,-4956,-15031,-15046,0,15,-0.09
"1446","宏和",1684578,1417975,266603,384443,-117840,80984,67678,-104534,6424,-110958,0,0,1464,-109494,-109494,0,0,-0.49
"1447","力鵬",17110668,16105916,1004752,556355,448397,329600,249852,528145,-3537,531682,0,0,-4753,526929,526929,0,0,0.92
"1449","佳和實業",7904556,8062898,-158342,888860,-1047202,745092,410190,-712300,10629,-722929,0,0,20737,-702192,-551935,0,-150257,-1.82
"1451","年興紡織",14762706,13241805,1520901,891049,629852,1262919,225475,1667296,285956,1381340,0,0,-8918,1372422,1397584,0,-25162,2.34
"1452","宏益",1857617,1789886,67731,71550,-3819,114317,22050,88448,47777,40671,0,0,10465,51136,51136,0,0,0.35
"1453","大將",446495,415214,31281,39884,-8603,8230,62161,-62534,725,-63259,0,0,87,-63172,-63237,0,65,-1.80
"1454","台富",2179845,2065958,113887,158066,-44179,28501,27439,-43117,4066,-47183,0,0,0,-47183,-47183,0,0,-0.35
"1455","集盛",12156237,11595197,561040,376485,184555,238339,325883,97011,-88664,185675,0,0,0,185675,185676,0,-1,0.39
"1456","怡華",3054576,2872977,181599,258549,-76950,198988,223813,-101775,6402,-108177,0,0,0,-108177,-136478,0,28301,-0.51
"1457","宜進",5195976,5175091,20885,164726,-143841,106910,299160,-336091,7613,-343704,0,0,1050,-342654,-292939,0,-49715,-0.98
"1459","聯發紡織",3055649,2929904,125745,145347,-19602,162973,63317,80054,7656,72398,0,0,2294,74692,75967,0,-1275,0.23
"1460","宏遠",5792232,4978971,813261,809264,3997,272643,196393,80247,4770,75477,0,0,0,75477,75479,0,-2,0.16
"1463","強盛染整",1107876,997231,110645,142034,-31389,40969,72542,-62962,5594,-68556,0,0,0,-68556,-63714,0,-4842,0.00
"1464","得力實業",3162381,2778032,384349,443871,-59522,111710,62813,-10625,-1289,-9336,0,0,0,-9336,-30812,0,21476,-0.18
"1465","偉全實業",2266168,1951164,315004,183935,131069,64200,93891,101378,6817,94561,0,0,-493,94068,37230,0,56838,0.43
"1466","聚隆",3239922,2885525,354397,214896,139501,22519,72974,89046,-1874,90920,0,0,0,90920,90920,0,0,1.27
"1467","南緯實業",5798234,4588282,1209952,954280,255672,178429,58095,376006,130712,245294,0,0,0,245294,222409,0,22885,1.59
"1468","昶和纖維",1742713,1647348,95365,202001,-106636,29463,34021,-111194,-11707,-99487,0,0,0,-99487,-99730,0,243,-0.62
"1469","理隆纖維",710473,626007,84466,62080,22386,64685,35296,51775,1160,50615,0,0,1167,51782,51777,0,5,0.42
"1471","首利",5161797,4923505,238292,313582,-75290,55633,112491,-132148,-2597,-129551,0,0,0,-129551,-129551,0,0,-0.91
"1472","三洋紡",1378161,1323007,55154,81241,-26087,37152,99962,-88897,3331,-92228,-11841,0,897,-103172,-98642,0,-4530,-1.22
"1473","台南企業",8984849,6904975,2079874,1311699,768175,200369,94654,873890,148648,725242,0,0,0,725242,699087,0,26155,5.50
"1474","弘裕",3544519,3246477,298042,209168,88874,82150,47318,123706,35071,88635,0,0,0,88635,88581,0,54,0.00
"1475","本盟光電",1027366,1087989,-60623,131473,-192096,50227,72335,-214204,-786,-213418,0,0,0,-213418,-154997,0,-58421,-3.57
"1476","儒鴻",5798954,4576852,1222102,765125,456977,95747,115869,436855,109063,327792,0,0,490,328282,334541,0,-6259,2.33
"1477","聚陽實業",12555731,10007759,2547972,1341782,1206190,67059,136276,1136973,316425,820548,0,0,0,820548,820909,0,-361,6.66
"1503","士電",16090201,13007703,3082498,1992579,1089919,397165,331513,1155571,260514,895057,0,0,0,895057,866727,0,28330,1.66
"1504","東元電機",40982179,32431496,8550683,6737568,1808432,3355372,2441610,2722194,480227,2241967,0,0,93672,2335639,2310066,0,25573,1.26
"1506","正道",1248475,1000090,248385,250459,-2074,88167,120417,-34324,32186,-66510,0,0,7369,-59141,-55104,0,-4037,-0.54
"1507","永大機電",8143108,5966585,2176523,1500587,675936,184932,92469,768399,145037,623362,0,0,38642,662004,562206,0,99798,1.37
"1512","瑞利",3915849,3337417,578432,543725,34707,132449,66933,100223,25027,75196,0,0,0,75196,71589,0,3607,0.46
"1513","中興電",10991202,8675483,2315719,1382414,933305,313385,176347,1070343,239509,830834,0,0,5296,836130,844867,0,-8737,1.95
"1514","亞力電機",3610994,3040069,570925,509705,61220,39791,52127,48884,151,48733,0,0,-504,48229,57363,0,-9134,0.30
"1515","力山",5324231,4341800,982431,1088763,-104328,256873,154533,-1988,20324,-22312,0,0,16297,-6015,28119,0,-34134,0.12
"1516","川飛",789302,725550,63752,132164,-68412,131288,59781,3095,-5986,9081,0,0,0,9081,9081,0,0,0.10
"1517","利奇機械",2679683,2377165,302518,266701,35817,244573,5571,274819,40280,234539,0,0,-6340,228199,215068,0,13131,0.94
"1519","華城電機",5292231,4459966,832265,463087,369178,90413,178625,280966,60647,220319,0,0,-212,220107,221201,0,-1094,1.09
"1521","大億",3312819,2850685,462134,382565,77747,73181,28022,122906,3194,119712,0,0,0,119712,119712,0,0,1.57
"1522","堤維西",9390688,7872769,1517919,1451246,55317,194133,316615,-67165,44755,-111920,0,0,-1049,-112969,83406,0,-196375,0.34
"1523","臺灣開億",5071008,4428185,642823,610863,31960,195657,145999,81618,-45818,127436,0,0,19348,146784,162808,0,-16024,1.03
"1524","耿鼎企業",2867304,2335300,532004,390895,141109,41337,36960,145486,22007,123479,0,0,-10074,113405,113405,0,0,0.77
"1525","江申工業",1379325,1229102,150223,119134,31089,104186,3046,132229,12415,119814,0,0,6424,126238,126238,0,0,2.38
"1526","日馳",446531,414758,31773,90631,-58858,58459,58859,-59258,-6283,-52975,0,0,0,-52975,-52975,0,0,-0.91
"1527","鑽全",3419080,2136739,1282341,297226,985115,175617,103359,1057373,255867,801506,0,0,-81113,720393,720393,0,0,3.88
"1528","恩德",3343271,2505236,838035,580113,257922,45615,45506,258031,47384,210647,0,0,0,210647,213297,0,-2650,2.26
"1529","樂士",1564373,1448562,115811,81491,34320,13690,68041,-20031,1797,-21828,0,0,0,-21828,-21845,0,17,-0.24
"1530","亞崴機電",3314298,2284257,1030041,471452,558589,29787,10514,577862,140246,437616,0,0,0,437616,437592,0,24,6.79
"1531","高林股",4131091,2875094,1255997,598185,657812,214688,192227,680273,186066,494207,0,0,0,494207,423123,0,71084,2.50
"1532","勤美",12557767,10536088,2021679,1019845,1001834,617478,1247545,371767,137241,234526,0,0,-4026,230500,762583,0,-532083,3.81
"1533","車王電",2874419,1910375,964044,592533,371511,144895,119537,396869,106411,290458,0,0,126,290584,290584,0,0,3.02
"1535","中宇",3137746,2789773,347973,177573,170400,68927,18709,220618,48831,171787,0,0,18865,190652,190652,0,0,2.11
"1536","和大工業",2578598,1842233,736365,413586,322779,73289,100360,295708,65968,229740,0,0,799,230539,238511,0,-7972,2.41
"1537","廣隆光電",1846711,1489613,357098,233841,123257,11211,11309,123159,34504,88655,0,0,151,88806,88806,0,0,1.35
"1538","正峰新",5686042,4520765,1165277,1141230,24047,96106,187912,-67759,31832,-99591,0,0,44,-99547,-99952,0,405,-0.78
"1539","巨庭機械",1921517,1745568,175949,155809,20140,28104,29067,19177,8232,10945,0,0,0,10945,10945,0,0,0.17
"1540","喬福機械",1538356,1116016,422340,143185,279155,31299,14854,295600,69077,226523,0,0,1628,228151,228147,0,4,3.97
"1558","伸興",2712243,2181958,530285,286363,243922,20597,17616,246903,28148,218755,0,0,366,219121,218984,0,137,6.20
"1568","倉佑",792726,603957,188769,210735,-21966,55826,60931,-27071,14382,-41453,0,0,0,-41453,-37037,0,-4416,-0.60
"1582","信錦",2350778,1695472,655306,231309,423997,13129,16271,420855,84053,336802,0,0,0,336802,329910,0,6892,10.71
"1583","程泰",5415625,3796754,1618871,698586,920285,102400,52027,970658,245602,725056,0,0,0,725056,389447,0,335609,5.74
"1603","華電",2864551,2558394,306157,171413,134744,50942,118314,67372,8378,58994,0,0,-104,58890,58853,0,37,0.21
"1604","聲寶",19187069,17452496,1734573,3173500,-1438927,332847,3240533,-4346613,53360,-4399973,0,0,-41632,-4441605,-4102407,0,-339198,-4.92
"1605","華新",123390884,113259187,10131697,3248813,6882884,4678583,2069066,9492401,949857,8542544,0,0,543930,9086474,8496471,0,590003,2.67
"1608","華榮",21827105,20064804,1762301,403447,1358854,548706,1144578,762982,309365,453617,0,0,319710,773327,358058,0,415269,0.60
"1609","大亞電線",24508755,22994924,1513831,793053,720778,464960,463023,722715,127526,595189,0,0,0,595189,409009,0,186180,0.88
"1611","中電",3153591,2358455,795136,686410,108726,612677,64079,657324,30989,626335,0,0,14152,640487,644432,0,-3945,1.69
"1612","宏泰",7291193,6558487,732706,247748,484958,281956,125444,641470,149485,491985,0,0,149218,641203,637498,0,3705,1.93
"1613","台一",34565389,33661836,903553,434885,468668,346291,641085,173874,31359,142515,0,26123,0,168638,-100702,0,269340,0.84
"1614","三洋電",7279876,5291808,1988068,1507670,480398,273371,172262,581507,97006,484501,0,0,-41491,443010,437087,0,5923,1.45
"1616","億泰",7368496,6825448,543048,226862,316186,35830,181088,170928,41703,129225,0,0,731,129956,129956,0,0,0.93
"1617","榮星電線",7705909,7244092,461817,299434,162383,49430,110087,101726,14037,87689,0,0,3971,91660,91823,0,-163,0.81
"1618","合機公司",4661705,4279667,382038,173194,208844,43842,64751,187935,34604,153331,0,0,0,153331,139485,0,13846,0.63
"1701","中化",3605925,2351292,1254633,964389,290244,95735,150317,235662,-8026,243688,0,0,-59,243629,243323,0,306,0.85
"1702","南僑化工",5539637,3797704,1741933,1661696,80237,97038,224430,-47155,29115,-76270,0,0,0,-76270,-141475,0,65205,-0.58
"1704","榮化",37935116,34319552,3615564,1741543,1874021,3128474,769346,4233149,960043,3273106,0,0,-18287,3254819,1613859,0,1640960,6.29
"1707","葡萄王",1489681,915380,574301,332821,241480,70721,34333,277868,67292,210576,0,0,0,210576,150422,0,60154,1.52
