公司代號,公司名稱,收入,費用,繼續營業單位稅前淨利(淨損),所得稅費用(利益),繼續營業單位稅後淨利(淨損),停業單位損益,列計非常損益及會計原則變動累積影響數前損益,非常損益,會計原則變動之累積影響數,合併總損益,合併淨損益,少數股權損益,每股盈餘
"2855","統一證券",6662524,4125237,2537287,375337,2161950,0,2161950,0,0,2167186,2161468,5718,1.91
"2856","元富證券",8546343,7464656,1081687,357543,724144,0,724144,0,0,747844,0,0,0.56
"6005","群益證",6790973,4712836,2078137,632486,1445651,0,1445651,0,0,1481572,0,2681,1.05
"6012","金鼎證券",4222547,4418297,-195750,618077,-813827,0,-813827,0,0,-770311,-767206,-3105,-0.74
