公司代號,公司名稱,利息收入,減：利息費用,利息淨收益,利息以外淨收益,淨收益,呆帳費用,收回(提存)各項保險責任準備淨額,營業費用,繼續營業單位稅前合併淨利(淨損),所得稅(費用)利益,繼續營業單位稅後合併淨利(淨損),停業單位損益,非常損益(稅後),會計原則變動之累積影響數(稅後),合併總損益,合併總損益歸屬予_母公司股東,合併總損益歸屬予_少數股權,基本每股盈餘,稀釋每股盈餘
"2880","華南金",27435269,9913098,17522171,14608005,32130176,7345743,-185042,17827875,6771516,-690171,6081345,0,0,0,6081345,6081316,29,0.92,0.00
"2881","富邦金",62557670,9326064,53231606,443897781,497129387,1059460,-433607126,39315815,23146986,-2428016,20718970,0,0,0,20718970,19905129,813841,2.33,2.33
"2882","國泰金",102405387,9670068,92735319,251257111,343992430,0,-284463658,56937770,2591002,1717242,4308244,0,0,0,4308244,4600585,-292341,0.42,0.00
"2883","開發金",3233806,1787376,1446430,13078858,14525288,-157716,0,5871630,8811374,-156700,8654674,0,0,0,8654674,8553756,100918,0.80,0.00
"2884","玉山金控",17618273,6167303,11450970,5964391,17415361,2732257,0,10210948,4472156,-549084,3923072,0,0,0,3923072,3923072,0,1.04,1.04
"2885","元大金",10452420,2341573,8110847,17438037,25548884,-130813,0,15815353,9864344,-1628705,8235639,0,0,0,8235639,8159906,75733,1.01,1.00
"2886","兆豐金",36120844,11057015,25063829,16913011,41976840,2233788,-110318,20993042,18639692,-3490074,15149618,0,0,0,15149618,15110720,38898,1.37,1.37
"2887","台新金控",38865514,14422242,24443272,28819590,53262862,5965444,0,27229762,20067656,-6152329,13915327,0,0,0,13915327,7723106,6192221,1.06,1.06
"2888","新光金",53019114,2987932,50031182,72582502,122613684,1702814,-94157888,22080536,4672446,-989689,3682757,0,0,0,3682757,2542911,1139846,0.32,0.32
"2889","國票金控",2545829,644822,1901007,4000456,5901463,3751,0,2967754,2929958,-533258,2396700,0,0,0,2396700,2195392,201308,0.97,0.00
"2890","永豐金控",21932606,7278072,14654534,11362707,26017241,5055966,0,15582499,5378776,-269440,5109336,0,0,0,5109336,5109336,0,0.73,0.72
"2891","中信金",34967421,10290826,24676595,27874268,52550863,1863097,0,33357765,17330001,-3188311,14141690,0,0,0,14141690,14133988,7702,1.32,0.00
"2892","第一金控",29082481,9500076,19582405,13373135,32955540,5491496,-1889308,16587626,8987110,-2025247,6961863,0,0,0,6961863,7031996,-70133,1.09,0.00
