年季,公司代號,公司名稱,營業收入,營業成本,營業毛利（毛損）,營業費用,營業利益（損失）,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,其他綜合損益（淨額）,會計原則變動累積影響數,本期綜合損益總額,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,營業外收入及支出,利息收入,減：利息費用,利息淨收益,利息以外淨收益,淨收益,呆帳費用,收回(提存)各項保險責任準備淨額,會計原則變動之累積影響數,稀釋每股盈餘,換算匯率,換算匯率參考依據
2006/03,1605.0,華新,86090308.0,78102800.0,7987508.0,2357386.0,5630122.0,8097535.0,825127.0,7272408.0,0.0,0.0,543930.0,7816338.0,7126435.0,0.0,689903.0,2.24,2467413.0,,,,,,,,,,,
2006/03,2308.0,台達電,76406347.0,59703869.0,16702478.0,7151790.0,9550688.0,10705568.0,1210940.0,9494628.0,0.0,0.0,27822.0,9522450.0,8905853.0,0.0,616597.0,4.52,1154880.0,,,,,,,,,,,
2006/03,2880.0,華南金,,,,13556499.0,,6463307.0,1660807.0,4802500.0,0.0,0.0,,6084655.0,6083899.0,,756.0,1.02,,35840339.0,18167930.0,17672409.0,5960554.0,23632963.0,3595875.0,-17282.0,1282155.0,0.0,,
2006/03,2881.0,富邦金,,,,18358198.0,,5798155.0,937357.0,4860798.0,0.0,0.0,,5642458.0,5388344.0,,254114.0,0.7,,46140611.0,23807163.0,22333448.0,74018475.0,96351923.0,13507346.0,-58688224.0,781660.0,0.0,,
2006/03,2882.0,國泰金,,,,38619608.0,,9420488.0,-526659.0,9947147.0,0.0,0.0,,13196470.0,13069341.0,,127129.0,1.47,,80138534.0,14532727.0,65605807.0,109694934.0,175300741.0,13640134.0,-113620511.0,3249323.0,0.0,,
2006/03,2883.0,開發金,,,,5040749.0,,12481224.0,613300.0,11867924.0,0.0,0.0,,12539040.0,12673052.0,,-134012.0,1.15,,3786642.0,2080114.0,1706528.0,15313276.0,17019804.0,-502169.0,0.0,671116.0,0.0,,
2006/03,2884.0,玉山金控,,,,5939417.0,,-464901.0,-207356.0,-257545.0,0.0,0.0,,-185519.0,-185444.0,,-75.0,-0.06,,15571187.0,8210497.0,7360690.0,227461.0,7588151.0,2113635.0,0.0,72026.0,0.0,,
2006/03,2885.0,元大金,,,,5730183.0,,-395943.0,533759.0,-929702.0,0.0,0.0,,-764114.0,-764439.0,,325.0,-0.24,,10004290.0,4308156.0,5696134.0,1533684.0,7229818.0,1895578.0,0.0,165588.0,0.0,,
2006/03,2886.0,兆豐金,,,,14562500.0,,15465595.0,2274364.0,13191231.0,0.0,0.0,,14339334.0,14797566.0,,-458232.0,1.3,,49969202.0,31521122.0,18448080.0,16184772.0,34632852.0,4362861.0,-241896.0,1148103.0,0.0,,
2006/03,2887.0,台新金控,,,,23512181.0,,2087270.0,557643.0,1529627.0,0.0,0.0,,2272336.0,-4284501.0,,6556837.0,-0.91,,62072784.0,26773224.0,35299560.0,14143296.0,49442856.0,23843405.0,0.0,742709.0,0.0,,
