年季,公司代號,公司名稱,營業收入,營業成本,營業毛利（毛損）,營業費用,營業利益（損失）,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,其他綜合損益（淨額）,會計原則變動累積影響數,本期綜合損益總額,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,營業外收入及支出,利息淨收益,利息以外淨收益,呆帳費用,會計原則變動之累積影響數,稀釋每股盈餘,利息收入,減：利息費用,淨收益,收回(提存)各項保險責任準備淨額,收入,費用,列計非常損益及會計原則變動累積影響數前損益,營業支出,換算匯率,換算匯率參考依據
2007/02,1101.0,台泥,36001312.0,28222275.0,7779037.0,1314720.0,6464317.0,5936567.0,827518.0,5109049.0,0.0,0.0,0.0,5109049.0,3787943.0,0.0,1321106.0,1.17,-527750.0,,,,,,,,,,,,,,,
2007/02,1102.0,亞泥,16776505.0,13943664.0,2832841.0,795221.0,2037620.0,5460173.0,351177.0,5108996.0,0.0,0.0,0.0,5108996.0,5101261.0,0.0,7735.0,2.01,3422553.0,,,,,,,,,,,,,,,
2007/02,1103.0,嘉泥,5124568.0,4255662.0,868906.0,481391.0,387515.0,676554.0,400865.0,275689.0,0.0,0.0,0.0,275689.0,196870.0,0.0,78819.0,0.36,289039.0,,,,,,,,,,,,,,,
2007/02,1104.0,環球水泥,3901235.0,3572613.0,328622.0,372835.0,-44213.0,134747.0,36443.0,98304.0,0.0,0.0,0.0,98304.0,77364.0,0.0,20940.0,0.14,178960.0,,,,,,,,,,,,,,,
2007/02,1108.0,幸福水泥,2498798.0,2181285.0,317513.0,172788.0,144725.0,95734.0,29075.0,66659.0,0.0,0.0,0.0,66659.0,60399.0,0.0,6260.0,0.15,-48991.0,,,,,,,,,,,,,,,
2007/02,1109.0,信大水泥,1254592.0,970757.0,283835.0,108443.0,175392.0,218066.0,69768.0,148298.0,0.0,0.0,0.0,148298.0,138184.0,0.0,10114.0,0.32,42674.0,,,,,,,,,,,,,,,
2007/02,1110.0,東泥,960911.0,850432.0,110479.0,43650.0,66829.0,105189.0,10906.0,94283.0,0.0,0.0,0.0,94283.0,94198.0,0.0,85.0,0.16,38360.0,,,,,,,,,,,,,,,
2007/02,1201.0,味全公司,8612368.0,5660615.0,2951753.0,2673862.0,277891.0,189877.0,23568.0,166309.0,0.0,0.0,0.0,166309.0,186698.0,0.0,-20389.0,0.37,-88014.0,,,,,,,,,,,,,,,
2007/02,1203.0,味王公司,2512709.0,2061981.0,450728.0,419748.0,30980.0,20054.0,13668.0,6386.0,0.0,0.0,0.0,6386.0,5578.0,0.0,808.0,0.03,-10926.0,,,,,,,,,,,,,,,
2007/02,1210.0,大成長城,24069159.0,21602829.0,2466330.0,1858571.0,607759.0,743112.0,68110.0,675002.0,0.0,0.0,0.0,675002.0,434047.0,0.0,240955.0,1.15,135353.0,,,,,,,,,,,,,,,
2007/02,1213.0,大飲,337591.0,284091.0,53500.0,53736.0,-236.0,4958.0,1722.0,3236.0,0.0,0.0,0.0,3236.0,3236.0,0.0,0.0,0.06,5194.0,,,,,,,,,,,,,,,
2007/02,1215.0,卜蜂企業,5736608.0,5131701.0,604907.0,418098.0,186809.0,156124.0,30831.0,125293.0,0.0,0.0,0.0,125293.0,125506.0,0.0,-213.0,0.54,-30685.0,,,,,,,,,,,,,,,
2007/02,1216.0,統一,145023429.0,105479536.0,39543893.0,33883609.0,5660284.0,8583491.0,1017092.0,7566399.0,0.0,0.0,0.0,7566399.0,4976436.0,0.0,2589963.0,1.4,2923207.0,,,,,,,,,,,,,,,
2007/02,1217.0,愛之味,2498320.0,1675222.0,823098.0,951427.0,-128329.0,-35166.0,-59290.0,24124.0,0.0,0.0,0.0,24124.0,43479.0,0.0,-19355.0,0.12,93163.0,,,,,,,,,,,,,,,
2007/02,1218.0,泰山企業,5203409.0,4038125.0,1165284.0,1234705.0,-69265.0,-96633.0,15873.0,-112506.0,0.0,0.0,0.0,-112506.0,-67417.0,0.0,-45089.0,-0.22,-27368.0,,,,,,,,,,,,,,,
2007/02,1219.0,福壽實業,3385597.0,3080104.0,305493.0,260811.0,44682.0,50538.0,16004.0,34534.0,0.0,0.0,0.0,34534.0,36304.0,0.0,-1770.0,0.14,5856.0,,,,,,,,,,,,,,,
2007/02,1220.0,台榮,1591095.0,1482190.0,108905.0,106932.0,1973.0,-37662.0,-917.0,-36745.0,0.0,0.0,0.0,-36745.0,-44229.0,0.0,7484.0,-0.25,-39635.0,,,,,,,,,,,,,,,
2007/02,1225.0,福懋油,4175433.0,4001764.0,173669.0,144639.0,29310.0,10370.0,1278.0,9092.0,0.0,0.0,0.0,9092.0,11371.0,0.0,-2279.0,0.07,-18940.0,,,,,,,,,,,,,,,
2007/02,1227.0,佳格,5120902.0,3172769.0,1948133.0,1646028.0,302105.0,283480.0,75610.0,207870.0,0.0,0.0,0.0,207870.0,204623.0,0.0,3247.0,0.64,-18625.0,,,,,,,,,,,,,,,
2007/02,1229.0,聯華實業,2471783.0,2434763.0,37020.0,196043.0,-159023.0,680180.0,18545.0,661635.0,0.0,0.0,0.0,661635.0,730323.0,0.0,-68688.0,1.03,839203.0,,,,,,,,,,,,,,,
2007/02,1231.0,聯華食品,1798451.0,1302824.0,495627.0,441417.0,54210.0,46508.0,13198.0,33310.0,0.0,0.0,0.0,33310.0,36411.0,0.0,-3101.0,0.32,-7702.0,,,,,,,,,,,,,,,
2007/02,1232.0,大統益,6318029.0,5845909.0,472120.0,221823.0,250297.0,259022.0,64123.0,194899.0,0.0,0.0,0.0,194899.0,193495.0,0.0,1404.0,1.21,8725.0,,,,,,,,,,,,,,,
2007/02,1233.0,天仁,905836.0,368189.0,537647.0,448191.0,89456.0,82688.0,13295.0,69393.0,0.0,0.0,0.0,69393.0,68725.0,0.0,668.0,0.81,-6768.0,,,,,,,,,,,,,,,
