年季,公司代號,公司名稱,營業收入,營業成本,營業毛利（毛損）,營業費用,營業利益（損失）,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,其他綜合損益（淨額）,會計原則變動累積影響數,本期綜合損益總額,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,營業外收入及支出,利息淨收益,利息以外淨收益,呆帳費用,會計原則變動之累積影響數,稀釋每股盈餘,利息收入,減：利息費用,淨收益,收回(提存)各項保險責任準備淨額,收入,費用,列計非常損益及會計原則變動累積影響數前損益,營業支出,換算匯率,換算匯率參考依據
2012/02,1101.0,台泥,57200886.0,49619495.0,7581391.0,2218827.0,5362564.0,5723494.0,813957.0,4909537.0,0.0,0.0,0.0,4909537.0,3934290.0,0.0,975247.0,1.07,360930.0,,,,,,,,,,,,,,,
2012/02,1102.0,亞泥,30093890.0,27551489.0,2542401.0,997642.0,1543750.0,4641404.0,344206.0,4297198.0,0.0,0.0,0.0,4297198.0,4088766.0,0.0,208432.0,1.27,3097654.0,,,,,,,,,,,,,,,
2012/02,1103.0,嘉泥,2338591.0,2223990.0,114601.0,225564.0,-110963.0,35254.0,16691.0,18563.0,0.0,0.0,0.0,18563.0,11361.0,0.0,7202.0,0.02,146217.0,,,,,,,,,,,,,,,
2012/02,1104.0,環球水泥,2286817.0,2104692.0,182125.0,191875.0,-9750.0,415976.0,2558.0,413418.0,0.0,0.0,0.0,413418.0,410381.0,0.0,3037.0,0.68,425726.0,,,,,,,,,,,,,,,
2012/02,1108.0,幸福水泥,2000980.0,1841719.0,159261.0,158958.0,303.0,160749.0,21641.0,139108.0,0.0,0.0,0.0,139108.0,139782.0,0.0,-674.0,0.35,160446.0,,,,,,,,,,,,,,,
2012/02,1109.0,信大水泥,1747068.0,1589604.0,157464.0,125117.0,32347.0,20290.0,11366.0,8924.0,0.0,0.0,0.0,8924.0,26368.0,0.0,-17444.0,0.06,-12057.0,,,,,,,,,,,,,,,
2012/02,1110.0,東泥,724865.0,658138.0,66727.0,32365.0,34362.0,115055.0,17156.0,97899.0,0.0,0.0,0.0,97899.0,97536.0,0.0,363.0,0.17,80693.0,,,,,,,,,,,,,,,
2012/02,1201.0,味全公司,13829970.0,8670601.0,5159369.0,4530172.0,629197.0,591495.0,233627.0,357868.0,0.0,0.0,0.0,357868.0,423714.0,0.0,-65846.0,0.84,-37702.0,,,,,,,,,,,,,,,
2012/02,1203.0,味王公司,3124054.0,2555401.0,568653.0,406680.0,161973.0,81076.0,26937.0,54139.0,0.0,0.0,0.0,54139.0,39154.0,0.0,14985.0,0.16,-80897.0,,,,,,,,,,,,,,,
2012/02,1210.0,大成長城,42134431.0,38574973.0,3559458.0,2894628.0,664830.0,763650.0,126282.0,637368.0,0.0,0.0,0.0,637368.0,342888.0,0.0,294480.0,0.71,98820.0,,,,,,,,,,,,,,,
2012/02,1213.0,大飲,336554.0,293817.0,42737.0,37726.0,5011.0,2517.0,-36.0,2553.0,0.0,0.0,0.0,2553.0,2553.0,0.0,0.0,0.05,-2494.0,,,,,,,,,,,,,,,
2012/02,1215.0,卜蜂企業,8333822.0,7768926.0,564896.0,530395.0,34501.0,71282.0,24733.0,46549.0,0.0,0.0,0.0,46549.0,47604.0,0.0,-1055.0,0.21,36781.0,,,,,,,,,,,,,,,
2012/02,1216.0,統一,208408158.0,145771717.0,62636441.0,53016985.0,9619456.0,11205222.0,2127760.0,9077462.0,0.0,0.0,0.0,9077462.0,6232909.0,0.0,2844553.0,1.28,1585766.0,,,,,,,,,,,,,,,
2012/02,1217.0,愛之味,2019319.0,1295098.0,724221.0,703518.0,20703.0,32350.0,16977.0,15373.0,0.0,0.0,0.0,15373.0,11901.0,0.0,3472.0,0.02,11647.0,,,,,,,,,,,,,,,
2012/02,1218.0,泰山企業,4855178.0,4150307.0,704871.0,802634.0,-97869.0,-15348.0,7398.0,-22746.0,0.0,0.0,0.0,-22746.0,-24194.0,0.0,1448.0,-0.07,82521.0,,,,,,,,,,,,,,,
2012/02,1219.0,福壽實業,4849265.0,4609951.0,239314.0,250756.0,-11442.0,13750.0,29289.0,-15539.0,0.0,0.0,0.0,-15539.0,-13838.0,0.0,-1701.0,-0.05,25192.0,,,,,,,,,,,,,,,
2012/02,1220.0,台榮,1823594.0,1665863.0,157731.0,95878.0,61853.0,75023.0,8958.0,66065.0,0.0,0.0,0.0,66065.0,59545.0,0.0,6520.0,0.34,13170.0,,,,,,,,,,,,,,,
2012/02,1225.0,福懋油,6861710.0,6606231.0,255479.0,231785.0,23351.0,3037.0,317.0,2720.0,0.0,0.0,0.0,2720.0,8376.0,0.0,-5656.0,0.04,-20314.0,,,,,,,,,,,,,,,
2012/02,1227.0,佳格,9372520.0,5904290.0,3468230.0,2373389.0,1094841.0,1257198.0,248135.0,1009063.0,0.0,0.0,0.0,1009063.0,1005341.0,0.0,3722.0,1.76,162357.0,,,,,,,,,,,,,,,
2012/02,1229.0,聯華實業,2494611.0,2245804.0,248807.0,169121.0,79686.0,901600.0,62120.0,839480.0,0.0,0.0,0.0,839480.0,845464.0,0.0,-5984.0,1.0,821914.0,,,,,,,,,,,,,,,
2012/02,1231.0,聯華食品,2571541.0,1840983.0,730558.0,520399.0,210159.0,226960.0,53101.0,173859.0,0.0,0.0,0.0,173859.0,174993.0,0.0,-1134.0,1.43,16801.0,,,,,,,,,,,,,,,
2012/02,1232.0,大統益,8712067.0,8147175.0,564892.0,219528.0,345364.0,353293.0,61228.0,292065.0,0.0,0.0,0.0,292065.0,289694.0,0.0,2371.0,1.81,7929.0,,,,,,,,,,,,,,,
2012/02,1233.0,天仁,1026905.0,413436.0,613469.0,469651.0,143818.0,162589.0,29638.0,132951.0,0.0,0.0,0.0,132951.0,132084.0,0.0,867.0,1.46,18771.0,,,,,,,,,,,,,,,
2012/02,1234.0,黑松,3177371.0,2387810.0,789561.0,774921.0,14640.0,224895.0,63570.0,161325.0,0.0,0.0,0.0,161325.0,161325.0,0.0,0.0,0.3,210255.0,,,,,,,,,,,,,,,
2012/02,1235.0,興泰,166281.0,157650.0,8631.0,18616.0,-9985.0,-37196.0,905.0,-38101.0,0.0,0.0,0.0,-38101.0,-36805.0,0.0,-1296.0,-0.68,-27211.0,,,,,,,,,,,,,,,
2012/02,1236.0,宏亞食品,942908.0,732782.0,210126.0,246126.0,-36000.0,-38034.0,6547.0,-44581.0,0.0,0.0,0.0,-44581.0,-44581.0,0.0,0.0,-0.41,-2034.0,,,,,,,,,,,,,,,
2012/02,1301.0,台塑,99687016.0,90575527.0,9111489.0,5161397.0,3950092.0,5751190.0,2091415.0,3659775.0,0.0,0.0,0.0,3659775.0,3659775.0,0.0,0.0,0.6,1801098.0,,,,,,,,,,,,,,,
2012/02,1303.0,南亞塑膠,153453679.0,137614618.0,15839061.0,8463563.0,7425536.0,372296.0,2327785.0,-1955489.0,0.0,0.0,0.0,-1955489.0,-1910104.0,0.0,-45385.0,-0.24,-7053240.0,,,,,,,,,,,,,,,
2012/02,1304.0,台聚,27576967.0,24392312.0,3184655.0,1619194.0,1565461.0,2387549.0,428597.0,1958952.0,-19737.0,0.0,0.0,1939215.0,1338733.0,0.0,600482.0,1.29,822088.0,,,,,,,,,,,,,,,
2012/02,1305.0,華夏,7142897.0,6106724.0,1036173.0,491949.0,544224.0,576352.0,30736.0,545616.0,-19736.0,0.0,0.0,525880.0,450420.0,0.0,75460.0,1.06,32128.0,,,,,,,,,,,,,,,
