年季,公司代號,公司名稱,營業收入,營業成本,營業毛利（毛損）,營業費用,營業利益（損失）,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,其他綜合損益（淨額）,會計原則變動累積影響數,本期綜合損益總額,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,營業外收入及支出,利息淨收益,利息以外淨收益,呆帳費用,會計原則變動之累積影響數,稀釋每股盈餘,利息收入,減：利息費用,淨收益,收回(提存)各項保險責任準備淨額,收入,費用,列計非常損益及會計原則變動累積影響數前損益,營業支出,換算匯率,換算匯率參考依據
2010/03,1101.0,台泥,76366989.0,63538384.0,12828605.0,2708884.0,10119721.0,9679617.0,944399.0,8735218.0,0.0,0.0,0.0,8735218.0,5395956.0,0.0,3339262.0,1.64,-440104.0,,,,,,,,,,,,,,,
2010/03,1102.0,亞泥,36792929.0,32708111.0,4084818.0,2034050.0,2050768.0,5638169.0,262509.0,5375660.0,0.0,0.0,0.0,5375660.0,5234328.0,0.0,141332.0,1.7,3587401.0,,,,,,,,,,,,,,,
2010/03,1103.0,嘉泥,3219582.0,2937017.0,282565.0,365246.0,-82681.0,211856.0,-4636.0,216492.0,0.0,0.0,0.0,216492.0,180298.0,0.0,36194.0,0.31,294537.0,,,,,,,,,,,,,,,
2010/03,1104.0,環球水泥,3090813.0,2824213.0,266600.0,319556.0,-52956.0,1090297.0,14991.0,1075306.0,-64650.0,0.0,0.0,1010656.0,991331.0,0.0,19325.0,1.64,1143253.0,,,,,,,,,,,,,,,
2010/03,1108.0,幸福水泥,2538417.0,2429058.0,109359.0,228756.0,-119397.0,-158266.0,-12544.0,-145722.0,0.0,0.0,0.0,-145722.0,-149152.0,0.0,3430.0,-0.37,-38869.0,,,,,,,,,,,,,,,
2010/03,1109.0,信大水泥,1333466.0,1210826.0,122640.0,156736.0,-34096.0,16871.0,16432.0,439.0,0.0,0.0,0.0,439.0,-10104.0,0.0,10543.0,-0.02,50967.0,,,,,,,,,,,,,,,
2010/03,1110.0,東泥,1076836.0,977004.0,99832.0,43328.0,56504.0,104747.0,-203.0,104950.0,0.0,0.0,0.0,104950.0,104783.0,0.0,167.0,0.18,48243.0,,,,,,,,,,,,,,,
2010/03,1201.0,味全公司,17902415.0,11519347.0,6383068.0,5700186.0,682882.0,713675.0,132741.0,580934.0,0.0,0.0,0.0,580934.0,547214.0,0.0,33720.0,1.08,30793.0,,,,,,,,,,,,,,,
2010/03,1203.0,味王公司,4507207.0,3563563.0,943644.0,605256.0,338388.0,261095.0,99624.0,161471.0,0.0,0.0,0.0,161471.0,65865.0,0.0,95606.0,0.28,-77293.0,,,,,,,,,,,,,,,
2010/03,1210.0,大成長城,53897867.0,49082222.0,4815645.0,3998392.0,817253.0,1061584.0,76182.0,985402.0,0.0,0.0,0.0,985402.0,759993.0,0.0,225409.0,1.66,244331.0,,,,,,,,,,,,,,,
2010/03,1213.0,大飲,550196.0,486219.0,63977.0,60439.0,3538.0,-13669.0,2379.0,-16048.0,0.0,0.0,0.0,-16048.0,-16048.0,0.0,0.0,-0.31,-17207.0,,,,,,,,,,,,,,,
2010/03,1215.0,卜蜂企業,12240150.0,11159254.0,1080896.0,790444.0,290452.0,380931.0,81066.0,299865.0,0.0,0.0,0.0,299865.0,280597.0,0.0,19268.0,1.21,90479.0,,,,,,,,,,,,,,,
2010/03,1216.0,統一,261100591.0,181442845.0,79657746.0,64896946.0,14760800.0,18585546.0,3053187.0,15532359.0,0.0,0.0,0.0,15532359.0,9912922.0,0.0,5619437.0,2.31,3824746.0,,,,,,,,,,,,,,,
2010/03,1217.0,愛之味,3956404.0,2414140.0,1542264.0,1308567.0,233697.0,285514.0,87408.0,198106.0,0.0,0.0,0.0,198106.0,152590.0,0.0,45516.0,0.34,51817.0,,,,,,,,,,,,,,,
