年季,公司代號,公司名稱,營業收入,營業成本,營業毛利（毛損）,營業費用,營業利益（損失）,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,其他綜合損益（淨額）,會計原則變動累積影響數,本期綜合損益總額,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,營業外收入及支出,利息收入,減：利息費用,利息淨收益,利息以外淨收益,淨收益,呆帳費用,收回(提存)各項保險責任準備淨額,會計原則變動之累積影響數,稀釋每股盈餘,換算匯率,換算匯率參考依據
2007/03,1605.0,華新,121149789.0,116801910.0,4347879.0,2627542.0,1725999.0,2092303.0,602237.0,1490066.0,0.0,0.0,0.0,1490066.0,1474051.0,0.0,16015.0,0.46,366304.0,,,,,,,,,,,
2007/03,2308.0,台達電,94874238.0,74434075.0,20440163.0,8460265.0,11979898.0,14980658.0,1955298.0,13025360.0,0.0,0.0,0.0,13025360.0,11473603.0,0.0,1551757.0,5.45,3000760.0,,,,,,,,,,,
2007/03,2880.0,華南金,,,,14122250.0,,10254519.0,3385993.0,6868526.0,0.0,0.0,,6868526.0,6869874.0,,-1348.0,1.15,,39518257.0,20384017.0,19134240.0,13007240.0,32141480.0,7267576.0,-497135.0,0.0,0.0,,
2007/03,2881.0,富邦金,,,,19682465.0,,18662075.0,3323214.0,15338861.0,0.0,0.0,,15338861.0,14891542.0,,447319.0,1.93,,44168076.0,21602696.0,22565380.0,79384422.0,101949802.0,6925611.0,-56679651.0,0.0,0.0,,
2007/03,2882.0,國泰金,,,,41057952.0,,37900674.0,4774032.0,33126642.0,0.0,0.0,,33126642.0,32979363.0,,147279.0,3.6,,83282938.0,15355121.0,67927817.0,120148180.0,188075997.0,2993794.0,-106123577.0,0.0,0.0,,
2007/03,2883.0,開發金,,,,5197543.0,,10244775.0,635986.0,9608789.0,0.0,0.0,,9608789.0,9508806.0,,99983.0,0.83,,5423691.0,2961934.0,2461757.0,15062338.0,17524095.0,2081777.0,0.0,0.0,0.0,,
2007/03,2884.0,玉山金控,,,,5995634.0,,3348204.0,531485.0,2816719.0,0.0,0.0,,2816719.0,2816719.0,,0.0,0.85,,16280778.0,9253900.0,7026878.0,3959319.0,10986197.0,1642359.0,0.0,0.0,0.78,,
2007/03,2885.0,元大金,,,,10521528.0,,7062252.0,601921.0,6460331.0,0.0,0.0,,6460331.0,6452733.0,,7598.0,1.01,,12533363.0,5461155.0,7072208.0,12481608.0,19553816.0,1970036.0,0.0,0.0,1.0,,
2007/03,2886.0,兆豐金,,,,14767359.0,,15448016.0,1837881.0,13610135.0,0.0,0.0,,13610135.0,13574263.0,,35872.0,1.23,,52372012.0,33417651.0,18954361.0,18385053.0,37339414.0,6896536.0,-227503.0,0.0,0.0,,
2007/03,2887.0,台新金控,,,,24073771.0,,14819762.0,3942605.0,10877157.0,0.0,0.0,,10877157.0,5921481.0,,4955676.0,0.85,,58228153.0,31197751.0,27030402.0,20391455.0,47421857.0,8528324.0,0.0,0.0,0.0,,
