年季,公司代號,公司名稱,利息淨收益,利息以外淨收益,呆帳費用,營業費用,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,其他綜合損益（淨額）,會計原則變動之累積影響數,本期綜合損益總額,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,稀釋每股盈餘,營業收入,營業成本,營業毛利（毛損）,營業利益（損失）,營業外收入及支出,利息收入,減：利息費用,淨收益,收回(提存)各項保險責任準備淨額,收入,費用,列計非常損益及會計原則變動累積影響數前損益,營業支出,換算匯率,換算匯率參考依據,會計原則變動累積影響數,綜合損益總額歸屬於共同控制下前手權益
2009/02,1219.0,福壽實業,,,,264309.0,235778.0,79148.0,156630.0,0.0,0.0,,156630.0,156447.0,183.0,0.57,,4739839.0,4283523.0,456316.0,191067.0,44711.0,,,,,,,,,,,0.0,0.0
2009/02,1220.0,台榮,,,,87402.0,-34667.0,22679.0,-57346.0,0.0,0.0,,-57346.0,-35164.0,-22182.0,-0.2,,1227023.0,1185498.0,41525.0,-45877.0,11210.0,,,,,,,,,,,0.0,0.0
2009/02,1225.0,福懋油,,,,189305.0,167038.0,73695.0,93343.0,0.0,0.0,,93343.0,102493.0,-9150.0,0.63,,5698028.0,5319353.0,378675.0,187132.0,-20094.0,,,,,,,,,,,0.0,0.0
2009/02,1227.0,佳格,,,,1972198.0,825472.0,222972.0,602500.0,0.0,0.0,,602500.0,597042.0,5458.0,1.86,,7468684.0,4560313.0,2908371.0,936173.0,-110701.0,,,,,,,,,,,0.0,0.0
2009/02,1229.0,聯華實業,,,,208921.0,411738.0,9919.0,401819.0,0.0,0.0,,401819.0,435934.0,-34115.0,0.56,,2526678.0,2342928.0,183750.0,-25171.0,436909.0,,,,,,,,,,,0.0,0.0
2009/02,1231.0,聯華食品,,,,455262.0,45282.0,13038.0,32244.0,0.0,0.0,,32244.0,34020.0,-1776.0,0.29,,1839448.0,1362427.0,477021.0,21759.0,23523.0,,,,,,,,,,,0.0,0.0
2009/02,1232.0,大統益,,,,214585.0,505042.0,128151.0,376891.0,0.0,0.0,,376891.0,376461.0,430.0,2.35,,7391894.0,6711902.0,679992.0,465407.0,39635.0,,,,,,,,,,,0.0,0.0
2009/02,1233.0,天仁,,,,413476.0,109172.0,30060.0,79112.0,0.0,0.0,,79112.0,78648.0,464.0,0.88,,870046.0,353585.0,516461.0,102985.0,6187.0,,,,,,,,,,,0.0,0.0
2009/02,1234.0,黑松,,,,729506.0,193971.0,79252.0,114719.0,0.0,0.0,,114719.0,114719.0,0.0,0.21,,2280739.0,1553090.0,727649.0,-1857.0,195828.0,,,,,,,,,,,0.0,0.0
2009/02,1235.0,興泰,,,,27155.0,1087.0,369.0,718.0,0.0,0.0,,718.0,971.0,-253.0,0.02,,245721.0,222585.0,23136.0,-4019.0,5106.0,,,,,,,,,,,0.0,0.0
2009/02,1236.0,宏亞食品,,,,195836.0,76861.0,25747.0,51114.0,0.0,0.0,,51114.0,51114.0,0.0,0.6,,779730.0,537709.0,242021.0,46185.0,30676.0,,,,,,,,,,,0.0,0.0
2009/02,1301.0,台塑,,,,4191982.0,12214576.0,1581535.0,10633041.0,0.0,0.0,,10633041.0,10633041.0,0.0,1.74,,80810914.0,70526967.0,10283947.0,6091965.0,6122611.0,,,,,,,,,,,0.0,0.0
2009/02,1303.0,南亞塑膠,,,,6741259.0,910883.0,-1233598.0,2144481.0,0.0,0.0,,2144481.0,2105607.0,38874.0,0.27,,107943943.0,98937375.0,9006568.0,2285126.0,-1374243.0,,,,,,,,,,,0.0,0.0
2009/02,1304.0,台聚,,,,1137272.0,2463269.0,560316.0,1902953.0,0.0,0.0,,1902953.0,1001626.0,901327.0,1.38,,21015275.0,17584411.0,3430864.0,2293592.0,169677.0,,,,,,,,,,,0.0,0.0
2009/02,1305.0,華夏,,,,504553.0,601966.0,98989.0,502977.0,0.0,0.0,,502977.0,458375.0,44602.0,1.08,,5289259.0,4199956.0,1089303.0,584750.0,17216.0,,,,,,,,,,,0.0,0.0
2009/02,1307.0,三芳化工,,,,595349.0,490827.0,3234.0,487593.0,0.0,0.0,,487593.0,487593.0,0.0,1.85,,3909157.0,2810314.0,1098843.0,503494.0,-12667.0,,,,,,,,,,,0.0,0.0
2009/02,1308.0,亞聚,,,,109095.0,632259.0,126654.0,505605.0,0.0,0.0,,505605.0,505605.0,0.0,1.94,,2296684.0,1729083.0,567601.0,458506.0,173753.0,,,,,,,,,,,0.0,0.0
2009/02,1309.0,台達化工,,,,260700.0,445888.0,107105.0,338783.0,0.0,0.0,,338783.0,338783.0,0.0,1.22,,6082521.0,5439839.0,642682.0,381982.0,63906.0,,,,,,,,,,,0.0,0.0
2009/02,1310.0,台苯,,,,355723.0,796599.0,52112.0,744487.0,0.0,0.0,,744487.0,726448.0,18039.0,1.42,,7626348.0,6447746.0,1178602.0,822879.0,-26280.0,,,,,,,,,,,0.0,0.0
2009/02,1312.0,國喬石化,,,,619412.0,1734681.0,118956.0,1615725.0,0.0,0.0,,1615725.0,1585370.0,30355.0,2.24,,11653167.0,9480092.0,2173075.0,1553663.0,181018.0,,,,,,,,,,,0.0,0.0
2009/02,1313.0,聯成,,,,482178.0,605717.0,138414.0,467303.0,0.0,0.0,,467303.0,467021.0,282.0,0.57,,11632773.0,10488530.0,1144243.0,662065.0,-56348.0,,,,,,,,,,,0.0,0.0
2009/02,1314.0,中石化,,,,412351.0,753302.0,31281.0,722021.0,0.0,0.0,,722021.0,722021.0,0.0,0.4,,10612715.0,9998294.0,614421.0,202246.0,551056.0,,,,,,,,,,,0.0,0.0
2009/02,1315.0,達新工業,,,,316043.0,56562.0,21007.0,35555.0,0.0,0.0,,35555.0,35666.0,-111.0,0.17,,1557283.0,1232861.0,324422.0,8379.0,48183.0,,,,,,,,,,,0.0,0.0
2009/02,1316.0,上曜,,,,50693.0,11258.0,-11120.0,22378.0,0.0,0.0,,22378.0,23837.0,-1459.0,0.37,,374310.0,337245.0,37065.0,-13628.0,24886.0,,,,,,,,,,,0.0,0.0
2009/02,1319.0,東陽,,,,1390320.0,1045334.0,263036.0,782298.0,0.0,0.0,,782298.0,629960.0,152338.0,1.4,,9158733.0,6659587.0,2499146.0,1109665.0,-64331.0,,,,,,,,,,,0.0,0.0
2009/02,1321.0,大洋,,,,190621.0,30155.0,28752.0,1403.0,0.0,0.0,,1403.0,1403.0,0.0,0.01,,2489756.0,2280290.0,209466.0,18845.0,11310.0,,,,,,,,,,,0.0,0.0
2009/02,1323.0,永裕,,,,149202.0,64439.0,10792.0,53647.0,0.0,0.0,,53647.0,43483.0,10164.0,0.55,,966748.0,743779.0,222969.0,73767.0,-9328.0,,,,,,,,,,,0.0,0.0
2009/02,1324.0,地球工業,,,,85743.0,26491.0,8400.0,18091.0,0.0,0.0,,18091.0,18091.0,0.0,0.24,,538877.0,422321.0,116556.0,30813.0,-4322.0,,,,,,,,,,,0.0,0.0
2009/02,1325.0,恒大,,,,38515.0,70682.0,15914.0,54768.0,0.0,0.0,,54768.0,57073.0,-2305.0,0.64,,416441.0,313799.0,102642.0,64127.0,6555.0,,,,,,,,,,,0.0,0.0
2009/02,1326.0,台化,,,,5072886.0,7549572.0,-221004.0,7770576.0,0.0,0.0,,7770576.0,8803234.0,-1032658.0,1.55,,135900846.0,124300894.0,11599952.0,6527066.0,1022506.0,,,,,,,,,,,0.0,0.0
2009/02,1402.0,遠東新,,,,11480969.0,9246017.0,1803394.0,7442623.0,0.0,0.0,,7442623.0,4342585.0,3100038.0,0.95,,78525919.0,59515387.0,19010532.0,7529841.0,1716176.0,,,,,,,,,,,0.0,0.0
2009/02,1409.0,新纖,,,,,498379.0,176234.0,,0.0,0.0,0.0,322145.0,247286.0,74859.0,0.17,0.0,14029911.0,,,,,,,,,,,,13531532.0,,,,
2009/02,1410.0,南染,,,,34928.0,-6134.0,13941.0,-20075.0,0.0,0.0,,-20075.0,-20721.0,646.0,-0.23,,209012.0,176350.0,32662.0,-2266.0,-3868.0,,,,,,,,,,,0.0,0.0
2009/02,1413.0,宏洲纖維,,,,49370.0,-40467.0,48971.0,-89438.0,0.0,0.0,,-89438.0,-83246.0,-6192.0,-0.3,,1389824.0,1360367.0,29457.0,-19913.0,-20554.0,,,,,,,,,,,0.0,0.0
2009/02,1416.0,廣豐,,,,99219.0,-42778.0,0.0,-42778.0,0.0,0.0,,-42778.0,-42836.0,58.0,-0.08,,189239.0,152569.0,36670.0,-62549.0,19771.0,,,,,,,,,,,0.0,0.0
2009/02,1417.0,嘉裕,,,,344301.0,120375.0,12741.0,107634.0,0.0,0.0,,107634.0,107634.0,0.0,0.28,,860105.0,563320.0,296785.0,-47516.0,167891.0,,,,,,,,,,,0.0,0.0
2009/02,1418.0,東華,,,,88756.0,81112.0,23903.0,57209.0,0.0,0.0,,57209.0,57202.0,7.0,0.47,,1263071.0,1099778.0,163293.0,74537.0,6575.0,,,,,,,,,,,0.0,0.0
2009/02,1419.0,新紡,,,,110824.0,65241.0,-1162.0,66403.0,0.0,0.0,,66403.0,66403.0,0.0,0.22,,334212.0,228389.0,105823.0,-5001.0,70242.0,,,,,,,,,,,0.0,0.0
2009/02,1432.0,大魯閣,,,,133048.0,-140630.0,2723.0,-143353.0,0.0,0.0,,-143353.0,-92469.0,-50884.0,-1.09,,835312.0,796512.0,38800.0,-94248.0,-46382.0,,,,,,,,,,,0.0,0.0
2009/02,1434.0,福懋興業,,,,1178997.0,-1972162.0,-325158.0,-1647004.0,0.0,0.0,,-1647004.0,-1487460.0,-159544.0,-0.88,,18263665.0,16457628.0,1806037.0,627040.0,-2599202.0,,,,,,,,,,,0.0,0.0
2009/02,1435.0,中福國際,,,,19102.0,-11654.0,1789.0,-13443.0,0.0,0.0,,-13443.0,-13444.0,1.0,-0.12,,11533.0,1857.0,9676.0,-9426.0,-2228.0,,,,,,,,,,,0.0,0.0
2009/02,1436.0,華友聯,,,,34109.0,-22125.0,11.0,-22136.0,0.0,0.0,,-22136.0,-22136.0,0.0,-0.07,,3199.0,1284.0,1915.0,-32194.0,10069.0,,,,,,,,,,,0.0,0.0
2009/02,1437.0,勤益投控,,,,56291.0,-25804.0,20754.0,-46558.0,0.0,0.0,,-46558.0,-45293.0,-1265.0,-0.22,,1035900.0,983663.0,52237.0,-4054.0,-21750.0,,,,,,,,,,,0.0,0.0
2009/02,1440.0,南紡,,,,525618.0,452463.0,88994.0,363469.0,0.0,0.0,,363469.0,360518.0,2951.0,0.24,,7774349.0,6916952.0,857397.0,331779.0,120684.0,,,,,,,,,,,0.0,0.0
2009/02,1441.0,大東紡織,,,,74534.0,-46839.0,-5004.0,-41835.0,0.0,0.0,,-41835.0,-41835.0,0.0,-0.62,,734386.0,705599.0,28787.0,-45747.0,-1092.0,,,,,,,,,,,0.0,0.0
2009/02,1442.0,名軒,,,,53308.0,57720.0,8921.0,48799.0,0.0,0.0,,48799.0,49390.0,-591.0,0.28,,561018.0,440371.0,120647.0,67339.0,-9619.0,,,,,,,,,,,0.0,0.0
2009/02,1443.0,立益紡織,,,,82767.0,-95137.0,-5788.0,-89349.0,0.0,0.0,,-89349.0,-64786.0,-24563.0,-0.31,,1299837.0,1289178.0,10659.0,-72108.0,-23029.0,,,,,,,,,,,0.0,0.0
2009/02,1444.0,力麗,,,,221186.0,240428.0,2385.0,238043.0,0.0,0.0,,238043.0,215249.0,22794.0,0.29,,3470308.0,3190331.0,279977.0,58494.0,181934.0,,,,,,,,,,,0.0,0.0
2009/02,1445.0,大宇紡織,,,,82468.0,34535.0,3590.0,30945.0,0.0,0.0,,30945.0,30945.0,0.0,0.22,,916790.0,807324.0,109466.0,26998.0,7537.0,,,,,,,,,,,0.0,0.0
2009/02,1446.0,宏和,,,,127867.0,39336.0,10693.0,28643.0,0.0,0.0,,28643.0,28643.0,0.0,0.21,,582907.0,417244.0,165663.0,37796.0,1540.0,,,,,,,,,,,0.0,0.0
2009/02,1447.0,力鵬,,,,277808.0,484734.0,44.0,484690.0,0.0,0.0,,484690.0,485492.0,-802.0,0.82,,7991078.0,7247705.0,743373.0,465565.0,19169.0,,,,,,,,,,,0.0,0.0
2009/02,1449.0,佳和實業,,,,208914.0,-120907.0,52745.0,-173652.0,-182534.0,0.0,,-356186.0,-233835.0,-122351.0,-1.26,,2469202.0,2518479.0,-49277.0,-258191.0,137284.0,,,,,,,,,,,0.0,0.0
2009/02,1451.0,年興紡織,,,,447895.0,635830.0,51106.0,584724.0,0.0,0.0,,584724.0,584661.0,63.0,1.0,,6228646.0,5398590.0,830056.0,382161.0,253669.0,,,,,,,,,,,0.0,0.0
2009/02,1453.0,大將,,,,16024.0,-854.0,0.0,-854.0,0.0,0.0,,-854.0,-1453.0,599.0,-0.04,,179021.0,160364.0,18657.0,2633.0,-3487.0,,,,,,,,,,,0.0,0.0
2009/02,1454.0,台富,,,,68106.0,-9359.0,13549.0,-22908.0,0.0,0.0,,-22908.0,-22908.0,0.0,-0.18,,909465.0,852433.0,57032.0,-11074.0,1715.0,,,,,,,,,,,0.0,0.0
2009/02,1456.0,怡華,,,,74557.0,-163232.0,1345.0,-164577.0,0.0,0.0,,-164577.0,-161445.0,-3132.0,-1.01,,1000084.0,985783.0,14301.0,-60256.0,-102976.0,,,,,,,,,,,0.0,0.0
2009/02,1457.0,宜進,,,,77792.0,39338.0,10094.0,29244.0,0.0,0.0,,29244.0,17619.0,11625.0,0.09,,1862389.0,1780096.0,82293.0,4501.0,34837.0,,,,,,,,,,,0.0,0.0
2009/02,1459.0,聯發紡織,,,,61821.0,171101.0,2073.0,169028.0,0.0,0.0,,169028.0,169241.0,-213.0,0.59,,1329978.0,1198134.0,131844.0,70023.0,101078.0,,,,,,,,,,,0.0,0.0
2009/02,1460.0,宏遠,,,,421581.0,62758.0,-50.0,62808.0,0.0,0.0,,62808.0,62810.0,-2.0,0.14,,2827261.0,2342559.0,484702.0,63121.0,-363.0,,,,,,,,,,,0.0,0.0
2009/02,1463.0,強盛染整,,,,53427.0,14606.0,38.0,14568.0,0.0,0.0,,14568.0,13038.0,1530.0,0.08,,333929.0,290775.0,43154.0,-10273.0,24879.0,,,,,,,,,,,0.0,0.0
2009/02,1464.0,得力實業,,,,267382.0,22779.0,-12357.0,35136.0,0.0,0.0,,35136.0,20828.0,14308.0,0.14,,1576487.0,1298701.0,277786.0,10404.0,12375.0,,,,,,,,,,,0.0,0.0
2009/02,1465.0,偉全實業,,,,103103.0,42109.0,2570.0,39539.0,0.0,0.0,,39539.0,24463.0,15076.0,0.28,,1107038.0,975935.0,131103.0,28000.0,14109.0,,,,,,,,,,,0.0,0.0
2009/02,1466.0,聚隆,,,,82515.0,36086.0,8250.0,27836.0,0.0,0.0,,27836.0,27836.0,0.0,0.39,,1377993.0,1252418.0,125575.0,43060.0,-6974.0,,,,,,,,,,,0.0,0.0
2009/02,1467.0,南緯實業,,,,444401.0,111668.0,76948.0,34720.0,0.0,0.0,,34720.0,65205.0,-30485.0,0.4,,3176176.0,2615038.0,561138.0,116737.0,-5069.0,,,,,,,,,,,0.0,0.0
2009/02,1468.0,昶和纖維,,,,99261.0,-93780.0,6290.0,-100070.0,0.0,0.0,,-100070.0,-89915.0,-10155.0,-0.56,,625862.0,618459.0,7403.0,-91858.0,-1922.0,,,,,,,,,,,0.0,0.0
2009/02,1469.0,理隆纖維,,,,27242.0,36696.0,3.0,36693.0,0.0,0.0,,36693.0,36692.0,1.0,0.29,,388161.0,320414.0,67747.0,40505.0,-3809.0,,,,,,,,,,,0.0,0.0
2009/02,1471.0,首利,,,,230576.0,27946.0,3698.0,24248.0,0.0,0.0,,24248.0,24248.0,0.0,0.16,,3599940.0,3331807.0,268133.0,37557.0,-9611.0,,,,,,,,,,,0.0,0.0
2009/02,1472.0,三洋紡,,,,41016.0,-153773.0,491.0,-154264.0,0.0,0.0,,-154264.0,-117376.0,-36888.0,-1.43,,401917.0,492167.0,-90250.0,-131266.0,-22507.0,,,,,,,,,,,0.0,0.0
2009/02,1473.0,台南企業,,,,754073.0,170433.0,74013.0,96420.0,0.0,0.0,,96420.0,104391.0,-7971.0,0.71,,4168289.0,3274688.0,893601.0,139528.0,30905.0,,,,,,,,,,,0.0,0.0
2009/02,1474.0,弘裕,,,,100161.0,18727.0,8922.0,9805.0,0.0,0.0,,9805.0,9746.0,59.0,0.14,,1244793.0,1121247.0,123546.0,23385.0,-4658.0,,,,,,,,,,,0.0,0.0
2009/02,1475.0,本盟光電,,,,56251.0,-97141.0,-8.0,-97133.0,0.0,0.0,,-97133.0,-76508.0,-20625.0,-1.65,,405684.0,443767.0,-38083.0,-94334.0,-2807.0,,,,,,,,,,,0.0,0.0
2009/02,1476.0,儒鴻,,,,427007.0,341829.0,123766.0,218063.0,0.0,0.0,,218063.0,216325.0,1738.0,1.14,,3006677.0,2229074.0,777603.0,350596.0,-8767.0,,,,,,,,,,,0.0,0.0
2009/02,1477.0,聚陽實業,,,,729864.0,528147.0,125774.0,402373.0,0.0,0.0,,402373.0,402317.0,56.0,2.66,,5717707.0,4428621.0,1289086.0,559222.0,-31075.0,,,,,,,,,,,0.0,0.0
2009/02,1503.0,士電,,,,913608.0,2960683.0,96490.0,2864193.0,0.0,0.0,,2864193.0,2837151.0,27042.0,5.45,,12028873.0,8205215.0,3823658.0,2910050.0,50633.0,,,,,,,,,,,0.0,0.0
2009/02,1504.0,東元電機,,,,3608078.0,948318.0,284176.0,664142.0,0.0,0.0,,664142.0,669408.0,-5266.0,0.37,,18791751.0,14108354.0,4683397.0,1077376.0,-129058.0,,,,,,,,,,,0.0,0.0
2009/02,1506.0,正道,,,,96996.0,-27162.0,23459.0,-50621.0,0.0,0.0,,-50621.0,-50015.0,-606.0,-0.49,,551995.0,507253.0,44742.0,-52254.0,25092.0,,,,,,,,,,,0.0,0.0
2009/02,1507.0,永大機電,,,,919092.0,641373.0,183264.0,458109.0,0.0,0.0,,458109.0,455792.0,2317.0,1.12,,5902184.0,4359950.0,1542234.0,623142.0,18231.0,,,,,,,,,,,0.0,0.0
2009/02,1512.0,瑞利,,,,283196.0,-116196.0,-28200.0,-87996.0,0.0,0.0,,-87996.0,-90804.0,2808.0,-0.5,,1888104.0,1682193.0,205911.0,-77285.0,-38911.0,,,,,,,,,,,0.0,0.0
2009/02,1513.0,中興電,,,,667467.0,459080.0,69987.0,389093.0,0.0,0.0,,389093.0,403757.0,-14664.0,0.86,,4947424.0,3903996.0,1043428.0,375961.0,83119.0,,,,,,,,,,,0.0,0.0
2009/02,1514.0,亞力電機,,,,187812.0,43068.0,24152.0,18916.0,0.0,0.0,,18916.0,17683.0,1233.0,0.09,,1469096.0,1249902.0,219194.0,31358.0,11710.0,,,,,,,,,,,0.0,0.0
2009/02,1515.0,力山,,,,263956.0,69390.0,40983.0,28407.0,0.0,0.0,,28407.0,30794.0,-2387.0,0.13,,1355714.0,1004782.0,350932.0,88641.0,-19251.0,,,,,,,,,,,0.0,0.0
2009/02,1516.0,川飛,,,,27547.0,-27591.0,140.0,-27731.0,0.0,0.0,,-27731.0,-27731.0,0.0,-0.29,,15494.0,16460.0,-966.0,-28513.0,922.0,,,,,,,,,,,0.0,0.0
2009/02,1517.0,利奇機械,,,,117678.0,97571.0,39954.0,57617.0,0.0,0.0,,57617.0,46308.0,11309.0,0.2,,1279921.0,1098063.0,181858.0,64180.0,33391.0,,,,,,,,,,,0.0,0.0
2009/02,1519.0,華城電機,,,,460712.0,212276.0,45498.0,166778.0,0.0,0.0,,166778.0,170519.0,-3741.0,0.79,,3269949.0,2588490.0,681459.0,220747.0,-8471.0,,,,,,,,,,,0.0,0.0
2009/02,1521.0,大億,,,,152900.0,85824.0,5269.0,80555.0,0.0,0.0,,80555.0,80555.0,0.0,1.06,,1308160.0,1103081.0,205079.0,53224.0,32600.0,,,,,,,,,,,0.0,0.0
2009/02,1522.0,堤維西,,,,821267.0,314329.0,36902.0,277427.0,0.0,0.0,,277427.0,264847.0,12580.0,0.96,,5468254.0,4298403.0,1169851.0,343994.0,-29665.0,,,,,,,,,,,0.0,0.0
2009/02,1523.0,臺灣開億,,,,290714.0,170011.0,41103.0,128908.0,0.0,0.0,,128908.0,127436.0,1472.0,0.76,,2877898.0,2458743.0,419155.0,128441.0,41570.0,,,,,,,,,,,0.0,0.0
2009/02,1524.0,耿鼎企業,,,,185878.0,-10469.0,-1283.0,-9186.0,0.0,0.0,,-9186.0,-9186.0,0.0,-0.06,,1578178.0,1391216.0,186962.0,1084.0,-11553.0,,,,,,,,,,,0.0,0.0
2009/02,1525.0,江申工業,,,,35942.0,54209.0,7503.0,46706.0,0.0,0.0,,46706.0,46706.0,0.0,0.71,,344194.0,345978.0,-1784.0,-37726.0,91935.0,,,,,,,,,,,0.0,0.0
2009/02,1526.0,日馳,,,,42239.0,-12175.0,8343.0,-20518.0,0.0,0.0,,-20518.0,-20518.0,0.0,-0.33,,254116.0,222097.0,32019.0,-10220.0,-1955.0,,,,,,,,,,,0.0,0.0
2009/02,1527.0,鑽全,,,,160536.0,110049.0,21859.0,88190.0,0.0,0.0,,88190.0,88190.0,0.0,0.51,,838858.0,633800.0,205058.0,44522.0,65527.0,,,,,,,,,,,0.0,0.0
2009/02,1528.0,恩德,,,,211208.0,-13045.0,-9261.0,-3784.0,0.0,0.0,,-3784.0,-8765.0,4981.0,-0.08,,830127.0,658211.0,171916.0,-39292.0,26247.0,,,,,,,,,,,0.0,0.0
2009/02,1529.0,樂士,,,,42228.0,-49574.0,0.0,-49574.0,0.0,0.0,,-49574.0,-49590.0,16.0,-0.31,,163447.0,176262.0,-12815.0,-55043.0,5469.0,,,,,,,,,,,0.0,0.0
2009/02,1530.0,亞崴機電,,,,104564.0,18007.0,7266.0,10741.0,0.0,0.0,,10741.0,10741.0,0.0,0.12,,526744.0,399526.0,127218.0,22654.0,-4647.0,,,,,,,,,,,0.0,0.0
2009/02,1531.0,高林股,,,,251360.0,69804.0,2361.0,67443.0,0.0,0.0,,67443.0,58069.0,9374.0,0.3,,1079810.0,812437.0,267373.0,16013.0,53791.0,,,,,,,,,,,0.0,0.0
2009/02,1532.0,勤美,,,,755711.0,301916.0,141207.0,160709.0,0.0,0.0,,160709.0,-150256.0,310965.0,-0.55,,6386007.0,5161781.0,1224226.0,468515.0,-166599.0,,,,,,,,,,,0.0,0.0
2009/02,1533.0,車王電,,,,237377.0,20447.0,16914.0,3533.0,0.0,0.0,,3533.0,3535.0,-2.0,0.04,,753342.0,514845.0,238497.0,1120.0,19327.0,,,,,,,,,,,0.0,0.0
2009/02,1535.0,中宇,,,,121992.0,262788.0,70216.0,192572.0,0.0,0.0,,192572.0,192572.0,0.0,1.7,,3169848.0,2838109.0,331739.0,209747.0,53041.0,,,,,,,,,,,0.0,0.0
2009/02,1536.0,和大工業,,,,191436.0,-894612.0,-33991.0,-860621.0,0.0,0.0,,-860621.0,-860527.0,-94.0,-6.96,,655937.0,597490.0,58447.0,-132989.0,-761623.0,,,,,,,,,,,0.0,0.0
2009/02,1537.0,廣隆光電,,,,178555.0,50236.0,10260.0,39976.0,0.0,0.0,,39976.0,42894.0,-2918.0,0.6,,1626747.0,1388489.0,238258.0,59703.0,-9467.0,,,,,,,,,,,0.0,0.0
2009/02,1538.0,正峰新,,,,152669.0,-50094.0,-1829.0,-48265.0,0.0,0.0,,-48265.0,-48265.0,0.0,-0.3,,638133.0,547908.0,90225.0,-62444.0,12350.0,,,,,,,,,,,0.0,0.0
