年季,公司代號,公司名稱,營業收入,營業成本,營業毛利（毛損）,營業費用,營業利益（損失）,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,其他綜合損益（淨額）,會計原則變動累積影響數,本期綜合損益總額,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,營業外收入及支出,利息淨收益,利息以外淨收益,呆帳費用,會計原則變動之累積影響數,稀釋每股盈餘,利息收入,減：利息費用,淨收益,收回(提存)各項保險責任準備淨額,收入,費用,列計非常損益及會計原則變動累積影響數前損益,營業支出,換算匯率,換算匯率參考依據
2011/02,1101.0,台泥,57193716.0,46162674.0,11031042.0,1999782.0,9031260.0,8392098.0,1503235.0,6888863.0,0.0,0.0,0.0,6888863.0,4050619.0,0.0,2838244.0,1.1,-639162.0,,,,,,,,,,,,,,,
2011/02,1102.0,亞泥,31735474.0,26375627.0,5359847.0,1239346.0,4120501.0,7701281.0,850864.0,6850417.0,0.0,0.0,0.0,6850417.0,5917329.0,0.0,933088.0,1.92,3580780.0,,,,,,,,,,,,,,,
2011/02,1103.0,嘉泥,2722072.0,2010208.0,711864.0,271776.0,440088.0,874154.0,126212.0,747942.0,0.0,0.0,0.0,747942.0,662194.0,0.0,85748.0,1.06,434066.0,,,,,,,,,,,,,,,
2011/02,1104.0,環球水泥,2330255.0,2132218.0,198037.0,175952.0,22085.0,138249.0,39458.0,98791.0,0.0,0.0,0.0,98791.0,87812.0,0.0,10979.0,0.15,116164.0,,,,,,,,,,,,,,,
2011/02,1108.0,幸福水泥,2038348.0,1984364.0,53984.0,139894.0,-85910.0,-141921.0,-23104.0,-118817.0,0.0,0.0,0.0,-118817.0,-119296.0,0.0,479.0,-0.29,-56011.0,,,,,,,,,,,,,,,
2011/02,1109.0,信大水泥,968842.0,872015.0,96827.0,137065.0,-40238.0,-9047.0,-484.0,-8563.0,0.0,0.0,0.0,-8563.0,-4147.0,0.0,-4416.0,-0.01,31191.0,,,,,,,,,,,,,,,
2011/02,1110.0,東泥,721693.0,652917.0,68776.0,28391.0,40385.0,68915.0,7447.0,61468.0,0.0,0.0,0.0,61468.0,61391.0,0.0,77.0,0.11,28530.0,,,,,,,,,,,,,,,
2011/02,1201.0,味全公司,12313254.0,7879592.0,4433662.0,3891455.0,542207.0,464439.0,160840.0,303599.0,0.0,0.0,0.0,303599.0,362651.0,0.0,-59052.0,0.72,-77768.0,,,,,,,,,,,,,,,
2011/02,1203.0,味王公司,3137815.0,2617027.0,520788.0,411153.0,109635.0,130131.0,32012.0,98119.0,0.0,0.0,0.0,98119.0,64990.0,0.0,33129.0,0.27,20496.0,,,,,,,,,,,,,,,
2011/02,1210.0,大成長城,38048447.0,34405610.0,3642837.0,2703023.0,939814.0,1097436.0,157324.0,940112.0,0.0,0.0,0.0,940112.0,610184.0,0.0,329928.0,1.33,157622.0,,,,,,,,,,,,,,,
2011/02,1213.0,大飲,320445.0,287251.0,33194.0,41427.0,-8233.0,-4357.0,964.0,-5321.0,0.0,0.0,0.0,-5321.0,-5321.0,0.0,0.0,-0.1,3876.0,,,,,,,,,,,,,,,
2011/02,1215.0,卜蜂企業,8056342.0,7515986.0,540356.0,499334.0,41022.0,124264.0,31405.0,92859.0,0.0,0.0,0.0,92859.0,95876.0,0.0,-3017.0,0.41,83242.0,,,,,,,,,,,,,,,
2011/02,1216.0,統一,186342826.0,131010715.0,55332111.0,47420688.0,7911423.0,9449802.0,1787136.0,7662666.0,0.0,0.0,0.0,7662666.0,4682780.0,0.0,2979886.0,1.03,1538379.0,,,,,,,,,,,,,,,
2011/02,1217.0,愛之味,2086592.0,1364663.0,721929.0,707063.0,14866.0,7780.0,1155.0,6625.0,0.0,0.0,0.0,6625.0,6036.0,0.0,589.0,0.01,-7086.0,,,,,,,,,,,,,,,
2011/02,1218.0,泰山企業,4738543.0,4139283.0,599260.0,780646.0,-180189.0,137534.0,5996.0,131538.0,0.0,0.0,0.0,131538.0,131248.0,0.0,290.0,0.4,317723.0,,,,,,,,,,,,,,,
2011/02,1219.0,福壽實業,4747347.0,4489719.0,257628.0,299462.0,-41291.0,626948.0,-1040.0,627988.0,0.0,0.0,0.0,627988.0,623314.0,0.0,4674.0,2.13,668239.0,,,,,,,,,,,,,,,
2011/02,1220.0,台榮,1651489.0,1450633.0,200856.0,106342.0,94514.0,111174.0,7210.0,103964.0,0.0,0.0,0.0,103964.0,101219.0,0.0,2745.0,0.57,16660.0,,,,,,,,,,,,,,,
2011/02,1225.0,福懋油,7071858.0,6739179.0,332679.0,247450.0,85694.0,87096.0,28410.0,58686.0,0.0,0.0,0.0,58686.0,52551.0,0.0,6135.0,0.3,1402.0,,,,,,,,,,,,,,,
2011/02,1227.0,佳格,9189952.0,5620329.0,3569623.0,2021334.0,1548289.0,1607848.0,261197.0,1346651.0,0.0,0.0,0.0,1346651.0,1338213.0,0.0,8438.0,2.91,59559.0,,,,,,,,,,,,,,,
2011/02,1229.0,聯華實業,2575310.0,2321216.0,254094.0,162436.0,91658.0,945526.0,64916.0,880610.0,0.0,0.0,0.0,880610.0,881669.0,0.0,-1059.0,1.07,853868.0,,,,,,,,,,,,,,,
2011/02,1231.0,聯華食品,2586106.0,1783848.0,802258.0,557352.0,244906.0,274520.0,57782.0,216738.0,0.0,0.0,0.0,216738.0,217695.0,0.0,-957.0,1.89,29614.0,,,,,,,,,,,,,,,
2011/02,1232.0,大統益,8904796.0,8333128.0,571668.0,236501.0,335167.0,354664.0,60291.0,294373.0,0.0,0.0,0.0,294373.0,292466.0,0.0,1907.0,1.83,19497.0,,,,,,,,,,,,,,,
2011/02,1233.0,天仁,1025388.0,415145.0,610243.0,446547.0,163696.0,167054.0,30808.0,136246.0,0.0,0.0,0.0,136246.0,135463.0,0.0,783.0,1.5,3358.0,,,,,,,,,,,,,,,
2011/02,1234.0,黑松,3338965.0,2564173.0,774792.0,792184.0,-17392.0,209117.0,43409.0,165708.0,0.0,0.0,0.0,165708.0,165708.0,0.0,0.0,0.31,226509.0,,,,,,,,,,,,,,,
2011/02,1235.0,興泰,162856.0,145470.0,17386.0,22490.0,-5104.0,-84.0,38.0,-122.0,0.0,0.0,0.0,-122.0,80.0,0.0,-202.0,0.0,5020.0,,,,,,,,,,,,,,,
2011/02,1236.0,宏亞食品,1111210.0,820465.0,290745.0,223725.0,67020.0,71666.0,18530.0,53136.0,0.0,0.0,0.0,53136.0,53136.0,0.0,0.0,0.54,4646.0,,,,,,,,,,,,,,,
2011/02,1301.0,台塑,117819701.0,95006806.0,22812895.0,4827962.0,17984933.0,29836575.0,3687771.0,26148804.0,0.0,0.0,0.0,26148804.0,26148804.0,0.0,0.0,4.27,11851642.0,,,,,,,,,,,,,,,
2011/02,1303.0,南亞塑膠,174625948.0,142908086.0,31717862.0,9035256.0,22703391.0,26414644.0,5883822.0,20530822.0,0.0,0.0,0.0,20530822.0,20007032.0,0.0,523790.0,2.55,3711253.0,,,,,,,,,,,,,,,
2011/02,1304.0,台聚,30947110.0,25077575.0,5869535.0,1700615.0,4168920.0,4308720.0,806211.0,3502509.0,0.0,0.0,0.0,3502509.0,2023538.0,0.0,1478971.0,2.52,139800.0,,,,,,,,,,,,,,,
2011/02,1305.0,華夏,7284168.0,6495811.0,788357.0,507459.0,280898.0,298900.0,27165.0,271735.0,0.0,0.0,0.0,271735.0,253593.0,0.0,18142.0,0.6,18002.0,,,,,,,,,,,,,,,
2011/02,1307.0,三芳化工,4813261.0,3706581.0,1106680.0,695846.0,410834.0,393477.0,68307.0,325170.0,-348.0,0.0,0.0,324822.0,324822.0,0.0,0.0,1.04,-17357.0,,,,,,,,,,,,,,,
2011/02,1308.0,亞聚,3608930.0,2334156.0,1274774.0,129595.0,1145179.0,1277553.0,202801.0,1074752.0,0.0,0.0,0.0,1074752.0,1074752.0,0.0,0.0,3.43,132374.0,,,,,,,,,,,,,,,
