年季,公司代號,公司名稱,營業收入,營業成本,營業毛利（毛損）,營業費用,營業利益（損失）,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,其他綜合損益（淨額）,會計原則變動累積影響數,本期綜合損益總額,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,營業外收入及支出,利息淨收益,利息以外淨收益,呆帳費用,會計原則變動之累積影響數,稀釋每股盈餘,利息收入,減：利息費用,淨收益,收回(提存)各項保險責任準備淨額,收入,費用,列計非常損益及會計原則變動累積影響數前損益,營業支出,換算匯率,換算匯率參考依據
2012/03,1101.0,台泥,88362106.0,76620814.0,11741292.0,3266694.0,8474598.0,8984598.0,1424425.0,7560173.0,0.0,0.0,0.0,7560173.0,6002467.0,0.0,1557706.0,1.63,510000.0,,,,,,,,,,,,,,,
2012/03,1102.0,亞泥,46698994.0,42889223.0,3809771.0,1460059.0,2349166.0,5739682.0,491483.0,5248199.0,0.0,0.0,0.0,5248199.0,4938336.0,0.0,309863.0,1.53,3390516.0,,,,,,,,,,,,,,,
2012/03,1103.0,嘉泥,3081251.0,3073985.0,7266.0,335351.0,-328085.0,-708510.0,-16671.0,-691839.0,0.0,0.0,0.0,-691839.0,-686525.0,0.0,-5314.0,-1.06,-380425.0,,,,,,,,,,,,,,,
2012/03,1104.0,環球水泥,3478931.0,3195806.0,283125.0,284238.0,-1113.0,598236.0,4270.0,593966.0,0.0,0.0,0.0,593966.0,589740.0,0.0,4226.0,0.98,599349.0,,,,,,,,,,,,,,,
2012/03,1108.0,幸福水泥,3004812.0,2768035.0,236777.0,235344.0,1433.0,182079.0,22515.0,159564.0,0.0,0.0,0.0,159564.0,160963.0,0.0,-1399.0,0.4,180646.0,,,,,,,,,,,,,,,
2012/03,1109.0,信大水泥,2619661.0,2415097.0,204564.0,200144.0,4420.0,-11241.0,12619.0,-23860.0,0.0,0.0,0.0,-23860.0,14869.0,0.0,-38729.0,0.04,-15661.0,,,,,,,,,,,,,,,
2012/03,1110.0,東泥,1123642.0,1026495.0,97147.0,41009.0,56138.0,182191.0,19601.0,162590.0,0.0,0.0,0.0,162590.0,162045.0,0.0,545.0,0.28,126053.0,,,,,,,,,,,,,,,
2012/03,1201.0,味全公司,21795013.0,13679368.0,8115645.0,7122674.0,992971.0,891785.0,336640.0,555145.0,0.0,0.0,0.0,555145.0,660799.0,0.0,-105654.0,1.31,-101186.0,,,,,,,,,,,,,,,
2012/03,1203.0,味王公司,4653996.0,3782152.0,871844.0,623390.0,248454.0,138998.0,52981.0,86017.0,0.0,0.0,0.0,86017.0,67903.0,0.0,18114.0,0.29,-109456.0,,,,,,,,,,,,,,,
2012/03,1210.0,大成長城,64702975.0,59188763.0,5514212.0,4497259.0,1016953.0,1205254.0,190021.0,1015233.0,0.0,0.0,0.0,1015233.0,717160.0,0.0,298073.0,1.4,188301.0,,,,,,,,,,,,,,,
2012/03,1213.0,大飲,593019.0,513370.0,79649.0,56364.0,23285.0,21120.0,931.0,20189.0,0.0,0.0,0.0,20189.0,20189.0,0.0,0.0,0.39,-2165.0,,,,,,,,,,,,,,,
2012/03,1215.0,卜蜂企業,13117811.0,12059413.0,1058398.0,840628.0,217770.0,292798.0,72970.0,219828.0,0.0,0.0,0.0,219828.0,218231.0,0.0,1597.0,0.94,75028.0,,,,,,,,,,,,,,,
