年季,公司代號,公司名稱,營業收入,營業成本,營業毛利（毛損）,營業費用,營業利益（損失）,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,其他綜合損益（淨額）,會計原則變動累積影響數,本期綜合損益總額,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,營業外收入及支出,利息淨收益,利息以外淨收益,呆帳費用,會計原則變動之累積影響數,稀釋每股盈餘,利息收入,減：利息費用,淨收益,收回(提存)各項保險責任準備淨額,收入,費用,列計非常損益及會計原則變動累積影響數前損益,營業支出,換算匯率,換算匯率參考依據
2007/04,1101.0,台泥,76644676.0,61254542.0,15390134.0,2498024.0,12892110.0,12926227.0,1770170.0,11156057.0,0.0,0.0,0.0,11156057.0,8255133.0,0.0,2900924.0,2.55,34117.0,,,,,,,,,,,,,,,
2007/04,1102.0,亞泥,35946525.0,30006694.0,5939831.0,1926803.0,4013028.0,10765905.0,669949.0,10095956.0,0.0,0.0,0.0,10095956.0,10100422.0,0.0,-4466.0,3.69,6752877.0,,,,,,,,,,,,,,,
2007/04,1103.0,嘉泥,10466378.0,8303062.0,2163316.0,932856.0,1230460.0,1809200.0,618063.0,1191137.0,0.0,0.0,0.0,1191137.0,979821.0,0.0,211316.0,1.8,578740.0,,,,,,,,,,,,,,,
2007/04,1104.0,環球水泥,8092722.0,7409224.0,683498.0,748503.0,-65005.0,474231.0,47827.0,426404.0,0.0,0.0,0.0,426404.0,402663.0,0.0,23741.0,0.72,539236.0,,,,,,,,,,,,,,,
2007/04,1108.0,幸福水泥,4903924.0,4385502.0,518422.0,339866.0,178556.0,136256.0,8656.0,127600.0,0.0,0.0,0.0,127600.0,127263.0,0.0,337.0,0.31,-42300.0,,,,,,,,,,,,,,,
2007/04,1109.0,信大水泥,2559185.0,2037075.0,522110.0,216150.0,305960.0,375581.0,115256.0,260325.0,0.0,0.0,0.0,260325.0,249627.0,0.0,10698.0,0.58,69621.0,,,,,,,,,,,,,,,
2007/04,1110.0,東泥,1909921.0,1688595.0,221326.0,91235.0,130091.0,305525.0,36829.0,268696.0,0.0,0.0,0.0,268696.0,268575.0,0.0,121.0,0.47,175434.0,,,,,,,,,,,,,,,
2007/04,1201.0,味全公司,18856831.0,12648452.0,6208379.0,5600094.0,608285.0,457138.0,27279.0,429859.0,0.0,0.0,0.0,429859.0,451084.0,0.0,-21225.0,0.89,-151147.0,,,,,,,,,,,,,,,
2007/04,1203.0,味王公司,5058184.0,4135490.0,922694.0,849813.0,72881.0,33623.0,26690.0,6933.0,0.0,0.0,0.0,6933.0,10472.0,0.0,-3539.0,0.12,-39258.0,,,,,,,,,,,,,,,
2007/04,1210.0,大成長城,55416662.0,49881611.0,5535051.0,3881334.0,1653717.0,1938529.0,308972.0,1629557.0,0.0,0.0,0.0,1629557.0,1083841.0,0.0,545716.0,2.8,284812.0,,,,,,,,,,,,,,,
2007/04,1213.0,大飲,679364.0,575091.0,104273.0,114528.0,-10255.0,7511.0,1956.0,5555.0,0.0,0.0,0.0,5555.0,5555.0,0.0,0.0,0.11,17766.0,,,,,,,,,,,,,,,
2007/04,1215.0,卜蜂企業,12690752.0,11395984.0,1294768.0,867215.0,427553.0,390661.0,88973.0,301688.0,0.0,0.0,0.0,301688.0,297060.0,0.0,4628.0,1.28,-36892.0,,,,,,,,,,,,,,,
2007/04,1216.0,統一,288592383.0,209854650.0,78737733.0,67834224.0,10903509.0,17476883.0,2439215.0,15037668.0,0.0,0.0,0.0,15037668.0,11016987.0,0.0,4020681.0,3.1,6573374.0,,,,,,,,,,,,,,,
2007/04,1217.0,愛之味,5634237.0,3748851.0,1885386.0,2065643.0,-180257.0,-330377.0,-74520.0,-255857.0,0.0,0.0,0.0,-255857.0,-239427.0,0.0,-16430.0,-0.67,-150120.0,,,,,,,,,,,,,,,
2007/04,1218.0,泰山企業,10563511.0,8383788.0,2179723.0,2429185.0,-251096.0,15619.0,9269.0,6350.0,0.0,0.0,0.0,6350.0,50043.0,0.0,-43693.0,0.17,266715.0,,,,,,,,,,,,,,,
2007/04,1219.0,福壽實業,7888852.0,7079222.0,809630.0,594871.0,214759.0,223054.0,62647.0,160407.0,0.0,0.0,0.0,160407.0,169255.0,0.0,-8848.0,0.63,8295.0,,,,,,,,,,,,,,,
2007/04,1220.0,台榮,3099073.0,2897865.0,201208.0,218981.0,-17773.0,-25624.0,10336.0,-35960.0,0.0,0.0,0.0,-35960.0,-34774.0,0.0,-1186.0,-0.2,-7851.0,,,,,,,,,,,,,,,
2007/04,1225.0,福懋油,9707373.0,9076509.0,630864.0,370939.0,259247.0,223932.0,20441.0,203491.0,0.0,0.0,0.0,203491.0,183350.0,0.0,20141.0,1.13,-35315.0,,,,,,,,,,,,,,,
2007/04,1227.0,佳格,10942107.0,6847476.0,4094631.0,3510859.0,583772.0,543253.0,155085.0,388168.0,0.0,0.0,0.0,388168.0,381168.0,0.0,7000.0,1.2,-40519.0,,,,,,,,,,,,,,,
2007/04,1229.0,聯華實業,5726724.0,5470846.0,255878.0,393303.0,-137425.0,1418262.0,55324.0,1362938.0,0.0,0.0,0.0,1362938.0,1482143.0,0.0,-119205.0,2.09,1555687.0,,,,,,,,,,,,,,,
2007/04,1231.0,聯華食品,3519412.0,2545313.0,974099.0,849005.0,125094.0,101102.0,25999.0,75103.0,0.0,0.0,0.0,75103.0,81057.0,0.0,-5954.0,0.7,-23992.0,,,,,,,,,,,,,,,
