年季,公司代號,公司名稱,營業收入,營業成本,營業毛利（毛損）,營業費用,營業利益（損失）,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,其他綜合損益（淨額）,會計原則變動累積影響數,本期綜合損益總額,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,營業外收入及支出,利息淨收益,利息以外淨收益,呆帳費用,會計原則變動之累積影響數,稀釋每股盈餘,利息收入,減：利息費用,淨收益,收回(提存)各項保險責任準備淨額,收入,費用,列計非常損益及會計原則變動累積影響數前損益,營業支出,換算匯率,換算匯率參考依據
2012/01,1101.0,台泥,26507496.0,23178546.0,3328950.0,1147336.0,2181614.0,2478001.0,445360.0,2032641.0,0.0,0.0,0.0,2032641.0,1468039.0,0.0,564602.0,0.4,296387.0,,,,,,,,,,,,,,,
2012/01,1102.0,亞泥,13305039.0,12215899.0,1089140.0,487989.0,597649.0,1884014.0,126786.0,1757228.0,0.0,0.0,0.0,1757228.0,1660653.0,0.0,96575.0,0.53,1286365.0,,,,,,,,,,,,,,,
2012/01,1103.0,嘉泥,1001971.0,953049.0,48922.0,78233.0,-29311.0,234246.0,27048.0,207198.0,0.0,0.0,0.0,207198.0,200036.0,0.0,7162.0,0.32,263557.0,,,,,,,,,,,,,,,
2012/01,1104.0,環球水泥,1152461.0,1055229.0,97232.0,86693.0,10539.0,147534.0,1502.0,146032.0,0.0,0.0,0.0,146032.0,144453.0,0.0,1579.0,0.24,136995.0,,,,,,,,,,,,,,,
2012/01,1108.0,幸福水泥,948413.0,889456.0,58957.0,75473.0,-16516.0,131416.0,11266.0,120150.0,0.0,0.0,0.0,120150.0,120551.0,0.0,-401.0,0.3,147932.0,,,,,,,,,,,,,,,
2012/01,1109.0,信大水泥,794753.0,710215.0,84538.0,63991.0,20547.0,16789.0,4178.0,12611.0,0.0,0.0,0.0,12611.0,15738.0,0.0,-3127.0,0.04,-3758.0,,,,,,,,,,,,,,,
2012/01,1110.0,東泥,382475.0,346350.0,36125.0,12966.0,23159.0,104959.0,15313.0,89646.0,0.0,0.0,0.0,89646.0,89398.0,0.0,248.0,0.16,81800.0,,,,,,,,,,,,,,,
2012/01,1201.0,味全公司,6450985.0,4001734.0,2449251.0,2147749.0,301502.0,302619.0,83534.0,219085.0,0.0,0.0,0.0,219085.0,245934.0,0.0,-26849.0,0.49,1117.0,,,,,,,,,,,,,,,
2012/01,1203.0,味王公司,1521720.0,1252491.0,269229.0,198237.0,70992.0,-4883.0,10590.0,-15473.0,0.0,0.0,0.0,-15473.0,-16300.0,0.0,827.0,-0.07,-75875.0,,,,,,,,,,,,,,,
2012/01,1210.0,大成長城,21089000.0,19230095.0,1858905.0,1456259.0,402646.0,473614.0,54236.0,419378.0,0.0,0.0,0.0,419378.0,240077.0,0.0,179301.0,0.49,70968.0,,,,,,,,,,,,,,,
