年季,公司代號,公司名稱,營業收入,營業成本,營業毛利（毛損）,營業費用,營業利益（損失）,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,其他綜合損益（淨額）,會計原則變動累積影響數,本期綜合損益總額,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,營業外收入及支出,利息淨收益,利息以外淨收益,呆帳費用,會計原則變動之累積影響數,稀釋每股盈餘,收入,費用,列計非常損益及會計原則變動累積影響數前損益,營業支出,換算匯率,換算匯率參考依據
2006/02,1101.0,台泥,28803403.0,24097042.0,4706361.0,1206631.0,3499730.0,3545224.0,519720.0,3025504.0,0.0,0.0,16259.0,3041763.0,2502949.0,0.0,538814.0,0.81,45494.0,,,,,,,,,,,
2006/02,1102.0,亞泥,14762508.0,12553383.0,2209125.0,493719.0,1715406.0,3971782.0,419825.0,3551957.0,0.0,0.0,121981.0,3673938.0,3694331.0,0.0,-20393.0,1.57,2256376.0,,,,,,,,,,,
2006/02,1103.0,嘉泥,4947977.0,3966513.0,981464.0,616819.0,364645.0,3072453.0,206137.0,2866316.0,0.0,0.0,55686.0,2922002.0,2385333.0,0.0,536669.0,4.68,2707808.0,,,,,,,,,,,
2006/02,1104.0,環球水泥,3306182.0,3060493.0,245689.0,355182.0,-109493.0,194184.0,45285.0,148899.0,0.0,0.0,274551.0,423450.0,415881.0,0.0,7569.0,0.82,303677.0,,,,,,,,,,,
2006/02,1108.0,幸福水泥,2907796.0,2476496.0,431300.0,165272.0,266028.0,227773.0,11935.0,215838.0,0.0,0.0,0.0,215838.0,216783.0,0.0,-945.0,0.54,-38255.0,,,,,,,,,,,
2006/02,1109.0,信大水泥,1425158.0,1043232.0,381926.0,105568.0,276358.0,329983.0,72946.0,257037.0,0.0,0.0,240446.0,497483.0,482734.0,0.0,14749.0,1.13,53625.0,,,,,,,,,,,
2006/02,1110.0,東泥,942411.0,757393.0,185018.0,39181.0,145837.0,196169.0,33209.0,162960.0,0.0,0.0,-593.0,162367.0,162220.0,0.0,147.0,0.28,50332.0,,,,,,,,,,,
2006/02,1201.0,味全公司,8776429.0,5902954.0,2873475.0,2591132.0,282343.0,221136.0,15856.0,205280.0,0.0,0.0,-21527.0,183753.0,199194.0,0.0,-15441.0,0.39,-61207.0,,,,,,,,,,,
2006/02,1203.0,味王公司,2170129.0,1743787.0,426342.0,383567.0,42775.0,-73970.0,8137.0,-82107.0,0.0,0.0,0.0,-82107.0,-85583.0,0.0,3476.0,-0.41,-116745.0,,,,,,,,,,,
2006/02,1210.0,大成長城,17987013.0,16126785.0,1860228.0,1555941.0,304287.0,497947.0,117558.0,380389.0,0.0,0.0,0.0,380389.0,296875.0,0.0,83514.0,0.84,193660.0,,,,,,,,,,,
2006/02,1213.0,大飲,352101.0,295099.0,57002.0,59204.0,-2202.0,-1091.0,1563.0,-2654.0,0.0,0.0,0.0,-2654.0,-2654.0,0.0,0.0,-0.06,1111.0,,,,,,,,,,,
2006/02,1215.0,卜蜂企業,4545595.0,4104281.0,441314.0,376633.0,64681.0,78753.0,-2109.0,80862.0,0.0,0.0,0.0,80862.0,78052.0,0.0,2810.0,0.34,14072.0,,,,,,,,,,,
2006/02,1216.0,統一,115804704.0,82085761.0,33718943.0,31047468.0,2671475.0,3465429.0,945546.0,2519883.0,0.0,0.0,432042.0,2951925.0,2073896.0,0.0,878029.0,0.62,793954.0,,,,,,,,,,,
2006/02,1217.0,愛之味,2962582.0,1908840.0,1053742.0,935796.0,117946.0,17035.0,-5387.0,22422.0,0.0,0.0,-250.0,22172.0,18042.0,0.0,4130.0,0.05,-100911.0,,,,,,,,,,,
2006/02,1218.0,泰山企業,4165004.0,3235169.0,929835.0,1012451.0,-82548.0,-97283.0,5298.0,-102581.0,0.0,0.0,-26731.0,-129312.0,-84229.0,0.0,-45083.0,-0.28,-14735.0,,,,,,,,,,,
2006/02,1219.0,福壽實業,2680062.0,2387547.0,292515.0,248318.0,44197.0,54625.0,14304.0,40321.0,0.0,0.0,1110.0,41431.0,46654.0,0.0,-5223.0,0.17,10428.0,,,,,,,,,,,
2006/02,1220.0,台榮,1503236.0,1396245.0,106991.0,105186.0,1805.0,23800.0,2125.0,21675.0,0.0,0.0,50916.0,72591.0,70227.0,0.0,2364.0,0.34,21995.0,,,,,,,,,,,
2006/02,1225.0,福懋油,2983541.0,2853050.0,130491.0,141816.0,-11387.0,-22419.0,-12352.0,-10067.0,0.0,0.0,-1613.0,-11680.0,-11297.0,0.0,-383.0,-0.07,-11032.0,,,,,,,,,,,
2006/02,1227.0,佳格,4259746.0,2591168.0,1668578.0,1374245.0,294333.0,254919.0,84801.0,170118.0,0.0,0.0,3321.0,173439.0,175333.0,0.0,-1894.0,0.55,-39414.0,,,,,,,,,,,
2006/02,1229.0,聯華實業,2237019.0,2071411.0,165608.0,213464.0,-47856.0,520631.0,18037.0,502594.0,0.0,0.0,2180.0,504774.0,523280.0,0.0,-18506.0,0.78,568487.0,,,,,,,,,,,
2006/02,1231.0,聯華食品,1727468.0,1261569.0,465899.0,486986.0,-21087.0,-15894.0,-1555.0,-14339.0,0.0,0.0,29.0,-14310.0,-10588.0,0.0,-3722.0,-0.09,5193.0,,,,,,,,,,,
2006/02,1232.0,大統益,4734193.0,4368211.0,365982.0,189547.0,176435.0,200345.0,51237.0,149108.0,0.0,0.0,576.0,149684.0,150630.0,0.0,-946.0,0.94,23910.0,,,,,,,,,,,
2006/02,1233.0,天仁,862835.0,347375.0,515460.0,419329.0,96131.0,97728.0,10233.0,87495.0,0.0,0.0,0.0,87495.0,86969.0,0.0,526.0,1.04,1597.0,,,,,,,,,,,
2006/02,1234.0,黑松,1919949.0,1253626.0,666323.0,736328.0,-70005.0,73274.0,46066.0,27208.0,0.0,0.0,0.0,27208.0,27294.0,0.0,-86.0,0.05,143279.0,,,,,,,,,,,
2006/02,1235.0,興泰,367824.0,327983.0,39841.0,39489.0,352.0,4038.0,942.0,3096.0,0.0,0.0,0.0,3096.0,2381.0,0.0,715.0,0.06,3686.0,,,,,,,,,,,
2006/02,1236.0,宏亞食品,846617.0,569465.0,277152.0,220146.0,57006.0,62859.0,23211.0,39648.0,0.0,0.0,646.0,40294.0,40294.0,0.0,0.0,0.5,5853.0,,,,,,,,,,,
2006/02,1301.0,台塑,74314018.0,65478398.0,8835620.0,3828195.0,5037390.0,12235575.0,426965.0,11808610.0,0.0,0.0,-229701.0,11578909.0,11578909.0,0.0,0.0,2.02,7198185.0,,,,,,,,,,,
