年季,公司代號,公司名稱,營業收入,營業成本,營業毛利（毛損）,營業費用,營業利益（損失）,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,其他綜合損益（淨額）,會計原則變動累積影響數,本期綜合損益總額,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,營業外收入及支出,利息淨收益,利息以外淨收益,呆帳費用,會計原則變動之累積影響數,稀釋每股盈餘,收入,費用,列計非常損益及會計原則變動累積影響數前損益,營業支出,換算匯率,換算匯率參考依據
2006/02,1303.0,南亞塑膠,131256740.0,108511516.0,22745224.0,7931661.0,14794566.0,23954609.0,2967680.0,20986929.0,0.0,0.0,-168157.0,20818772.0,19382698.0,0.0,1436074.0,2.54,9160043.0,,,,,,,,,,,
2006/02,1304.0,台聚,20698085.0,18951828.0,1746257.0,1274395.0,471862.0,539997.0,111829.0,428168.0,0.0,0.0,17714.0,445882.0,241075.0,0.0,204807.0,0.33,68135.0,,,,,,,,,,,
2006/02,1305.0,華夏,5700770.0,5196414.0,504356.0,494581.0,9775.0,36895.0,2313.0,34582.0,0.0,0.0,3061.0,37643.0,47298.0,0.0,-9655.0,0.11,27120.0,,,,,,,,,,,
2006/02,1307.0,三芳化工,2995161.0,2306784.0,688377.0,444112.0,244265.0,253578.0,15381.0,238197.0,0.0,0.0,0.0,238197.0,238197.0,0.0,0.0,0.95,9313.0,,,,,,,,,,,
2006/02,1308.0,亞聚,2282165.0,2082673.0,199492.0,89385.0,110107.0,210500.0,44375.0,166125.0,0.0,0.0,3363.0,169488.0,169488.0,0.0,0.0,0.65,100393.0,,,,,,,,,,,
2006/02,1309.0,台達化工,6307710.0,6029954.0,277756.0,267969.0,9787.0,15655.0,1951.0,13704.0,0.0,0.0,2543.0,16247.0,16247.0,0.0,0.0,0.06,5868.0,,,,,,,,,,,
2006/02,1310.0,台苯,8366244.0,7837593.0,528651.0,379242.0,149409.0,190959.0,54751.0,136208.0,0.0,0.0,104.0,136312.0,144985.0,0.0,-8673.0,0.29,41550.0,,,,,,,,,,,
2006/02,1312.0,國喬石化,13064828.0,11586249.0,1478579.0,603898.0,874681.0,725196.0,116356.0,608840.0,0.0,0.0,0.0,608840.0,495344.0,0.0,113496.0,0.95,-149485.0,,,,,,,,,,,
2006/02,1313.0,聯成,10388646.0,9358404.0,1030242.0,472819.0,557423.0,923797.0,161335.0,762462.0,0.0,0.0,0.0,762462.0,722500.0,0.0,39962.0,0.97,366374.0,,,,,,,,,,,
2006/02,1314.0,中石化,17538819.0,15933518.0,1605301.0,603265.0,1002036.0,1140212.0,10333.0,1129879.0,0.0,0.0,44413.0,1174292.0,1186610.0,0.0,-12318.0,0.7,138176.0,,,,,,,,,,,
2006/02,1315.0,達新工業,2194600.0,1809657.0,384943.0,341497.0,43446.0,66721.0,13843.0,52878.0,0.0,0.0,0.0,52878.0,51980.0,0.0,898.0,0.23,23275.0,,,,,,,,,,,
2006/02,1316.0,上曜,536637.0,437750.0,98887.0,62414.0,36473.0,58401.0,-23.0,58424.0,0.0,0.0,0.0,58424.0,40288.0,0.0,18136.0,0.57,21928.0,,,,,,,,,,,
2006/02,1319.0,東陽,7096259.0,5506514.0,1589745.0,1296167.0,293578.0,314542.0,69548.0,244994.0,0.0,0.0,-10864.0,234130.0,324300.0,0.0,-90170.0,0.81,20964.0,,,,,,,,,,,
2006/02,1321.0,大洋,2641529.0,2334441.0,307088.0,178449.0,128639.0,-447255.0,31768.0,-479023.0,0.0,0.0,559403.0,80380.0,80969.0,0.0,-589.0,0.38,-575894.0,,,,,,,,,,,
2006/02,1323.0,永裕,859617.0,684603.0,175014.0,132036.0,42978.0,46067.0,9938.0,36129.0,0.0,0.0,0.0,36129.0,30072.0,0.0,6057.0,0.4,3089.0,,,,,,,,,,,
2006/02,1324.0,地球工業,520991.0,469534.0,51457.0,73607.0,-22150.0,-5964.0,-145.0,-5819.0,0.0,0.0,0.0,-5819.0,-5819.0,0.0,0.0,-0.07,16186.0,,,,,,,,,,,
2006/02,1325.0,恒大,447116.0,378542.0,68574.0,32492.0,36082.0,39359.0,18467.0,20892.0,0.0,0.0,0.0,20892.0,21870.0,0.0,-978.0,0.25,3277.0,,,,,,,,,,,
2006/02,1326.0,台化,93500301.0,81574898.0,11925403.0,3928927.0,7996476.0,12835488.0,947432.0,11888056.0,0.0,0.0,-93370.0,11794686.0,11384072.0,0.0,410614.0,2.06,4839012.0,,,,,,,,,,,
2006/02,1402.0,遠東新,69438667.0,48587522.0,20851145.0,11768036.0,9083387.0,9750234.0,1738919.0,8011315.0,0.0,0.0,30509.0,8041824.0,4635441.0,0.0,3406383.0,1.13,666847.0,,,,,,,,,,,
2006/02,1409.0,新纖,13467522.0,12927042.0,540480.0,749342.0,-208862.0,668477.0,117314.0,551163.0,0.0,0.0,-3831.0,547332.0,558764.0,0.0,-11432.0,0.42,877339.0,,,,,,,,,,,
2006/02,1410.0,南染,269926.0,231142.0,38784.0,49746.0,-10962.0,-11548.0,-1932.0,-9616.0,0.0,0.0,0.0,-9616.0,-7579.0,0.0,-2037.0,-0.08,-586.0,,,,,,,,,,,
2006/02,1413.0,宏洲纖維,2035728.0,2123965.0,-88237.0,56765.0,-145002.0,-144190.0,-17409.0,-126781.0,0.0,0.0,16701.0,-110080.0,-119357.0,0.0,9277.0,-0.43,812.0,,,,,,,,,,,
2006/02,1416.0,廣豐,313357.0,268689.0,44668.0,110684.0,-66016.0,11707.0,0.0,11707.0,-106.0,0.0,0.0,11601.0,11649.0,0.0,-48.0,0.02,77723.0,,,,,,,,,,,
2006/02,1417.0,嘉裕,909739.0,674509.0,235230.0,336319.0,-101089.0,12908.0,15011.0,-2103.0,0.0,0.0,22444.0,20341.0,20384.0,0.0,-43.0,0.05,113997.0,,,,,,,,,,,
2006/02,1418.0,東華,1655060.0,1712547.0,-57487.0,103858.0,-161345.0,-45648.0,-6828.0,-38820.0,0.0,0.0,0.0,-38820.0,-38804.0,0.0,-16.0,-0.16,115697.0,,,,,,,,,,,
2006/02,1419.0,新紡,314353.0,240033.0,74320.0,90966.0,-16646.0,23504.0,75.0,23429.0,0.0,0.0,7164.0,30593.0,30593.0,0.0,0.0,0.1,40150.0,,,,,,,,,,,
2006/02,1432.0,大魯閣,1424282.0,1402364.0,21918.0,106130.0,-84212.0,-81368.0,12160.0,-93528.0,-69008.0,0.0,118255.0,-44281.0,-44025.0,0.0,-256.0,-0.88,2844.0,,,,,,,,,,,
2006/02,1434.0,福懋興業,18178832.0,15810256.0,2368576.0,1147414.0,1221162.0,1223582.0,204468.0,1019114.0,0.0,0.0,-186075.0,833039.0,756347.0,0.0,76692.0,0.45,2420.0,,,,,,,,,,,
2006/02,1435.0,中福國際,48902.0,42584.0,6318.0,19838.0,-13520.0,23349.0,1037.0,22312.0,0.0,0.0,680.0,22992.0,30651.0,0.0,-7659.0,0.28,36869.0,,,,,,,,,,,
2006/02,1436.0,華友聯,38711.0,32125.0,6586.0,31072.0,-24486.0,37333.0,346.0,36987.0,0.0,0.0,14636.0,51623.0,51623.0,0.0,0.0,0.17,61819.0,,,,,,,,,,,
2006/02,1437.0,勤益投控,1174716.0,987238.0,187478.0,82546.0,104932.0,97318.0,6463.0,90855.0,0.0,0.0,13092.0,103947.0,104666.0,0.0,-719.0,0.67,-7614.0,,,,,,,,,,,
2006/02,1438.0,裕豐,20812.0,20737.0,75.0,10318.0,-10243.0,-29414.0,0.0,-29414.0,0.0,0.0,0.0,-29414.0,-29414.0,0.0,0.0,-0.31,-19171.0,,,,,,,,,,,
2006/02,1440.0,南紡,8307547.0,7520247.0,787300.0,599984.0,187316.0,165964.0,83907.0,82057.0,0.0,0.0,0.0,82057.0,85734.0,0.0,-3677.0,0.06,-21352.0,,,,,,,,,,,
2006/02,1441.0,大東紡織,804221.0,729730.0,74491.0,57937.0,16554.0,-26038.0,-1013.0,-25025.0,0.0,0.0,22166.0,-2859.0,-2859.0,0.0,0.0,-0.03,-42592.0,,,,,,,,,,,
2006/02,1442.0,名軒,136370.0,87856.0,48514.0,18405.0,30109.0,33307.0,0.0,33307.0,0.0,0.0,9.0,33316.0,33316.0,0.0,0.0,0.15,3198.0,,,,,,,,,,,
2006/02,1443.0,立益紡織,2036965.0,1875653.0,161312.0,154746.0,6566.0,-40709.0,6885.0,-47594.0,0.0,0.0,5138.0,-42456.0,-35223.0,0.0,-7233.0,-0.15,-47275.0,,,,,,,,,,,
2006/02,1444.0,力麗,10961456.0,10405565.0,555891.0,504485.0,51406.0,15750.0,16398.0,-648.0,0.0,0.0,22728.0,22080.0,-95129.0,0.0,117209.0,-0.14,-35656.0,,,,,,,,,,,
2006/02,1445.0,大宇紡織,1003153.0,921301.0,81852.0,84526.0,-2674.0,4616.0,-2801.0,7417.0,0.0,0.0,-4956.0,2461.0,2465.0,0.0,-4.0,0.02,7290.0,,,,,,,,,,,
2006/02,1446.0,宏和,831079.0,628685.0,202394.0,181624.0,20770.0,-40256.0,2423.0,-42679.0,0.0,0.0,1464.0,-41215.0,-41215.0,0.0,0.0,-0.18,-61026.0,,,,,,,,,,,
2006/02,1447.0,力鵬,8013599.0,7572198.0,441401.0,261268.0,180133.0,196137.0,17400.0,178737.0,0.0,0.0,-4753.0,173984.0,173984.0,0.0,0.0,0.3,16004.0,,,,,,,,,,,
2006/02,1449.0,佳和實業,3099045.0,3429568.0,-330523.0,444369.0,-774892.0,-502347.0,26.0,-502373.0,0.0,0.0,20737.0,-481636.0,-401037.0,0.0,-80599.0,-1.33,272545.0,,,,,,,,,,,
2006/02,1451.0,年興紡織,7197160.0,6480687.0,716473.0,469384.0,247089.0,883669.0,161594.0,722075.0,0.0,0.0,-8918.0,713157.0,738918.0,0.0,-25761.0,1.23,636580.0,,,,,,,,,,,
2006/02,1452.0,宏益,908036.0,869391.0,38645.0,36018.0,2627.0,-2984.0,3950.0,-6934.0,0.0,0.0,10465.0,3531.0,3531.0,0.0,0.0,0.02,-5611.0,,,,,,,,,,,
2006/02,1453.0,大將,221635.0,205939.0,15696.0,19419.0,-3723.0,-23176.0,-1768.0,-21408.0,0.0,0.0,87.0,-21321.0,-21272.0,0.0,-49.0,-0.27,-19453.0,,,,,,,,,,,
2006/02,1454.0,台富,1048092.0,996811.0,51281.0,75753.0,-24472.0,-18197.0,-3641.0,-14556.0,0.0,0.0,0.0,-14556.0,-14556.0,0.0,0.0,-0.11,6275.0,,,,,,,,,,,
2006/02,1455.0,集盛,5083270.0,4888498.0,194772.0,179353.0,15419.0,46618.0,16236.0,30382.0,0.0,0.0,0.0,30382.0,30383.0,0.0,-1.0,0.06,31199.0,,,,,,,,,,,
2006/02,1456.0,怡華,1475485.0,1400075.0,75410.0,126827.0,-51417.0,-92780.0,5283.0,-98063.0,0.0,0.0,0.0,-98063.0,-97969.0,0.0,-94.0,-0.44,-41363.0,,,,,,,,,,,
2006/02,1457.0,宜進,2735956.0,2734056.0,1900.0,70749.0,-68849.0,-117263.0,-845.0,-116418.0,0.0,0.0,1050.0,-115368.0,-106701.0,0.0,-8667.0,-0.33,-48414.0,,,,,,,,,,,
2006/02,1459.0,聯發紡織,1564994.0,1516461.0,48533.0,76552.0,-28019.0,-4807.0,321.0,-5128.0,0.0,0.0,2294.0,-2834.0,-2487.0,0.0,-347.0,-0.01,23212.0,,,,,,,,,,,
2006/02,1460.0,宏遠,2848593.0,2378648.0,469945.0,411942.0,58003.0,75114.0,4363.0,70751.0,0.0,0.0,0.0,70751.0,70757.0,0.0,-6.0,0.16,17111.0,,,,,,,,,,,
2006/02,1463.0,強盛染整,415163.0,385752.0,29411.0,63670.0,-34259.0,-36189.0,2463.0,-38652.0,0.0,0.0,0.0,-38652.0,-37864.0,0.0,-788.0,0.0,-1930.0,,,,,,,,,,,
2006/02,1464.0,得力實業,1287476.0,1142105.0,145371.0,174914.0,-29543.0,-25994.0,-1880.0,-24114.0,0.0,0.0,0.0,-24114.0,-39784.0,0.0,15670.0,-0.23,3549.0,,,,,,,,,,,
2006/02,1465.0,偉全實業,1077037.0,917334.0,159703.0,102368.0,57335.0,67690.0,2768.0,64922.0,0.0,0.0,-493.0,64429.0,42474.0,0.0,21955.0,0.49,10355.0,,,,,,,,,,,
2006/02,1466.0,聚隆,1528623.0,1361517.0,167106.0,89047.0,78059.0,51118.0,-1317.0,52435.0,0.0,0.0,0.0,52435.0,52435.0,0.0,0.0,0.73,-26941.0,,,,,,,,,,,
2006/02,1467.0,南緯實業,3060866.0,2503458.0,557408.0,425822.0,131586.0,220832.0,74712.0,146120.0,0.0,0.0,0.0,146120.0,122238.0,0.0,23882.0,0.88,89246.0,,,,,,,,,,,
2006/02,1468.0,昶和纖維,874361.0,768224.0,106137.0,98701.0,7436.0,3885.0,546.0,3339.0,0.0,0.0,0.0,3339.0,3096.0,0.0,243.0,0.02,-3551.0,,,,,,,,,,,
2006/02,1469.0,理隆纖維,429750.0,370551.0,59199.0,28135.0,31064.0,33958.0,-75.0,34033.0,0.0,0.0,-1209.0,32824.0,32821.0,0.0,3.0,0.26,2894.0,,,,,,,,,,,
2006/02,1471.0,首利,2394932.0,2241211.0,153721.0,145915.0,7806.0,-12242.0,7506.0,-19748.0,0.0,0.0,0.0,-19748.0,-19748.0,0.0,0.0,-0.14,-20048.0,,,,,,,,,,,
2006/02,1472.0,三洋紡,709117.0,677148.0,31969.0,50220.0,-18251.0,-24455.0,220.0,-24675.0,0.0,0.0,897.0,-23778.0,-24101.0,0.0,323.0,-0.3,-6204.0,,,,,,,,,,,
2006/02,1473.0,台南企業,4692593.0,3639538.0,1053055.0,709927.0,343128.0,406194.0,95264.0,310930.0,0.0,0.0,0.0,310930.0,311063.0,0.0,-133.0,2.45,63066.0,,,,,,,,,,,
2006/02,1474.0,弘裕,1840166.0,1683772.0,156394.0,101996.0,54398.0,69881.0,24440.0,45441.0,0.0,0.0,0.0,45441.0,45441.0,0.0,0.0,0.37,15483.0,,,,,,,,,,,
2006/02,1475.0,本盟光電,409731.0,439125.0,-29394.0,60803.0,-90197.0,-111140.0,-375.0,-110765.0,0.0,0.0,0.0,-110765.0,-90983.0,0.0,-19782.0,-2.0,-20943.0,,,,,,,,,,,
2006/02,1476.0,儒鴻,2532155.0,2057101.0,475054.0,315986.0,159068.0,144131.0,37450.0,106681.0,0.0,0.0,490.0,107171.0,107444.0,0.0,-273.0,0.75,-14937.0,,,,,,,,,,,
2006/02,1477.0,聚陽實業,5480996.0,4358729.0,1122267.0,590564.0,531703.0,495204.0,143812.0,351392.0,0.0,0.0,0.0,351392.0,351718.0,0.0,-326.0,2.86,-36499.0,,,,,,,,,,,
2006/02,1503.0,士電,8512057.0,6948720.0,1563337.0,943594.0,619743.0,587798.0,155752.0,432046.0,0.0,0.0,0.0,432046.0,413457.0,0.0,18589.0,0.79,-31945.0,,,,,,,,,,,
2006/02,1504.0,東元電機,20399539.0,16190563.0,4208976.0,3186498.0,1018773.0,1231194.0,222366.0,1008828.0,0.0,0.0,42161.0,1050989.0,1023322.0,0.0,27667.0,0.55,212421.0,,,,,,,,,,,
2006/02,1506.0,正道,647926.0,510117.0,137809.0,128117.0,9692.0,-7874.0,22566.0,-30440.0,0.0,0.0,7369.0,-23071.0,-20347.0,0.0,-2724.0,-0.2,-17566.0,,,,,,,,,,,
2006/02,1507.0,永大機電,3692142.0,2642019.0,1050123.0,709152.0,340971.0,397761.0,83343.0,314418.0,0.0,0.0,38349.0,352767.0,297951.0,0.0,54816.0,0.72,56790.0,,,,,,,,,,,
2006/02,1512.0,瑞利,1648872.0,1502174.0,146698.0,270511.0,-123813.0,-104750.0,-27206.0,-77544.0,0.0,0.0,0.0,-77544.0,-79149.0,0.0,1605.0,-0.45,19063.0,,,,,,,,,,,
2006/02,1513.0,中興電,4944885.0,3735604.0,1209281.0,740679.0,468602.0,506333.0,123480.0,382853.0,0.0,0.0,5296.0,388149.0,396603.0,0.0,-8454.0,0.92,37731.0,,,,,,,,,,,
2006/02,1514.0,亞力電機,1697765.0,1428856.0,268909.0,218978.0,49931.0,41382.0,1361.0,40021.0,0.0,0.0,-503.0,39518.0,35793.0,0.0,3725.0,0.19,-8549.0,,,,,,,,,,,
2006/02,1515.0,力山,2421144.0,1906261.0,514883.0,524423.0,-7882.0,-8168.0,7769.0,-15937.0,0.0,0.0,16297.0,360.0,1647.0,0.0,-1287.0,0.01,-286.0,,,,,,,,,,,
2006/02,1516.0,川飛,412862.0,357931.0,54931.0,59233.0,-4302.0,80.0,-202.0,282.0,0.0,0.0,0.0,282.0,282.0,0.0,0.0,0.0,4382.0,,,,,,,,,,,
2006/02,1517.0,利奇機械,1292997.0,1153766.0,139231.0,131479.0,7752.0,69384.0,12835.0,56549.0,0.0,0.0,-6332.0,50217.0,43213.0,0.0,7004.0,0.19,61632.0,,,,,,,,,,,
2006/02,1519.0,華城電機,2578563.0,2086068.0,492495.0,191773.0,300722.0,273974.0,62695.0,211279.0,0.0,0.0,-212.0,211067.0,211904.0,0.0,-837.0,1.04,-26748.0,,,,,,,,,,,
2006/02,1521.0,大億,1782715.0,1482343.0,300372.0,210750.0,86595.0,102902.0,3186.0,99716.0,0.0,0.0,0.0,99716.0,99716.0,0.0,0.0,1.31,16307.0,,,,,,,,,,,
2006/02,1522.0,堤維西,4343420.0,3606702.0,736718.0,661003.0,84412.0,-8610.0,-7347.0,-1263.0,0.0,0.0,-1049.0,-2312.0,26537.0,0.0,-28849.0,-0.01,-93022.0,,,,,,,,,,,
2006/02,1523.0,臺灣開億,2464101.0,2154548.0,309553.0,311262.0,-1709.0,-13081.0,-16484.0,3403.0,0.0,0.0,19348.0,22751.0,27660.0,0.0,-4909.0,0.17,-11372.0,,,,,,,,,,,
2006/02,1524.0,耿鼎企業,1342878.0,1089779.0,253099.0,184120.0,68979.0,73108.0,6859.0,66249.0,0.0,0.0,-9986.0,56263.0,56263.0,0.0,0.0,0.46,4129.0,,,,,,,,,,,
2006/02,1525.0,江申工業,713246.0,615777.0,97469.0,58901.0,38568.0,94748.0,4201.0,90547.0,0.0,0.0,6424.0,96971.0,96971.0,0.0,0.0,1.74,56180.0,,,,,,,,,,,
2006/02,1526.0,日馳,220008.0,220893.0,-885.0,58862.0,-59747.0,-35625.0,-1951.0,-33674.0,0.0,0.0,0.0,-33674.0,-33674.0,0.0,0.0,-0.63,24122.0,,,,,,,,,,,
2006/02,1527.0,鑽全,1705886.0,1046886.0,659000.0,143522.0,515478.0,473553.0,123367.0,350186.0,0.0,0.0,-81113.0,269073.0,269073.0,0.0,0.0,1.44,-41925.0,,,,,,,,,,,
2006/02,1528.0,恩德,1719661.0,1315187.0,404474.0,270011.0,134463.0,119923.0,25446.0,94477.0,0.0,0.0,0.0,94477.0,96900.0,0.0,-2423.0,1.12,-14540.0,,,,,,,,,,,
2006/02,1529.0,樂士,1135952.0,1048962.0,86990.0,46066.0,40924.0,6887.0,12785.0,-5898.0,0.0,0.0,0.0,-5898.0,-5904.0,0.0,6.0,-0.06,-34037.0,,,,,,,,,,,
2006/02,1530.0,亞崴機電,1448494.0,1026161.0,422333.0,202075.0,220258.0,225733.0,55118.0,170615.0,0.0,0.0,0.0,170615.0,170605.0,0.0,10.0,2.94,5475.0,,,,,,,,,,,
2006/02,1531.0,高林股,2092145.0,1435654.0,656491.0,289823.0,366668.0,240050.0,82325.0,157725.0,0.0,0.0,0.0,157725.0,113798.0,0.0,43927.0,0.78,-126618.0,,,,,,,,,,,
2006/02,1532.0,勤美,6177180.0,5333631.0,843549.0,445932.0,397617.0,824866.0,82080.0,742786.0,0.0,0.0,-4026.0,738760.0,538935.0,0.0,199825.0,2.78,427249.0,,,,,,,,,,,
2006/02,1533.0,車王電,1228865.0,801518.0,427347.0,249662.0,177685.0,178426.0,38597.0,139829.0,0.0,0.0,126.0,139955.0,139955.0,0.0,0.0,1.46,741.0,,,,,,,,,,,
2006/02,1535.0,中宇,1289266.0,1143682.0,145584.0,80040.0,65544.0,94488.0,20849.0,73639.0,0.0,0.0,18865.0,92504.0,92504.0,0.0,0.0,1.03,28944.0,,,,,,,,,,,
2006/02,1536.0,和大工業,1144555.0,800398.0,344157.0,204351.0,139806.0,107414.0,32714.0,74700.0,0.0,0.0,167.0,74867.0,82953.0,0.0,-8086.0,0.84,-32392.0,,,,,,,,,,,
2006/02,1537.0,廣隆光電,853528.0,687003.0,166525.0,105652.0,60873.0,64073.0,16630.0,47443.0,0.0,0.0,151.0,47594.0,47594.0,0.0,0.0,0.72,3200.0,,,,,,,,,,,
2006/02,1538.0,正峰新,2695504.0,2117416.0,578088.0,495655.0,82433.0,64570.0,13070.0,51500.0,0.0,0.0,44.0,51544.0,50444.0,0.0,1100.0,0.44,-17863.0,,,,,,,,,,,
2006/02,1539.0,巨庭機械,718608.0,666275.0,52333.0,70654.0,-18321.0,-19320.0,-4103.0,-15217.0,0.0,0.0,0.0,-15217.0,-15217.0,0.0,0.0,-0.24,-999.0,,,,,,,,,,,
