年季,公司代號,公司名稱,營業收入,營業成本,營業毛利（毛損）,營業費用,營業利益（損失）,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,其他綜合損益（淨額）,會計原則變動累積影響數,本期綜合損益總額,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,營業外收入及支出,利息收入,減：利息費用,利息淨收益,利息以外淨收益,淨收益,呆帳費用,收回(提存)各項保險責任準備淨額,會計原則變動之累積影響數,稀釋每股盈餘,換算匯率,換算匯率參考依據
2006/01,1605.0,華新,21586524.0,20133910.0,1452614.0,608691.0,843923.0,1310287.0,167038.0,1143249.0,0.0,0.0,543930.0,1687179.0,1493813.0,0.0,193366.0,0.47,466364.0,,,,,,,,,,,
2006/01,2308.0,台達電,22190489.0,17167317.0,5023172.0,2187270.0,2835902.0,3171933.0,380520.0,2791413.0,0.0,0.0,27822.0,2819235.0,2621444.0,0.0,197791.0,1.54,336031.0,,,,,,,,,,,
2006/01,2880.0,華南金,,,,4248780.0,,2327183.0,501289.0,1825894.0,0.0,0.0,,2962951.0,2962662.0,,289.0,0.5,,11327947.0,5635853.0,5692094.0,2319452.0,8011546.0,1286070.0,-149513.0,1137057.0,0.0,,
2006/01,2881.0,富邦金,,,,5892168.0,,3282469.0,776460.0,2506009.0,0.0,0.0,,3287273.0,3204025.0,,83248.0,0.42,,14591073.0,7050896.0,7540177.0,26987164.0,34527341.0,3097796.0,-22254908.0,781264.0,0.0,,
2006/01,2882.0,國泰金,,,,13066557.0,,4589809.0,-164502.0,4754311.0,0.0,0.0,,8003634.0,7941590.0,,62044.0,0.94,,25883367.0,4178849.0,21704518.0,36300147.0,58004665.0,2923947.0,-37424352.0,3249323.0,0.0,,
2006/01,2883.0,開發金,,,,1577091.0,,5772768.0,192413.0,5580355.0,0.0,0.0,,6251471.0,6203511.0,,47960.0,0.59,,1097807.0,643527.0,454280.0,6539228.0,6993508.0,-356351.0,0.0,671116.0,0.0,,
2006/01,2884.0,玉山金控,,,,1925049.0,,928939.0,135178.0,793761.0,0.0,0.0,,865787.0,865746.0,,41.0,0.29,,5127665.0,2561145.0,2566520.0,760538.0,3327058.0,473070.0,0.0,72026.0,0.0,,
2006/01,2885.0,元大金,,,,1794718.0,,410984.0,229178.0,181806.0,0.0,0.0,,347394.0,347884.0,,-490.0,0.11,,3223702.0,1311335.0,1912367.0,1231624.0,3143991.0,938289.0,0.0,165588.0,0.0,,
2006/01,2886.0,兆豐金,,,,4637151.0,,5616488.0,1190262.0,4426226.0,0.0,0.0,,5573995.0,5782960.0,,-208965.0,0.5,,16418985.0,10242612.0,6176373.0,5110661.0,11287034.0,858971.0,-174424.0,1147769.0,0.0,,
2006/01,2887.0,台新金控,,,,8192868.0,,6992985.0,2145031.0,4847954.0,0.0,0.0,,5590663.0,3044380.0,,2546283.0,0.57,,21973051.0,8379418.0,13593633.0,5208921.0,18802554.0,3616701.0,0.0,742709.0,0.0,,
2006/01,2888.0,新光金,,,,5453401.0,,6183862.0,-31486.0,6215348.0,0.0,0.0,,7147920.0,7125105.0,,22815.0,1.75,,11756337.0,1150271.0,10606066.0,25247581.0,35853647.0,711214.0,-23505170.0,932572.0,0.0,,
2006/01,2889.0,國票金控,,,,445639.0,,685486.0,111226.0,574260.0,0.0,0.0,,630465.0,608486.0,,21979.0,0.29,,824226.0,636161.0,188065.0,943060.0,1131125.0,0.0,0.0,56205.0,0.0,,
2006/01,2890.0,永豐金控,,,,4692927.0,,1898801.0,543764.0,1355037.0,0.0,0.0,,2091600.0,2092138.0,,-538.0,0.3,,10250688.0,5291239.0,4959449.0,2485520.0,7444969.0,853241.0,0.0,736563.0,0.0,,
2006/01,2891.0,中信金,,,,7297456.0,,543521.0,-224350.0,767871.0,0.0,0.0,,826344.0,824285.0,,2059.0,0.06,,17338416.0,6685274.0,10653142.0,3030182.0,13683324.0,5842347.0,0.0,58473.0,0.0,,
2006/01,2892.0,第一金控,,,,3829098.0,,2898088.0,674429.0,2223659.0,0.0,0.0,,2850801.0,2850801.0,,0.0,0.49,,10222234.0,5119656.0,5102578.0,2987029.0,8089607.0,1362421.0,0.0,627142.0,0.0,,
2006/01,3701.0,大眾投控,15328289.0,14354650.0,973639.0,1499363.0,-525724.0,-546972.0,66096.0,-613068.0,0.0,0.0,-26952.0,-640020.0,-655776.0,0.0,15756.0,-1.3,-21248.0,,,,,,,,,,,
2006/01,3702.0,大聯大,27747895.0,26247513.0,1500382.0,980541.0,519841.0,315194.0,110705.0,204489.0,0.0,0.0,3446.0,207935.0,213437.0,0.0,-5502.0,0.31,-204647.0,,,,,,,,,,,
2006/01,4904.0,遠傳,17608261.0,9402205.0,8206056.0,4115873.0,4090183.0,3934069.0,783182.0,3150887.0,0.0,0.0,0.0,3150887.0,3161530.0,0.0,-10643.0,0.82,-156114.0,,,,,,,,,,,
2006/01,9102.0,東亞科,3127835.0,2823926.0,303909.0,349646.0,-45737.0,-85676.0,10572.0,-96248.0,0.0,0.0,,-96248.0,-85315.0,,-10933.0,-0.19,-39939.0,,,,,,,,0.0,,20.06,資產負債表日台銀新加坡收盤價買賣平均匯率
2006/01,9105.0,泰金寶,11377497.0,10762671.0,614826.0,251881.0,362945.0,296300.0,5091.0,291209.0,0.0,0.0,,291209.0,291209.0,,0.0,0.08,-66645.0,,,,,,,,0.0,,0.834:1(THB:NT),依財報日之匯率
