年季,公司代號,公司名稱,營業收入,營業成本,營業毛利（毛損）,營業費用,營業利益（損失）,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,其他綜合損益（淨額）,會計原則變動累積影響數,本期綜合損益總額,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,營業外收入及支出,利息淨收益,利息以外淨收益,呆帳費用,會計原則變動之累積影響數,稀釋每股盈餘,利息收入,減：利息費用,淨收益,收回(提存)各項保險責任準備淨額,收入,費用,列計非常損益及會計原則變動累積影響數前損益,營業支出,換算匯率,換算匯率參考依據
2011/01,1101.0,台泥,25350298.0,20813117.0,4537181.0,1111719.0,3425462.0,2881071.0,499369.0,2381702.0,0.0,0.0,0.0,2381702.0,1320057.0,0.0,1061645.0,0.36,-544391.0,,,,,,,,,,,,,,,
2011/01,1102.0,亞泥,14255486.0,12045139.0,2210347.0,523030.0,1687317.0,2998352.0,385150.0,2613202.0,0.0,0.0,0.0,2613202.0,2227245.0,0.0,385957.0,0.72,1311035.0,,,,,,,,,,,,,,,
2011/01,1103.0,嘉泥,1355689.0,1054635.0,301054.0,111939.0,189115.0,428836.0,58431.0,370405.0,0.0,0.0,0.0,370405.0,334269.0,0.0,36136.0,0.55,239721.0,,,,,,,,,,,,,,,
2011/01,1104.0,環球水泥,1151800.0,1059065.0,92735.0,86703.0,6032.0,125331.0,-1687.0,127018.0,0.0,0.0,0.0,127018.0,122120.0,0.0,4898.0,0.2,119299.0,,,,,,,,,,,,,,,
2011/01,1108.0,幸福水泥,995565.0,979408.0,16157.0,70754.0,-54597.0,-91706.0,-15465.0,-76241.0,0.0,0.0,0.0,-76241.0,-76582.0,0.0,341.0,-0.19,-37109.0,,,,,,,,,,,,,,,
2011/01,1109.0,信大水泥,418608.0,405212.0,13396.0,67126.0,-53730.0,-44995.0,-6078.0,-38917.0,0.0,0.0,0.0,-38917.0,-34538.0,0.0,-4379.0,-0.08,8735.0,,,,,,,,,,,,,,,
2011/01,1110.0,東泥,352847.0,323375.0,29472.0,14715.0,14757.0,25924.0,2651.0,23273.0,0.0,0.0,0.0,23273.0,23241.0,0.0,32.0,0.04,11167.0,,,,,,,,,,,,,,,
2011/01,1201.0,味全公司,5846530.0,3728931.0,2117599.0,1869981.0,247618.0,229326.0,34076.0,195250.0,0.0,0.0,0.0,195250.0,219999.0,0.0,-24749.0,0.43,-18292.0,,,,,,,,,,,,,,,
2011/01,1203.0,味王公司,1561858.0,1282556.0,279302.0,204563.0,74739.0,66428.0,15378.0,51050.0,0.0,0.0,0.0,51050.0,30246.0,0.0,20804.0,0.13,-8311.0,,,,,,,,,,,,,,,
2011/01,1210.0,大成長城,18462470.0,16628817.0,1833653.0,1357388.0,476265.0,592425.0,80241.0,512184.0,0.0,0.0,0.0,512184.0,360490.0,0.0,151694.0,0.79,116160.0,,,,,,,,,,,,,,,
