公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 各項保險負債淨變動,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收保費（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 再保險合約資產（增加）減少,　　　　　 存出保證金（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 以成本衡量之金融資產（增加）減少,　　　　　 無活絡市場之債務工具投資（增加）減少,　　　　　 其他資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付保險賠款與給付增加（減少）,　　　　　 應付佣金增加（減少）,　　　　　 應付再保往來款項增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 存入保證金增加（減少）,　　　　　 其他負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得不動產及設備,　　 處分不動產及設備,　　 取得無形資產,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 發放現金股利,　　 籌資活動之淨現金流入（流出）,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
2852,2015年度,,                253978,                253978,,,                 19953,                  2632,                              0,               -107602,                -83674,                556749,                    259,                388317,,,                -30141,                333213,                   -684,               -372378,               -112104,               -382296,                   -955,                -70000,                -19849,                -50000,                 -5251,               -710445,,                 11386,                -24083,                 29810,                -60174,                -19461,                    410,                  2695,                -59417,               -769862,               -381545,               -127567,                110283,                 83674,                              0,                -87151,                -20761,,                 -1253,                              0,                 -3593,                 -4846,,               -114442,               -114442,               -140049,              1086854,                946805,                946805
2852,2014年度,,                507946,                507946,,,                 20496,                  1403,                     23,               -112339,                -37066,                -52891,                    433,               -179941,,,                 -5689,                   -978,                 33681,               -851786,                811896,                112709,                 -3781,               -140000,                -67150,                 88000,                    708,                -22390,,                 -3715,                  8519,                 33909,                -11971,                -16982,                 -1740,                -44326,                -36306,                -58696,               -238637,                269309,                116004,                 37066,                    -23,                -89645,                332711,,                -10412,                    229,                 -2149,                -12332,,               -331280,               -331280,                -10901,              1097755,              1086854,              1086854
