公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 各項保險負債淨變動,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 處分投資性不動產損失（利益）,　　　　 處分無形資產損失（利益）,　　　　 處分待出售資產損失（利益）,　　　　 金融資產減損損失,　　　　 非金融資產減損損失,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 再保險合約資產（增加）減少,　　　　　 持有至到期日金融資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 其他資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 其他負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得採用權益法之投資,　　 處分採用權益法之投資,　　 處分待出售資產,　　 取得不動產及設備,　　 處分不動產及設備,　　 取得無形資產,　　 處分無形資產,　　 因合併產生之現金流入,　　 取得投資性不動產,　　 處分投資性不動產,　　 其他投資活動,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 應付商業本票增加,　　 發行公司債,　　 償還公司債,　　 發行金融債券,　　 其他借款增加,　　 附買回票券及債券負債增加,　　 原始認列時指定為透過損益按公允價值衡量之金融負債增加,　　 發放現金股利,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資
2885,2016年01月01日至2016年09月30日,,             13191002,             13191002,,,                739981,                968100,                765527,              8187055,            -23892388,             -1736425,             17280070,                -68282,                 31384,                -46760,                     15,                              0,                127001,                  9148,                113669,              2478095,,,             -9090529,            -15748101,            -15177043,              5374812,            -12633687,                 42146,            -14602850,             19113867,              4751840,            -37969545,,            -22673711,              5085480,             -2087055,             42022038,                -21775,             14791477,                940092,             38056546,                 87001,              2565096,             15756098,             23902869,              1655647,             -7262235,             -1044413,             33007966,,               -244803,                 69583,                              0,               -929396,                 38303,               -211334,                    203,              1996201,                -51652,                319759,                222710,              1209574,,             14103604,             18450000,            -12942153,              5000000,             15157400,             -7136172,                              0,             -4325818,               -408881,             27897980,               -990913,             61124607,            134112980,            195237587,             64610511,             90528239,             40098837
2885,2015年01月01日至2015年09月30日,,             12499918,             12499918,,,                796221,                860026,                 49050,              6493772,            -18445173,             -1317424,             14213741,               -112597,                 12222,                -72800,                    -24,                -36150,                134266,                  8896,                 57082,              2641108,,,               -409584,            -74193227,            -16626363,              4887661,            -33180119,                 34033,            -26294917,            -35710146,             -4422148,           -185914810,,             10001929,             14496504,             17265771,             61666067,               -381197,             12990283,                887591,            116926948,            -68987862,            -66346754,            -53846836,             18258208,              1261775,             -6121989,             -1107804,            -41556646,,               -459437,                668279,                 69246,             -3599818,                 82292,               -103985,                  1294,                603389,                -30864,                967828,                              0,             -1801776,,            -13791416,              1304194,             -4129630,             10000000,             16726445,             49787882,              2602265,             -6449718,               -525188,             55524834,               -587552,             11578860,            128948729,            140527589,             44592451,             72145787,             23789351
