公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 各項保險負債淨變動,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 處分投資性不動產損失（利益）,　　　　 處分待出售資產損失（利益）,　　　　 金融資產減損損失,　　　　 非金融資產減損損失,　　　　 非金融資產減損迴轉利益,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 再保險合約資產（增加）減少,　　　　　 持有至到期日金融資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 其他資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 其他負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得採用權益法之投資,　　 處分採用權益法之投資,　　 處分待出售資產,　　 取得不動產及設備,　　 處分不動產及設備,　　 取得無形資產,　　 處分無形資產,　　 因合併產生之現金流入,　　 取得投資性不動產,　　 處分投資性不動產,　　 其他投資活動,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 應付商業本票增加,　　 發行公司債,　　 償還公司債,　　 發行金融債券,　　 其他借款增加,　　 附買回票券及債券負債增加,　　 原始認列時指定為透過損益按公允價值衡量之金融負債增加,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資
2885,2016年01月01日至2016年06月30日,,              8212602,              8212602,,,                493168,                609076,                874143,              5395396,            -15186462,               -395561,              9000273,                 -9577,                 17664,                 -9455,                              0,                126436,                              0,                 -5361,                -21453,                888287,,,             -7524123,            -16951385,             -1457699,              6675281,             -4642961,                -30944,            -11075000,             12275957,              1532150,            -21198724,,            -24163062,              5966774,             -6315238,             37740730,                 70756,             12932701,             -3558991,             22673670,              1474946,              2363233,             10575835,             14729239,                232520,             -4221076,               -188998,             21127520,,               -225475,                 69583,                              0,               -629795,                  4947,               -184687,                     76,              1368969,                -40169,                224578,                142915,                730942,,             13889421,             15000000,             -8718944,              5000000,              9849977,              2584280,                              0,               -394417,             37210317,               -712443,             58356336,            134112980,            192469316,             60338992,             94819881,             37310443
2885,2015年01月01日至2015年06月30日,,              8755693,              8755693,,,                542058,                605528,                 -4521,              4386105,            -12194003,               -398688,              6068835,                -71715,                 12259,               -304236,                -36150,                 73890,                  7302,                              0,                 57024,             -1256312,,,                -77477,            -63152471,            -11516536,            -46226361,            -24058885,                 87283,            -15634044,            -23229318,             -2648873,           -186456682,,             20911267,              4158497,             45776533,             43738604,               -330078,              7488688,             -1585469,            120158042,            -66298640,            -67554952,            -58799259,             11795180,                259162,             -4418204,               -617518,            -51780639,,               -322120,                547337,                 69246,             -3236838,                 36120,                -49526,                              0,                603389,                 -2731,              1041213,                              0,             -1313910,,              3096133,                              0,             -2829230,                              0,             11474831,             33214011,              2602265,               -648008,             46910002,             -1491506,             -7676053,            128948729,            121272676,             36729476,             64297629,             20245571
