公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 備供出售金融資產之淨損失（利益）,　　　　 無活絡市場之債務工具投資損益之淨損失（利益）,　　　　 持有至到期日金融資產之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 各項保險負債淨變動,　　　　 外匯價格變動準備淨變動,　　　　 其他各項負債準備淨變動,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 處分投資性不動產損失（利益）,　　　　 金融資產減損損失,　　　　 非金融資產減損迴轉利益,　　　　 未實現外幣兌換損失（利益）,　　　　 投資性不動產公允價值調整損失(利益),　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 再保險合約資產（增加）減少,　　　　　 預付費用及其他預付款（增加）減少,　　　　　 存出保證金（增加）減少,　　　　　 其他資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付保險賠款與給付增加（減少）,　　　　　 應付佣金增加（減少）,　　　　　 應付再保往來款項增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 預收款項增加（減少）,　　　　　 存入保證金增加（減少）,　　　　　 其他負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 備供出售金融資產減資退回股款,　　 取得無活絡市場之債務工具投資,　　 處分無活絡市場之債務工具投資,　　 無活絡市場之債務工具投資到期還本,　　 取得持有至到期日金融資產,　　 處分持有至到期日金融資產,　　 取得不動產及設備,　　 取得無形資產,　　 放款減少,　　 取得投資性不動產,　　 處分投資性不動產,　　 投資活動之淨現金流入（流出）,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
2823,2016年01月01日至2016年06月30日,,              7138573,              7138573,,,                 55003,                 23614,                  6679,             -9779222,             -5132541,             -1264320,                 40912,                  3713,            -18034935,             -1030456,             56950192,             -1091099,                 -1087,                    220,                    -30,                  2955,                              0,             13089466,                 55716,             33894780,,,                188458,             -7093664,              3920688,                -98139,                -25826,                    155,                 -2952,             -3111280,,                 76923,                  1394,                -99441,                132888,              3851011,               -147959,              1175824,                 -1567,                587501,              5576574,              2465294,             36360074,             43498647,             15335604,                591320,                 -3713,               -339713,             59082145,,            -62807711,            108437362,                              0,           -134908526,             48669712,              1834000,            -19203539,                649860,               -372302,                -21091,                 90107,                              0,                144933,            -57487195,              1594950,             52426711,             54021661,             54021661
2823,2015年01月01日至2015年06月30日,,              6899325,              6899325,,,                 47019,                 11874,                  4774,             -7793688,             -6132061,             -1362094,                              0,                  3020,            -15165676,             -1056537,             36165579,               -524653,                 -6092,                    650,                 -9247,                 14629,                -16304,             10133256,                -28606,             14285843,,,                193771,              3601373,              5465076,                 15554,                172165,                    600,                 -1253,              9447286,,                 -9911,                -18299,                153975,                -13620,             -2036329,                 -3756,                725955,                  4277,               -176797,             -1374505,              8072781,             22358624,             29257949,              9915568,                257266,                 -3020,               -379029,             39048734,,            -83933791,             64464486,                  1320,            -92186040,             74214081,                750000,            -15396902,                              0,               -217150,                 -2968,                595347,               -458606,                 70132,            -52100091,            -13051357,             61223512,             48172155,             48172155
