公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 備供出售金融資產之淨損失（利益）,　　　　 無活絡市場之債務工具投資損益之淨損失（利益）,　　　　 持有至到期日金融資產之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 各項保險負債淨變動,　　　　 具金融商品性質之保險契約準備淨變動,　　　　 外匯價格變動準備淨變動,　　　　 其他各項負債準備淨變動,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 處分投資性不動產損失（利益）,　　　　 金融資產減損損失,　　　　 非金融資產減損迴轉利益,　　　　 未實現外幣兌換損失（利益）,　　　　 投資性不動產公允價值調整損失(利益),　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 再保險合約資產（增加）減少,　　　　　 預付費用及其他預付款（增加）減少,　　　　　 存出保證金（增加）減少,　　　　　 其他資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付保險賠款與給付增加（減少）,　　　　　 應付佣金增加（減少）,　　　　　 應付再保往來款項增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 預收款項增加（減少）,　　　　　 存入保證金增加（減少）,　　　　　 其他負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 備供出售金融資產減資退回股款,　　 取得無活絡市場之債務工具投資,　　 處分無活絡市場之債務工具投資,　　 無活絡市場之債務工具投資到期還本,　　 取得持有至到期日金融資產,　　 處分持有至到期日金融資產,　　 取得不動產及設備,　　 取得無形資產,　　 放款減少,　　 取得投資性不動產,　　 處分投資性不動產,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 發放現金股利,　　 籌資活動之淨現金流入（流出）,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
2823,2015年度,,             10680464,             10680464,,,                 94489,                 27790,                -14726,             12469945,             -8272681,             -1704328,                -19944,                  8656,            -31759072,             -5164896,             91506984,                              0,              2432279,                 -3632,                    653,                -10967,                 14629,                111547,            -33531854,                -45717,             26139155,,,                 62122,              4209766,            -13100878,                -60755,                371566,                  1991,                 -1628,             -8517816,,               -167798,                -23973,                136907,                 14830,             -1954906,                  5017,                 93845,                  7675,               -299717,             -2188120,            -10705936,             15433219,             26113683,             45200951,              5124538,                 -8656,               -702298,             75728218,,           -132677941,            137659313,                 25682,           -167366057,            117814362,              4000000,            -42793703,                681895,               -400848,                -63534,                164119,               -458606,                104898,            -83310420,,             -1214599,             -1214599,             -8796801,             61223512,             52426711,             52426711
2823,2014年度,,              7023933,              7023933,,,                 82411,                 17276,                -64404,             17724690,             -6035027,             -2107244,                              0,                 18301,            -27652401,             -3767091,            103171715,               -446490,              2489805,                  5400,                    299,                 -3589,                              0,                176196,            -10445002,               -648402,             72516443,,,                 32513,             -2643643,            -14577820,                 20393,            -14169621,              1148065,                  2416,            -30187697,,                177439,                  8617,               -146752,                 31153,              4289092,                 29852,             -1038832,                  7632,             -3190906,                167295,            -30020402,             42496041,             49519974,             17977639,              3730334,                -18301,               -386275,             70823371,,           -210915464,            222673401,                 52849,           -225807454,             89856439,              3400000,                              0,                              0,             -1412004,                -28732,              1120244,               -266127,                128713,           -121198135,,             -1104181,             -1104181,            -51478945,            112702457,             61223512,             61223512
