公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 備供出售金融資產之淨損失（利益）,　　　　 無活絡市場之債務工具投資損益之淨損失（利益）,　　　　 持有至到期日金融資產之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 各項保險負債淨變動,　　　　 外匯價格變動準備淨變動,　　　　 其他各項負債準備淨變動,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 處分投資性不動產損失（利益）,　　　　 金融資產減損損失,　　　　 非金融資產減損迴轉利益,　　　　 未實現外幣兌換損失（利益）,　　　　 投資性不動產公允價值調整損失(利益),　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 再保險合約資產（增加）減少,　　　　　 預付費用及其他預付款（增加）減少,　　　　　 存出保證金（增加）減少,　　　　　 其他資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付保險賠款與給付增加（減少）,　　　　　 應付佣金增加（減少）,　　　　　 應付再保往來款項增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 預收款項增加（減少）,　　　　　 存入保證金增加（減少）,　　　　　 其他負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 備供出售金融資產減資退回股款,　　 取得無活絡市場之債務工具投資,　　 處分無活絡市場之債務工具投資,　　 無活絡市場之債務工具投資到期還本,　　 取得持有至到期日金融資產,　　 處分持有至到期日金融資產,　　 取得不動產及設備,　　 取得無形資產,　　 放款減少,　　 取得投資性不動產,　　 處分投資性不動產,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 發放現金股利,　　 籌資活動之淨現金流入（流出）,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
2823,2016年01月01日至2016年09月30日,,              9998651,              9998651,,,                 85253,                 37861,                  8427,            -22126343,             -8120066,             -2096386,                 40912,                 14717,            -27703096,             -3845473,             88150112,             -3099762,                 -1025,                    237,                 -1507,                  2955,                              0,             26792388,                 55716,             48194920,,,                189012,             -1353816,             14686007,                 26956,                 92851,                     58,                 -3255,             13637813,,                -16616,                 -4770,               -364637,                 23855,              1211835,               -141756,               -106684,                 -1674,                734686,              1334239,             14972052,             63166972,             73165623,             26335895,              3636615,                -14717,                213215,            103336631,,           -120792968,            188003497,                 67633,           -213614342,             84132553,             13726384,            -50902422,                649371,               -505817,                -47980,                288785,                              0,                163037,            -98832269,,             -2004088,             -2004088,              2500274,             52426711,             54926985,             54926985
2823,2015年01月01日至2015年09月30日,,             12057727,             12057727,,,                 70743,                 18995,                  6457,             12680681,             -7363773,             -1464477,                              0,                  5286,            -23265178,             -4863904,             64794956,              3045033,                 -4216,                    650,                -10967,                 14629,                -16304,            -10646378,                -45000,             32957233,,,                203099,              3383170,            -10202781,                 20076,                211304,                  1840,                   -971,             -6384263,,                -73627,                -15382,                 -1291,                -16040,             -1284591,                  4545,                586598,                  5051,               -329074,             -1123811,             -7508074,             25449159,             37506886,             16392077,              4386199,                 -5286,               -577239,             57702637,,           -108936803,            102955684,                  6846,           -139951926,             96757472,              1000000,            -32754861,                              0,               -301316,                -45996,                343366,               -458606,                104898,            -81281242,,             -1214599,             -1214599,            -24793204,             61223512,             36430308,             36430308
