公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 各項保險負債淨變動,　　　　 其他各項負債準備淨變動,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 處分投資性不動產損失（利益）,　　　　 處分無形資產損失（利益）,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 未實現外幣兌換損失（利益）,　　　　 投資性不動產公允價值調整損失(利益),　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 避險之衍生金融資產（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 再保險合約資產（增加）減少,　　　　　 持有至到期日金融資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 其他資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 附買回票券及債券負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 其他負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得原始認列時指定為透過損益按公允價值衡量之金融資產,　　 處分原始認列時指定為透過損益按公允價值衡量之金融資產,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得無活絡市場之債務工具投資,　　 取得以成本衡量之金融資產,　　 取得採用權益法之投資,　　 對子公司之收購（扣除所取得之現金）,　　 採用權益法之被投資公司減資退回股款,　　 取得不動產及設備,　　 處分不動產及設備,　　 交割結算基金增加,　　 存出保證金增加,　　 存出保證金減少,　　 取得無形資產,　　 取得投資性不動產,　　 處分投資性不動產,　　 其他資產增加,　　 其他資產減少,　　 收取之股利,　　 收取之股利,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 央行及同業融資減少,　　 應付商業本票增加,　　 償還金融債券,　　 附買回票券及債券負債增加,　　 其他負債增加,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資
2882,2016年01月01日至2016年06月30日,,             19751996,             19751996,,,              1111192,              1412365,              2309528,            -24325729,              7836589,            -83909941,             -7261926,            155760150,             -2674362,               -761767,               -236238,               -860045,                    391,            -17118622,                 87262,                 41467,             -2130773,             29279541,,,               -671737,             42256238,             69480561,                 -1405,             -8000754,           -130828440,             -3029773,              8464671,           -104002665,             -1327696,           -127661000,,             29493336,            -86040158,            -11851571,             35492337,             59905499,             -4429243,                -38647,             -1794226,             -2992434,             17744893,           -109916107,            -80636566,            -60884570,             78908724,              7432974,                  1107,             -8065736,             -2650250,             14741142,,             -1397970,              2837410,               -516737,                281779,                              0,                 -5745,               -616752,             -4708708,                 47811,             -3243419,                268559,                   -249,                              0,                 24530,               -222257,             -1412340,              1068000,               -127513,              9799268,              7432974,                  1107,              2076774,,                292431,                              0,                              0,              1011331,                              0,                249925,              2575311,              4128998,                575834,             21522748,            296935688,            318458436,            222101661,             29842183,             66514592
2882,2015年01月01日至2015年06月30日,,             49077567,             49077567,,,              1054249,                166928,                166808,             -7475701,              8532581,            -74842908,             -6008955,            143962339,             -5210987,               -284488,                  1648,                -37571,                 35492,            -43288184,                              0,                -62825,            -11269589,              5438837,,,             -3141601,             57008403,             15598220,                229159,            -18960046,             26602807,               -165982,              1165413,           -262240365,             -4044075,           -187948067,,               -655516,            -57267755,             16369598,             -8083737,             52122166,                -65674,                              0,             -6263207,             -2358841,             -6202966,           -194151033,           -188712196,           -139634629,             67491506,              6221901,                  6481,             -8229551,              4486728,            -69664045,,               -532187,              1772124,               -857252,                485346,                 -3000,                              0,            -19651951,                              0,                              0,               -509060,                  3563,                   -144,                 -5279,                              0,               -135623,            -31853177,                193927,             -3060689,                 32338,              6221901,                  6481,            -54114583,,                              0,               -590000,             -1585900,                997344,               -418824,                 64503,                701945,               -830932,             -1254425,           -125863985,            597008819,            471144834,            372119468,             63345786,             35679580
