公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 各項保險負債淨變動,　　　　 其他各項負債準備淨變動,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 處分投資性不動產損失（利益）,　　　　 處分無形資產損失（利益）,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 未實現外幣兌換損失（利益）,　　　　 投資性不動產公允價值調整損失(利益),　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 避險之衍生金融資產（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 再保險合約資產（增加）減少,　　　　　 持有至到期日金融資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 其他資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 附買回票券及債券負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 其他負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得原始認列時指定為透過損益按公允價值衡量之金融資產,　　 處分原始認列時指定為透過損益按公允價值衡量之金融資產,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得無活絡市場之債務工具投資,　　 取得以成本衡量之金融資產,　　 取得採用權益法之投資,　　 對子公司之收購（扣除所取得之現金）,　　 處分子公司,　　 採用權益法之被投資公司減資退回股款,　　 取得不動產及設備,　　 處分不動產及設備,　　 交割結算基金增加,　　 存出保證金增加,　　 存出保證金減少,　　 取得無形資產,　　 概括承受他公司之淨現金收取數,　　 概括承受他公司之賠付款,　　 取得投資性不動產,　　 處分投資性不動產,　　 其他資產增加,　　 其他資產減少,　　 收取之股利,　　 收取之股利,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 央行及同業融資減少,　　 應付商業本票增加,　　 應付商業本票減少,　　 償還金融債券,　　 附買回票券及債券負債增加,　　 其他負債增加,　　 發放現金股利,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資
2882,2016年01月01日至2016年09月30日,,             46963203,             46963203,,,              1659506,              2120988,              3782881,            -56760515,             11634832,           -125724060,            -21981711,            229460240,             -5795243,               -951195,               -233861,               -860045,                    391,            -38970798,                 87262,                -14380,             -2038274,             -2730339,             -7314321,,,             -1322300,             91915477,            -15516759,                 -1630,            -10670036,           -153352784,             -2955571,              5985796,             -8563278,             -3531139,            -98012224,,             21703978,            -97759484,             -7631650,              3363452,            134133210,             -4451327,                -66809,             -6993532,               -888920,             41408918,            -56603306,            -63917627,            -16954424,            122348960,             22468378,                 94918,            -10945959,              3852865,            120769820,,             -1502777,              2947503,             -1156500,                587212,                              0,                 -5745,               -616752,             -4708708,             -4609822,                 47811,             -3518701,                316761,                 -1474,                              0,                 30330,               -269001,                              0,                              0,             -2407478,              1068000,                -34828,             17706010,             22468378,                 94918,              3966759,,                 40440,                              0,                              0,                440000,                              0,                              0,                 56454,              3151548,            -25223449,            -21535007,                -35215,            103166357,            296935688,            400102045,            291642002,             48122985,             60337058
2882,2015年01月01日至2015年09月30日,,             63283938,             63283938,,,              1585164,                779889,                554171,             66233449,             12960446,           -115668184,            -19782936,            266649774,                472579,               -637464,                  6571,                -37571,                 35492,            -39096488,                  8636,                 73601,            -11268688,                 -9185,            162859256,,,             -4077825,            -11481066,            -15843090,                219250,            -15724346,             30945843,               -245087,                635271,           -478531836,             -4229934,           -498332820,,            -16011630,            -86363032,             19788962,                919670,            111168877,                  3475,                    939,             -4723964,              4494504,             29277801,           -469055019,           -306195763,           -242911825,            111732740,             20158886,                917701,            -12032160,              2904346,           -120148013,,               -567545,              1882246,               -938933,                684802,                 -3000,                              0,            -20018930,             -6978545,                              0,                 86501,               -876778,                  4559,                   -313,                -13584,                              0,               -249586,             16157186,             30300000,            -32984695,                193927,            -20214537,                 55273,             20158886,                917701,            -32564251,,                              0,               -600000,             -1585900,                              0,                -10001,             -2063161,                121741,              1889039,            -25659094,            -27907376,                846453,           -179773187,            597008819,            417235632,            309760074,             62489040,             44986518
