年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,備供出售金融資產－淨額,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,貼現及放款－淨額,再保險合約資產－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值,Unnamed: 53
2013/03,2880,華南金,40975239.0,141482649.0,44635099.0,85195580.0,4984.00,618323.0,47564799.0,2029902.0,--,1397663439.00,2661620.00,300455806.00,78449.0,--,40020170.0,7694417.0,31880266.0,399769.0,2112318.0,3773964.0,2149246793.0,139389034.00,--,21109280.0,97485.00,22721006.0,4970416.0,37629250.0,1764597.0,--,1704868078.00,48541239.00,1164000.00,--,16019464.0,7910284.0,6099633.0,4541028.0,2016824794.0,90562816.0,17758986.0,26935290.0,-2836554.0,--,--,132420538.0,1461.0,132421999.0,0.0,0.0,14.62,
2013/03,2881,富邦金,142038222.0,111843080.0,97874308.0,1570592901.0,533533.00,65842015.0,129912725.0,969831.0,--,1343417738.00,13527736.00,215714383.00,4969054.0,--,553377535.0,88142942.0,33360592.0,13380053.0,6946251.0,24229367.0,4416672266.0,87279242.00,--,35347730.0,2154666.00,48111735.0,7274687.0,77564303.0,5740802.0,--,1450793949.00,111822096.00,85000.00,--,2087119923.0,179813170.0,3217384.0,18392538.0,4114717225.0,102336040.0,74445051.0,104461422.0,20465924.0,0.00,--,301708437.0,246604.0,301955041.0,0.0,0.0,29.48,
2013/03,2882,國泰金,302903232.0,132346377.0,226017077.0,1321363863.0,1607616.00,12547032.0,141389034.0,4908270.0,--,1584700953.00,9047802.00,51384448.00,2623280.0,--,1768460434.0,217105518.0,71434749.0,9297017.0,16376126.0,26843817.0,5900356645.0,50893236.00,1483500.00,19073757.0,--,58193040.0,7780000.0,58366163.0,163357.0,--,1558339204.00,99913846.00,--,--,3367510568.0,396720427.0,12203976.0,11979865.0,5642620939.0,119649621.0,87889556.0,50158804.0,3056839.0,-7179872.00,--,253574948.0,4160758.0,257735706.0,0.0,200000000.0,23.01,
2013/03,2883,開發金,44952957.0,40563219.0,75277426.0,112112562.0,33036.00,30058151.0,140070608.0,752526.0,--,100417133.00,--,--,7153389.0,1081678.00,67355495.0,1833690.0,9308884.0,6419700.0,789678.0,13480019.0,651660151.0,25578158.00,--,18778579.0,72790.00,94609756.0,15454966.0,48364524.0,2195904.0,--,126876331.00,37050322.00,27584486.00,--,1027250.0,76367207.0,1020936.0,12155017.0,487136226.0,150308833.0,535087.0,12685763.0,-3249290.0,-2170286.00,--,158110107.0,6413818.0,164523925.0,0.0,302586000.0,10.74,
2013/03,2884,玉山金控,16818977.0,57851664.0,267390880.0,72362809.0,--,0.0,54965149.0,565426.0,0.00,812342514.00,0.00,8798083.00,0.0,0.00,14131198.0,566711.0,19111601.0,5498567.0,441500.0,3136657.0,1333981736.0,61309099.00,0.00,14205756.0,0.00,4134441.0,1663399.0,21857291.0,362556.0,0.00,1091479553.00,52300000.00,0.00,0.00,471808.0,2010432.0,792135.0,2309132.0,1252895602.0,55243000.0,14497390.0,10165203.0,460310.0,0.00,--,80365903.0,720231.0,81086134.0,0.0,0.0,14.55,
2013/03,2885,元大金,20826472.0,87963966.0,95532261.0,43798799.0,--,3338743.0,97986451.0,1238777.0,1309054.00,387542987.00,--,7243154.00,876997.0,142459.00,60553036.0,3990003.0,12664998.0,25702521.0,979079.0,7754764.0,859444521.0,8653408.00,--,29572777.0,--,22663457.0,9727874.0,61645809.0,4497307.0,0.00,466627862.00,30972023.00,876354.00,--,1533562.0,43478597.0,906428.0,18948658.0,700104116.0,98937235.0,33634947.0,20743182.0,2909516.0,0.00,--,156224880.0,3115525.0,159340405.0,0.0,0.0,15.79,
2013/03,2886,兆豐金,204536461.0,180052123.0,180164254.0,223848359.0,--,4764427.0,168395902.0,813679.0,--,1612028001.00,3529180.00,180063429.00,2643639.0,--,25568272.0,2182115.0,22141493.0,241836.0,3511448.0,7644420.0,2822129038.0,355134566.00,33711599.00,16127636.0,--,197575984.0,6738134.0,86793110.0,5337099.0,--,1798250535.00,55886343.00,5279290.00,--,21758688.0,12334790.0,1926720.0,9656559.0,2606511053.0,114498240.0,43425270.0,57704607.0,-298544.0,0.00,--,215329573.0,288412.0,215617985.0,0.0,0.0,18.81,
2013/03,2887,台新金控,42264749.0,155591539.0,109192125.0,267311585.0,70694.00,13207394.0,98913744.0,1690803.0,--,1833354170.00,--,188370831.00,244044.0,--,36127211.0,11581896.0,41605650.0,21595386.0,8000235.0,5673814.0,2834795870.0,174604110.00,--,14217662.0,--,62846494.0,0.0,49688946.0,4127281.0,--,2200574430.00,90249966.00,1631776.00,--,4299116.0,27936803.0,6495000.0,4349467.0,2641021051.0,82374640.0,9461716.0,15912466.0,633043.0,--,--,108381865.0,85392954.0,193774819.0,6153221.0,0.0,13.16,
2013/03,2888,新光金,45301821.0,114414516.0,70160424.0,368723688.0,--,4818921.0,62545420.0,3853124.0,3594919.00,642003088.00,--,283431832.00,99516.0,--,672611295.0,121502090.0,24652425.0,3125030.0,16342772.0,23237127.0,2460418008.0,4602753.00,--,6347172.0,--,20033332.0,7497705.0,33754237.0,139786.0,--,547335959.00,32921726.00,7912110.00,1654000.00,1575069320.0,93720163.0,4491222.0,13113100.0,2348592585.0,93248209.0,9182207.0,33003816.0,-37231143.0,0.00,--,98203089.0,13622334.0,111825423.0,0.0,0.0,10.53,
2013/03,2889,國票金控,1584822.0,200048.0,121318777.0,67396539.0,--,1508504.0,16507267.0,682403.0,--,--,--,--,1378181.0,--,4248298.0,0.0,1979837.0,564454.0,30532.0,2153901.0,219553563.0,--,15843119.00,739731.0,--,155417185.0,4646517.0,7978094.0,155736.0,--,--,--,--,--,1423513.0,1362911.0,18643.0,321991.0,187907440.0,26280696.0,7544.0,1823388.0,112242.0,-485234.00,--,27738636.0,3907487.0,31646123.0,0.0,50000000.0,10.76,
2013/03,2890,永豐金控,28073818.0,79466214.0,56303680.0,57907796.0,0.00,3009784.0,134452319.0,480219.0,--,783058704.00,--,219006338.00,77223.0,--,32717092.0,1747616.0,14043538.0,3067843.0,2537797.0,12387300.0,1428337281.0,70467478.00,--,12794255.0,7036.00,19607340.0,18200438.0,31749631.0,662258.0,--,1077617186.00,43088577.00,17098708.00,18437.00,3030595.0,18263490.0,1265472.0,9072950.0,1322943851.0,82077358.0,1524439.0,20377279.0,1354353.0,0.00,--,105333429.0,60001.0,105393430.0,0.0,0.0,12.83,
2013/03,2891,中信金,72741880.0,116022230.0,97668622.0,499684894.0,1099046.00,6762824.0,166990294.0,1381498.0,6323280.00,1217349106.00,955432.00,53174662.00,2121666.0,--,25737950.0,2633396.0,36926806.0,13939295.0,3188061.0,12431515.0,2337132457.0,36492306.00,9519001.00,25666409.0,96950.00,58269730.0,1499726.0,62439013.0,1678054.0,--,1676952932.00,70627650.00,--,--,167919863.0,26181862.0,647334.0,11087170.0,2149078000.0,147129560.0,23848397.0,27279776.0,-10280461.0,--,--,187977272.0,77185.0,188054457.0,0.0,0.0,12.78,
2013/03,2892,第一金控,40999898.0,170176289.0,35963194.0,99281918.0,0.00,2085867.0,66371528.0,2446161.0,--,1438274853.00,4797.00,281386535.00,1785196.0,--,25769342.0,8120130.0,27893284.0,245440.0,1636270.0,5468161.0,2207908863.0,145082667.00,71383.00,15004316.0,7911.00,9843648.0,5100992.0,63507949.0,2797113.0,--,1680418493.00,49700000.00,2649326.00,--,18813494.0,66530362.0,5742526.0,4150212.0,2069420392.0,86535092.0,18200167.0,30135846.0,3091461.0,--,--,137962566.0,525905.0,138488471.0,0.0,0.0,15.94,
2013/03,5880,合庫金,43384804.0,697355582.0,66616110.0,117068996.0,--,641046.0,25915376.0,1507390.0,--,1850727786.00,11808.00,14774807.00,101453.0,--,144695781.0,1127029.0,40227091.0,3842362.0,1253588.0,2853404.0,3012104413.0,247258964.00,--,2136028.0,--,50161527.0,3537249.0,44292516.0,508728.0,--,2282245632.00,99380000.00,433000.00,--,67904381.0,61089941.0,3431040.0,1364731.0,2863743737.0,86142667.0,56125224.0,6443049.0,-874873.0,-2341763.00,--,145494304.0,2866372.0,148360676.0,0.0,75510216.0,17.04,
