年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,備供出售金融資產－淨額,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,貼現及放款－淨額,再保險合約資產－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,預收股款（權益項下）之約當發行股數（單位：股）,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值,Unnamed: 54
2014/04,2880,華南金,65139086.0,126840184.0,53560052.0,94466936.0,4191.00,458591.0,45646598.0,1710467.0,--,1478084933.00,2822021.00,267054720.00,70641.0,--,74834104.0,8239124.00,33263607.0,372480.0,2142488.0,5240659.0,2259950882.0,100435752.00,--,22934698.0,41968.00,32648320.0,7058369.0,34973240.0,1369891.0,--,1828517934.00,47343318.00,1557000.00,--,16483857.0,13795307.0,6118592.0,2728859.0,2116007105.0,93279700.0,17758986.0,33283915.0,-380328.0,--,--,143942273.0,1504.0,143943777.0,0.0,0.0,0.0,15.43,
2014/04,2881,富邦金,178585384.0,156451568.0,149723270.0,1845091617.0,440343.00,45205475.0,177439710.0,788887.0,48743.00,1599199048.00,14130756.00,252985584.00,5994557.0,--,748221345.0,118607023.00,43580340.0,30997123.0,6081760.0,64788124.0,5438360657.0,108647208.00,8252630.00,94897733.0,2062018.00,107758372.0,4538465.0,91999097.0,5194998.0,--,1807116364.00,147303787.00,45000.00,--,2433649723.0,183054013.0,12968302.0,14726287.0,5022213997.0,102336040.0,74446982.0,179734455.0,51525519.0,0.00,--,408042996.0,8103664.0,416146660.0,0.0,0.0,0.0,39.87,
2014/04,2882,國泰金,435006606.0,151289044.0,223007168.0,1405300159.0,665390.00,56515170.0,134368376.0,7374177.0,0.00,1812773579.00,6377012.00,81658512.00,4546723.0,--,2131815297.0,338336979.00,92877629.0,9283025.0,16245526.0,37561436.0,6945001808.0,58816432.00,1585900.00,108286154.0,0.00,62021921.0,26790000.0,50417151.0,237634.0,--,1702302143.00,107613949.00,--,--,3801526910.0,543279993.0,27171794.0,16630845.0,6506680826.0,125632102.0,88782304.0,163197464.0,55069268.0,0.00,0.00,432681138.0,5639844.0,438320982.0,0.0,0.0,0.0,34.44,
2014/04,2883,開發金,25130691.0,41616681.0,151177813.0,139610600.0,0.00,32871543.0,131858663.0,720044.0,--,225777475.00,--,18790000.00,10637078.0,24425207.00,69570961.0,2070706.00,14393809.0,8896357.0,5834810.0,14180410.0,917562848.0,12680778.00,--,35082307.0,20659.00,132826606.0,13925045.0,58230976.0,1994883.0,--,304557970.00,34660984.00,35204646.00,--,1199267.0,98296995.0,1423785.0,13544034.0,743648935.0,153444462.0,590923.0,19579851.0,-20368.0,-3298709.00,--,170296159.0,3617754.0,173913913.0,596872.0,0.0,416636938.0,11.41,
2014/04,2884,玉山金控,29547360.0,60090348.0,292870111.0,86030495.0,0.00,152758.0,73087654.0,335260.0,0.00,934613524.00,0.00,5915792.00,0.0,0.00,52810267.0,421270.00,21106105.0,5683483.0,123932.0,3631499.0,1566419858.0,58199621.00,--,26081873.0,0.00,13117523.0,2828518.0,21740276.0,853016.0,--,1280691771.00,49600000.00,380040.00,--,337069.0,2583420.0,816112.0,1529273.0,1458758512.0,70530000.0,19375697.0,15139336.0,1831360.0,0.00,0.00,106876393.0,784953.0,107661346.0,0.0,0.0,0.0,15.15,
2014/04,2885,元大金,47061183.0,79474507.0,260202179.0,114343183.0,--,17643207.0,120659190.0,1613255.0,33096.00,451629582.00,368588.00,51295128.00,1927479.0,1837531.00,75024970.0,7976225.00,13379104.0,27042475.0,3742095.0,16508415.0,1291761392.0,5681005.00,--,85309269.0,--,89313850.0,14825780.0,129540019.0,3146491.0,--,555769170.00,54683089.00,9250609.00,--,104201853.0,40635589.0,1838207.0,12512579.0,1106707510.0,101410666.0,33648021.0,30134393.0,4522016.0,0.00,--,169715096.0,15338786.0,185053882.0,0.0,0.0,0.0,16.74,
2014/04,2886,兆豐金,171560274.0,462986081.0,181366843.0,280703020.0,--,11874327.0,201540361.0,1534999.0,2739.00,1733994271.00,3217685.00,163708076.00,2761637.0,--,20626729.0,1976764.00,22125875.0,307693.0,3972457.0,6320035.0,3270579866.0,474623325.00,53906541.00,29582637.0,--,221809530.0,15363080.0,60564578.0,9123049.0,--,2036403864.00,56200000.00,5926763.00,--,21305487.0,10778269.0,2169411.0,11640531.0,3009397065.0,124498240.0,55270198.0,77890173.0,3362257.0,0.00,--,261020868.0,161933.0,261182801.0,0.0,0.0,0.0,20.97,
2014/04,2887,台新金控,23089267.0,34496856.0,83294027.0,244249053.0,0.00,273345.0,100310417.0,353421.0,--,805752729.00,--,2540.00,32660984.0,--,12131204.0,922355.00,17958823.0,2001997.0,4154618.0,21301742.0,1382953378.0,56003848.00,--,34921514.0,--,69724492.0,649389.0,22598658.0,1699781.0,--,965328658.00,55000000.00,6235441.00,--,794014.0,52744269.0,83945.0,2985066.0,1268769075.0,95780609.0,10640840.0,7292136.0,344829.0,--,0.00,114058414.0,125889.0,114184303.0,10789000.0,0.0,0.0,11.91,
2014/04,2888,新光金,60836043.0,115815558.0,101669448.0,397047075.0,--,7861201.0,73161192.0,3801860.0,5182190.00,687204966.00,--,367484781.00,104587.0,--,782394275.0,120581900.00,24698737.0,3086638.0,13012937.0,33893131.0,2797836519.0,14332356.00,--,36045846.0,--,26298862.0,2199293.0,44879989.0,120027.0,--,622643523.00,37937460.00,4835274.00,0.00,1772515260.0,93265266.0,4062779.0,13227068.0,2672363003.0,98347538.0,9515301.0,31199870.0,-28210810.0,--,--,110851899.0,14621617.0,125473516.0,0.0,0.0,0.0,11.27,
2014/04,2889,國票金控,2501497.0,20.0,110876763.0,79904562.0,--,379913.0,18234771.0,762729.0,--,--,--,--,1511790.0,--,4492762.0,--,1938474.0,463330.0,59398.0,1117993.0,222244002.0,--,13803765.00,261416.0,--,155083329.0,10139173.0,6064201.0,257066.0,--,--,--,--,--,1419899.0,1253045.0,20051.0,293839.0,188595784.0,26873652.0,7544.0,2851273.0,334223.0,-485234.00,--,29581458.0,4066760.0,33648218.0,0.0,0.0,50000000.0,11.22,
