年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,備供出售金融資產－淨額,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,貼現及放款－淨額,再保險合約資產－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,預收股款（權益項下）之約當發行股數（單位：股）,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值,Unnamed: 54
2014/01,2880,華南金,47493131.0,149545945.0,49398938.0,87603497.0,6283.00,518154.0,48078401.0,2060395.0,--,1420981877.00,2726303.00,271294793.00,75222.00,--,47827485.0,7796805.00,32179892.0,410603.0,2485416.0,3767356.0,2174250496.0,122106147.00,--,20565330.0,74638.00,25459563.0,6417139.0,31458334.0,2691305.0,--,1742806561.00,45841968.00,880000.00,--,15954130.0,11999581.0,6104073.0,2990010.0,2035348779.0,90562816.0,17758986.0,32501119.0,-1922674.0,--,--,138900247.0,1470.0,138901717.0,0.0,0.0,0.0,15.34,
2014/01,2881,富邦金,151967521.0,159756752.0,107574978.0,1739313582.0,501804.00,65690478.0,166125479.0,1898844.0,--,1545857444.00,13568253.00,237949101.00,5342577.00,--,617724997.0,88005785.00,42041456.0,30647467.0,4618825.0,35927499.0,5014512842.0,113358016.00,--,58645985.0,1720854.00,72417723.0,3524341.0,96485221.0,5442906.0,--,1748047115.00,119208369.00,300000.00,--,2234737928.0,186877925.0,5506993.0,12774631.0,4659048007.0,102336040.0,74446982.0,124290013.0,47000281.0,0.00,--,348073316.0,7391519.0,355464835.0,0.0,0.0,0.0,34.01,
2014/01,2882,國泰金,419927339.0,136763894.0,242154421.0,1346438280.0,1241132.00,19654926.0,157195422.0,6056424.0,0.00,1729891326.00,6121332.00,59421462.00,3160550.00,--,1786930321.0,309921710.00,93716487.0,9240347.0,14409702.0,30884614.0,6373129689.0,68976603.00,1525500.00,25329193.0,0.00,64936638.0,10990000.0,51241386.0,37003.0,--,1608618909.00,92513375.00,--,--,3545438970.0,459714320.0,17904123.0,31142653.0,5978368673.0,119649621.0,89063184.0,148810589.0,32919061.0,0.00,0.00,390442455.0,4318561.0,394761016.0,0.0,0.0,0.0,32.63,
2014/01,2883,開發金,34211246.0,45683335.0,115438561.0,112659345.0,1425.00,20309767.0,132363271.0,745383.0,--,113618525.00,--,--,7729543.00,22323760.00,82311822.0,1822118.00,9080317.0,6135352.0,814721.0,10665909.0,715914400.0,9527458.00,--,24693405.0,53297.00,127543612.0,17898220.0,57120347.0,2349103.0,--,151009930.00,34586157.00,19817004.00,--,1138470.0,88303593.0,1201151.0,8107113.0,543348860.0,150369666.0,528030.0,17345037.0,3086.0,-2170286.00,--,166075533.0,6490007.0,172565540.0,0.0,0.0,302586000.0,11.27,
2014/01,2884,玉山金控,20372848.0,59550503.0,304559565.0,78531653.0,--,0.0,61686742.0,566194.0,--,849111003.00,--,8341983.00,--,--,46694911.0,446579.00,19717476.0,5548230.0,243534.0,3703052.0,1459074273.0,69926199.00,--,14986333.0,--,9470017.0,3331686.0,20437161.0,1050288.0,--,1187067511.00,56300000.00,365724.00,--,400667.0,3767400.0,773847.0,1448646.0,1369325479.0,57633794.0,15509980.0,14952392.0,937516.0,--,--,89033682.0,715112.0,89748794.0,0.0,0.0,0.0,15.45,
2014/01,2885,元大金,26702618.0,95977734.0,108540464.0,97959482.0,--,202883.0,105492575.0,1454503.0,1282960.00,407171270.00,474358.00,34125031.00,794325.00,153183.00,70661634.0,4435779.00,12178828.0,25377551.0,1903228.0,9473620.0,1004362026.0,13189992.00,--,32824212.0,--,32089897.0,17846526.0,58225401.0,4517068.0,--,500432571.00,31032463.00,1950252.00,--,92809292.0,41925962.0,1340325.0,10390292.0,838574253.0,98937235.0,33634947.0,26292764.0,3571658.0,0.00,--,162436604.0,3351169.0,165787773.0,0.0,0.0,0.0,16.42,
2014/01,2886,兆豐金,335470200.0,200624590.0,171631541.0,279259657.0,--,4999898.0,192484042.0,1054167.0,2636.00,1676473655.00,3406909.00,182148942.00,2738229.00,--,23874201.0,2316858.00,22073126.0,290650.0,3675863.0,5474997.0,3108000161.0,454796269.00,39520263.00,13392511.0,--,213505058.0,6402777.0,66942173.0,6165448.0,--,1951001552.00,54800000.00,7240301.00,--,22861881.0,10908961.0,2068215.0,7521400.0,2857126809.0,124498240.0,55271623.0,69577414.0,1331214.0,0.00,--,250678491.0,194861.0,250873352.0,0.0,0.0,0.0,20.14,
2014/01,2887,台新金控,56896180.0,131776393.0,107600621.0,249108164.0,51396.00,4287435.0,102561716.0,1666652.0,--,1922855355.00,--,182950862.00,84340.00,--,90816264.0,11766507.00,41680022.0,21976403.0,7827986.0,17514463.0,2951420759.0,190153959.00,--,27336808.0,--,43136083.0,269553.0,48240389.0,4966653.0,--,2276269314.00,90306757.00,2871286.00,--,4455401.0,44332548.0,7127608.0,4882676.0,2744349035.0,84112903.0,9609921.0,22984259.0,977573.0,--,--,117684656.0,89387068.0,207071724.0,132178420.0,0.0,0.0,14.03,
2014/01,2888,新光金,43130365.0,120376735.0,94184195.0,349441616.0,--,6043689.0,81385200.0,4373122.0,3594919.00,678387961.00,--,327434497.00,353574.00,--,707434508.0,122867370.00,24743118.0,3177183.0,15133589.0,29521226.0,2611582867.0,7290949.00,--,16583042.0,--,28018942.0,9546480.0,37834369.0,266546.0,--,593301196.00,32921112.00,5611362.00,0.00,1650846484.0,99394607.0,3894049.0,11417863.0,2496927001.0,93288169.0,9180681.0,32217276.0,-34128143.0,--,--,100557983.0,14097883.0,114655866.0,0.0,0.0,0.0,10.78,
2014/01,2889,國票金控,1841951.0,200004.0,100406693.0,77043547.0,--,249967.0,19019429.0,736354.0,--,--,--,--,1513349.00,--,4215625.0,--,1963501.0,567103.0,54907.0,1095665.0,208908095.0,--,22330722.00,287863.0,--,136592009.0,5724639.0,7877210.0,153562.0,--,--,--,--,--,1279065.0,1395581.0,37921.0,214393.0,175892965.0,26280696.0,7544.0,2843185.0,252785.0,-485234.00,--,28898976.0,4116154.0,33015130.0,0.0,0.0,50000000.0,11.21,
