年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,備供出售金融資產－淨額,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,貼現及放款－淨額,再保險合約資產－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,預收股款（權益項下）之約當發行股數（單位：股）,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值,Unnamed: 54
2015/02,2880,華南金,50310351.0,167992959.0,52413907.0,96000708.0,1202.00,697550.0,52724773.0,999022.0,--,1453221713.00,3222524.00,270559218.0,67709.00,--,74670561.0,9252974.00,32755236.0,320939.0,2151505.0,2691020.0,2270053871.0,94709529.00,--,19581568.0,48782.00,34915443.0,8866155.0,39447936.0,2191011.0,--,1832743231.00,48844155.00,1282000.00,--,17443162.0,14856015.0,6105529.0,3110549.0,2124145065.0,99063042.0,17758986.0,29075570.0,9712.0,--,--,145907310.0,1496.0,145908806.0,0.0,--,0.0,15.64,
2015/02,2881,富邦金,158709096.0,176955522.0,116541776.0,1779486801.0,454113.00,119451664.0,159669575.0,1362439.0,47760.00,1641150988.00,15826134.00,287111219.0,16841702.00,--,835601851.0,135975309.00,43346843.0,30381290.0,3679125.0,52411631.0,5575004838.0,115270328.00,9399921.00,51555392.0,2436800.00,128613627.0,6812708.0,114732384.0,9339464.0,--,1867224466.00,142718051.00,1100000.00,--,2536890073.0,176437914.0,6353714.0,14464698.0,5183349540.0,102336040.0,74446982.0,191101017.0,15772635.0,--,--,383656674.0,7998624.0,391655298.0,0.0,0.00,0.0,37.49,
2015/02,2882,國泰金,372119468.0,112290016.0,195710500.0,1400955397.0,439100.00,35679580.0,157516768.0,4322279.0,0.00,1785464539.00,6509331.00,80468255.0,23967500.00,--,2406919427.0,380818127.00,93033402.0,9372025.0,12827314.0,44125549.0,7122538577.0,58056657.00,0.00,74579183.0,0.00,78456022.0,27787344.0,67746464.0,2311243.0,--,1753509341.00,107195124.00,--,--,3939159951.0,540706290.0,25272007.0,14658083.0,6689437709.0,125632102.0,88782304.0,178812835.0,34039120.0,0.00,0.00,427266361.0,5834507.0,433100868.0,0.0,0.00,0.0,34.01,
2015/02,2883,開發金,29154651.0,75433971.0,128137287.0,122366363.0,--,49112441.0,134725187.0,853690.0,--,221182539.00,--,142564.0,10330090.00,33933981.00,60693223.0,2064638.00,14357752.0,8865512.0,5579665.0,13077976.0,910011530.0,3141056.00,--,29468553.0,0.00,116949579.0,22035374.0,74675211.0,930048.0,--,329569141.00,26577343.00,41363779.00,--,987898.0,83642336.0,1477654.0,12266259.0,743084231.0,151644553.0,599342.0,15467270.0,-1985749.0,-2376748.00,--,163348668.0,3578631.0,166927299.0,25000.0,--,323231938.0,11.01,
2015/02,2884,玉山金控,23219866.0,62538183.0,308894547.0,120946389.0,0.00,755560.0,87944359.0,269438.0,--,986149409.00,--,4931711.0,--,--,58239975.0,625672.00,24830476.0,5629567.0,163201.0,2656302.0,1687794655.0,67564202.00,--,24821109.0,--,7167477.0,3750571.0,24943484.0,1161316.0,--,1390800078.00,47300000.00,825521.00,--,368043.0,2204585.0,713818.0,1807277.0,1573427481.0,79517000.0,20501164.0,12329673.0,1232031.0,--,--,113579868.0,787306.0,114367174.0,0.0,0.00,0.0,15.56,
2015/02,2885,元大金,36729476.0,79641610.0,323450682.0,127089122.0,--,20245571.0,167552808.0,1624732.0,0.00,475409993.00,281303.00,68129450.0,1747184.00,2183175.00,98085005.0,6738650.00,16300872.0,26512686.0,3475319.0,18661257.0,1473858895.0,26592272.00,--,92041694.0,--,122527861.0,17946185.0,182214562.0,3409110.0,--,599507774.00,45829216.00,20725440.00,--,110054704.0,48090463.0,1994671.0,11450966.0,1282384918.0,107129605.0,35564830.0,28502000.0,5095758.0,--,--,176292193.0,15181784.0,191473977.0,0.0,0.00,0.0,16.89,
2015/02,2886,兆豐金,132296074.0,346317354.0,173344558.0,312595878.0,--,5156686.0,221799243.0,889093.0,2673.00,1751864248.00,3244023.00,174097983.0,2948185.00,--,20815372.0,1294268.00,22044493.0,281347.0,4127813.0,3723210.0,3176842501.0,315592318.00,46629161.00,20521169.0,--,180550514.0,11901583.0,77420147.0,10633759.0,--,2157860049.00,50200000.00,5036174.00,--,21332599.0,11206604.0,2183026.0,9790301.0,2920857404.0,124498240.0,55268667.0,75695955.0,364414.0,0.00,--,255827276.0,157821.0,255985097.0,0.0,--,0.0,20.55,
2015/02,2887,台新金控,14611542.0,33355156.0,93690542.0,265753533.0,0.00,4998.0,103273640.0,177358.0,--,826906987.00,--,2534.0,33638198.00,--,12185784.0,917395.00,18053012.0,2049396.0,3387988.0,14687871.0,1422695934.0,62262518.00,0.00,23979538.0,0.00,76835695.0,1072984.0,21994695.0,1029602.0,--,984714922.00,64100000.00,7788093.00,--,786496.0,54614842.0,53863.0,2620086.0,1301853334.0,95831636.0,10216066.0,14329668.0,320901.0,--,0.00,120698271.0,144329.0,120842600.0,1672395.0,0.00,0.0,12.59,
2015/02,2888,新光金,58307185.0,126104798.0,94401882.0,380956776.0,--,4784550.0,76920965.0,3413602.0,0.00,685191014.00,--,363931204.0,58769.00,--,849117295.0,123006951.00,27163394.0,2951674.0,12599073.0,30276727.0,2839185859.0,900922.00,--,13969054.0,--,22619006.0,1799213.0,43533240.0,148050.0,--,638343844.00,37172297.00,2531183.00,0.00,1852034363.0,82093399.0,4101106.0,11788140.0,2711033817.0,102281441.0,9515019.0,32536134.0,-29579778.0,-840150.00,--,113912666.0,14239376.0,128152042.0,0.0,--,86490000.0,11.69,
2015/02,2889,國票金控,2795842.0,1310057.0,109469290.0,87194414.0,--,207005.0,18579052.0,761168.0,--,--,--,394913.0,1566114.00,--,4710432.0,--,1937221.0,456753.0,58666.0,1004048.0,230444975.0,--,21077947.00,387261.0,--,154123135.0,10705500.0,7129534.0,56399.0,--,--,--,--,--,1464057.0,1489783.0,20051.0,313821.0,196767488.0,27664862.0,7544.0,2163477.0,268375.0,-485234.00,--,29619024.0,4058463.0,33677487.0,0.0,0.00,50000000.0,11.23,
2015/02,2890,永豐金控,29699627.0,105325898.0,92151147.0,195921679.0,--,11701819.0,149442852.0,267998.0,--,818134492.00,--,64137930.0,439630.00,--,46144306.0,1769063.00,13520779.0,2742735.0,2986884.0,14428957.0,1548815796.0,73396211.00,--,15509927.0,36155.00,35331488.0,31268689.0,39990228.0,961882.0,--,1121503830.00,41367621.00,23122452.00,18437.00,3176344.0,27629569.0,1451007.0,7823254.0,1422587094.0,101679807.0,2227009.0,21106931.0,1155498.0,--,--,126169245.0,59457.0,126228702.0,0.0,--,0.0,13.32,
2015/02,2891,中信金,81480934.0,309401220.0,92977206.0,653939025.0,304011.00,2874346.0,188176496.0,1303881.0,6323343.00,1918113205.00,353391.00,153649641.0,1814820.00,--,234249901.0,6779663.00,46325051.0,16801849.0,9112895.0,28083285.0,3752064163.0,39437782.00,41021931.00,79303605.0,88112.00,60838489.0,8439660.0,85145587.0,3903607.0,--,2517493509.00,106474481.00,--,--,379273883.0,191826993.0,1034736.0,8875520.0,3523157895.0,164931213.0,23845351.0,51179586.0,-11132397.0,0.00,--,228823753.0,82515.0,228906268.0,0.0,--,0.0,15.0,
2015/02,2892,第一金控,49604107.0,257290894.0,75918872.0,74307749.0,0.00,566367.0,66380655.0,1657412.0,--,1422259305.00,6720.00,347325862.0,2563223.00,--,44480299.0,9247932.00,28277474.0,356203.0,1966349.0,3799975.0,2386009398.0,149491184.00,69467.00,25598847.0,0.00,7163703.0,8337022.0,66506808.0,2745166.0,--,1831204257.00,48000000.00,2486031.00,--,11979062.0,67467581.0,5748725.0,4750888.0,2231548741.0,98611064.0,18200167.0,31165023.0,6101016.0,--,--,154077270.0,383387.0,154460657.0,0.0,0.00,0.0,16.64,
2015/02,5880,合庫金,41964221.0,698634420.0,64164795.0,137886850.0,--,2457734.0,26137184.0,1075307.0,--,1895074730.00,8677.00,35442779.0,116030.00,--,183536583.0,2867804.00,40001321.0,3696673.0,1209035.0,3405672.0,3137679815.0,215798580.00,--,15627416.0,--,43332007.0,10290949.0,39805771.0,1124421.0,--,2415906571.00,69610000.00,1039360.00,--,57897500.0,80725903.0,2970638.0,1765861.0,2955894977.0,110722290.0,57964343.0,9777037.0,-235155.0,--,--,178228515.0,3556323.0,181784838.0,0.0,0.00,0.0,16.9,
