年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,備供出售金融資產－淨額,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,貼現及放款－淨額,再保險合約資產－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,預收股款（權益項下）之約當發行股數（單位：股）,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值,Unnamed: 54
2014/03,2880,華南金,55382226.0,138085572.0,54743455.0,99058763.0,6111.00,394392.0,49634165.0,1872051.0,--,1425206464.00,2921288.00,267597520.00,75514.00,--,76560880.0,7755166.00,32585262.0,379425.0,2207455.0,6424040.0,2220889749.0,105261574.00,--,20929064.0,49910.00,37655008.0,7129802.0,52608209.0,1235339.0,--,1773646748.00,47042898.00,1411000.00,--,16244894.0,6525139.0,6101903.0,5286529.0,2081128017.0,93279700.0,17758986.0,30218648.0,-1497083.0,--,0.00,139760251.0,1481.0,139761732.0,0.0,0.0,0.0,14.98,
2014/03,2881,富邦金,197410090.0,170148685.0,107573380.0,1738636606.0,479406.00,70470210.0,182060236.0,731678.0,95615.00,1553723090.00,13504822.00,245422551.00,5677884.00,--,676727922.0,115386836.00,43146999.0,30528651.0,5357440.0,49680000.0,5206762101.0,98381734.00,--,58730130.0,1687338.00,108139996.0,5847871.0,92840857.0,6630840.0,--,1739999976.00,148683592.00,963040.00,--,2357441181.0,183773927.0,7342324.0,17444440.0,4827907246.0,102336040.0,74446982.0,173547587.0,20743839.0,0.00,--,371074448.0,7780407.0,378854855.0,0.0,0.0,0.0,36.26,
2014/03,2882,國泰金,508527175.0,146979030.0,202941797.0,1301619201.0,799689.00,49522901.0,125765347.0,6572752.0,0.00,1791938582.00,6261024.00,75387965.00,4427921.00,--,1943342582.0,346116294.00,93044730.0,9257382.0,13242979.0,36332068.0,6662079419.0,71776229.00,1521800.00,36507336.0,13397.00,62636760.0,23400000.0,58475379.0,176336.0,--,1667763366.00,107288890.00,--,--,3677395612.0,516660371.0,21069770.0,16662617.0,6261347863.0,125632102.0,88782304.0,157348737.0,23568922.0,0.00,0.00,395332065.0,5399491.0,400731556.0,0.0,0.0,0.0,31.47,
2014/03,2883,開發金,16877444.0,77995504.0,120118280.0,132700853.0,0.00,29789716.0,138876461.0,842151.0,--,230493422.00,--,20090014.00,9592749.00,27364803.00,71091174.0,1759915.00,15197645.0,9807643.0,6027489.0,13369784.0,921995047.0,7609584.00,--,29415120.0,31580.00,123382032.0,22938918.0,66524508.0,2505916.0,--,311800387.00,33622190.00,32245282.00,--,1280648.0,103221139.0,1281319.0,16216448.0,752075071.0,153436592.0,588370.0,16646130.0,-1949155.0,-2376747.00,--,166345190.0,3574786.0,169919976.0,545910.0,0.0,323231938.0,11.07,
2014/03,2884,玉山金控,20716271.0,59372537.0,286435002.0,86762908.0,--,20214.0,73219190.0,550291.0,--,909473762.00,--,7096395.00,--,--,53399786.0,417450.00,20228381.0,5479495.0,381273.0,3816381.0,1527369336.0,68209822.00,--,22057615.0,--,16484881.0,3329040.0,24620050.0,1293084.0,--,1227860487.00,52100000.00,365460.00,--,404824.0,2749469.0,689454.0,2277571.0,1422441757.0,70530000.0,19375697.0,12949135.0,1329641.0,--,--,104184473.0,743106.0,104927579.0,0.0,0.0,0.0,14.77,
2014/03,2885,元大金,36993504.0,99195038.0,255266998.0,103530969.0,--,9746065.0,131519057.0,2192650.0,1312507.00,432509867.00,352624.00,35696543.00,2035691.00,2251875.00,70700541.0,10911022.00,13717048.0,27372515.0,3350057.0,13672702.0,1252327273.0,9928156.00,--,65657570.0,--,67067919.0,23386647.0,140594115.0,3557859.0,--,535988869.00,47744838.00,16648845.00,--,102518116.0,39198906.0,1562303.0,17913151.0,1071767294.0,101410666.0,33634947.0,27679877.0,2763397.0,0.00,--,165488887.0,15071092.0,180559979.0,0.0,0.0,0.0,16.32,
2014/03,2886,兆豐金,176168949.0,558400151.0,176664485.0,282929807.0,--,7483024.0,200991025.0,1466526.0,2634.00,1708199151.00,3529465.00,164043799.00,2663819.00,--,20676741.0,1981055.00,21977782.0,298903.0,4021790.0,4247253.0,3335746359.0,687673510.00,39889775.00,13664157.0,--,233706497.0,12995942.0,76804714.0,8298536.0,--,1897641583.00,56900000.00,8332362.00,--,21811367.0,11719718.0,2160410.0,11077484.0,3082676055.0,124498240.0,55274279.0,71541793.0,1599458.0,0.00,--,252913770.0,156534.0,253070304.0,0.0,0.0,0.0,20.31,
2014/03,2887,台新金控,59526258.0,141312886.0,102494954.0,296890830.0,28649.00,1125030.0,123504574.0,970025.0,--,1993151155.00,--,184787432.00,78932.00,--,93826923.0,11839185.00,41495889.0,21946807.0,7250308.0,12939788.0,3093169625.0,207837472.00,456750.00,28303142.0,37977.00,75076798.0,1509926.0,53727139.0,2467506.0,--,2332644050.00,103262373.00,5777214.00,--,4563628.0,49371448.0,6649081.0,5388314.0,2877072818.0,95676949.0,10628649.0,18707851.0,780627.0,0.00,--,125794076.0,90302731.0,216096807.0,4385000.0,0.0,0.0,13.15,
2014/03,2888,新光金,70705813.0,120967773.0,103429457.0,360237580.0,--,8221355.0,72098614.0,3673704.0,4985059.00,680370873.00,--,356589748.00,168411.00,--,718983457.0,121125447.00,24605677.0,3085101.0,14850748.0,33004060.0,2697102877.0,7447948.00,--,19693345.0,--,22190987.0,3998655.0,37843236.0,176763.0,--,603853493.00,35400300.00,5682713.00,0.00,1735244592.0,91902292.0,3959002.0,13367248.0,2580760574.0,98347538.0,9515301.0,32361866.0,-38178924.0,--,--,102045781.0,14296522.0,116342303.0,0.0,0.0,0.0,10.38,
2014/03,2889,國票金控,2305961.0,48.0,116042993.0,78447703.0,--,579979.0,19323224.0,751500.0,--,--,--,--,1488253.00,--,4239711.0,--,1936726.0,540258.0,39146.0,1895141.0,227590643.0,--,14822434.00,290922.0,--,157544041.0,9945088.0,8360280.0,272641.0,--,--,--,--,--,1432226.0,1274174.0,20051.0,423867.0,194385724.0,26873652.0,7544.0,2578362.0,115449.0,-485234.00,--,29089773.0,4115146.0,33204919.0,0.0,0.0,50000000.0,11.03,
