年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,備供出售金融資產－淨額,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,貼現及放款－淨額,再保險合約資產－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,預收股款（權益項下）之約當發行股數（單位：股）,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值,Unnamed: 54
2014/02,2880,華南金,51402040.0,151169607.0,51680415.0,97938516.0,3363.00,421396.00,47794368.0,1744849.0,--,1398428285.00,2837573.00,251493687.00,76617.00,--,73797464.0,7811729.00,32426824.0,394923.0,2457530.0,3622426.0,2175501612.0,104401396.00,--,20629578.0,64856.00,28591214.0,4056109.0,34774333.0,1894376.0,--,1765371283.00,45842378.00,1574000.00,--,16182525.0,7087122.0,6101375.0,2772467.0,2039343012.0,93279700.0,17758986.0,26752503.0,-1634046.0,--,--,136157143.0,1457.0,136158600.0,0.0,0.0,0.0,15.03,
2014/02,2881,富邦金,168447311.0,159216772.0,107748438.0,1781571105.0,524606.00,70055362.00,179750224.0,942139.0,94166.00,1569422478.00,15221525.00,235176755.00,5337447.00,--,617993655.0,87390241.00,42371808.0,30167080.0,5546614.0,44379493.0,5121357219.0,110658221.00,--,47980175.0,1853027.00,91898020.0,5823522.0,100973926.0,5524865.0,--,1767923312.00,127496721.00,1100000.00,--,2284527807.0,185886426.0,8702229.0,13437523.0,4753785774.0,102336040.0,74446982.0,122421926.0,61009597.0,0.00,--,360214545.0,7356900.0,367571445.0,0.0,0.0,0.0,35.2,
2014/02,2882,國泰金,439314462.0,136630902.0,199076191.0,1375101005.0,921067.00,38211047.00,134123729.0,6532936.0,0.00,1777532902.00,6659756.00,62742329.00,4345561.00,--,1842622318.0,328761736.00,93456226.0,9266492.0,16068321.0,31730623.0,6503097603.0,66777514.00,1495750.00,16839141.0,0.00,65279312.0,12090000.0,65695591.0,176336.0,--,1626302712.00,107214791.00,--,--,3583478956.0,506753754.0,21937681.0,18182820.0,6092224358.0,125632102.0,88782304.0,143316028.0,47993571.0,0.00,0.00,405724005.0,5149240.0,410873245.0,0.0,0.0,0.0,33.91,
2014/02,2883,開發金,39518557.0,56122192.0,118813658.0,106820537.0,0.00,38639831.00,135356284.0,632097.0,--,125043317.00,--,--,9055451.00,20520157.00,64876391.0,1770408.00,9095442.0,6598982.0,671046.0,7873040.0,741407390.0,4915702.00,--,23491753.0,43039.00,121568103.0,15409615.0,61309262.0,2312919.0,--,162080804.00,33604075.00,37908386.00,--,1136041.0,98535471.0,1210140.0,10180282.0,573705592.0,150369666.0,519008.0,13462802.0,-766503.0,-2170286.00,--,161414687.0,6287111.0,167701798.0,0.0,0.0,302586000.0,10.95,
2014/02,2884,玉山金控,24254687.0,54910784.0,283439001.0,96280166.0,--,--,73290338.0,547740.0,--,884728900.00,--,8232883.00,--,--,56370751.0,433040.00,19974082.0,5479381.0,274788.0,3646797.0,1511863338.0,84314429.00,--,11710518.0,--,17503156.0,3069234.0,20691383.0,1045277.0,--,1212953878.00,52600000.00,358188.00,--,404444.0,3069253.0,774355.0,1708728.0,1410202843.0,70530000.0,19375697.0,10085834.0,969283.0,--,--,100960814.0,699681.0,101660495.0,0.0,0.0,0.0,15.62,
2014/02,2885,元大金,32447610.0,105813429.0,227571493.0,103442339.0,--,11801796.00,123237236.0,1719947.0,1305934.00,421991298.00,477597.00,33460911.00,2049060.00,2131466.00,69555562.0,11227325.00,13927374.0,27758797.0,3375853.0,13212797.0,1206507824.0,16575228.00,--,58988947.0,--,54682111.0,22789242.0,69343194.0,4606747.0,--,586586780.00,41817277.00,23270872.00,--,96779592.0,38578412.0,1410105.0,11509528.0,1026938035.0,101410666.0,33634947.0,25505354.0,3423513.0,0.00,--,163974480.0,15595309.0,179569789.0,0.0,0.0,0.0,16.57,
2014/02,2886,兆豐金,174195646.0,289669101.0,175725721.0,276349200.0,--,5641383.00,203644226.0,1301418.0,2582.00,1668969079.00,3481496.00,178963013.00,2679628.00,--,20699864.0,2310530.00,22041310.0,302060.0,3758271.0,4128228.0,3033862756.0,376096025.00,39510383.00,14326707.0,--,233201316.0,7187117.0,76253441.0,8295619.0,--,1915959215.00,61900000.00,10930120.00,--,21988779.0,11946570.0,2193326.0,7849328.0,2787637946.0,124498240.0,55274279.0,63850970.0,2418558.0,0.00,--,246042047.0,182763.0,246224810.0,0.0,0.0,0.0,19.76,
2014/02,2887,台新金控,53505258.0,134625141.0,106452360.0,281299974.0,40385.00,354313.00,118490290.0,1258290.0,--,1959204680.00,--,184543904.00,73126.00,--,104918894.0,11767838.00,41653161.0,22004736.0,7209506.0,18927477.0,3046329333.0,207698778.00,447675.00,25939845.0,2292.00,63850250.0,460647.0,57451099.0,4534809.0,--,2294497695.00,108179189.00,4556117.00,--,4513774.0,52675015.0,6638806.0,5017710.0,2836463701.0,95628460.0,10615976.0,14815994.0,927912.0,0.00,--,121988342.0,87877290.0,209865632.0,3073000.0,0.0,0.0,13.92,
2014/02,2888,新光金,51691229.0,134633668.0,100357878.0,376741440.0,--,8394312.00,76313458.0,3453144.0,4985059.00,675525924.00,--,343425376.00,221126.00,--,685578408.0,121296478.00,24750943.0,3112655.0,14009051.0,30761006.0,2655251155.0,9088380.00,--,8463552.0,--,27726205.0,8996369.0,40027051.0,177923.0,--,603313600.00,35440089.00,4181630.00,0.00,1686059653.0,96927872.0,3574737.0,11194826.0,2535171887.0,98347538.0,9180681.0,28136608.0,-29719119.0,--,--,105945708.0,14133560.0,120079268.0,0.0,0.0,0.0,11.36,
2014/02,2889,國票金控,2429174.0,85.0,115964194.0,81045172.0,--,818601.00,20578431.0,868116.0,--,--,--,--,1477687.00,--,4249506.0,--,1942441.0,540327.0,39353.0,1110200.0,231063287.0,--,15578706.00,240601.0,--,160763622.0,8890580.0,9452126.0,137207.0,--,--,--,--,--,1391866.0,1328701.0,20312.0,248111.0,198051832.0,26873652.0,7544.0,2209082.0,277130.0,-485234.00,--,28882174.0,4129281.0,33011455.0,0.0,0.0,50000000.0,11.2,
