公司代號,公司名稱,營業收入,營業成本,營業毛利(毛損),營業費用,營業淨利(淨損),營業外收入及利益,營業外費用及損失,繼續營業單位稅前淨利(淨損),所得稅費用(利益),繼續營業單位淨利(淨損),停業單位損益,非常損益,會計原則變動累積影響數,合併總損益,合併淨損益,共同控制下前手權益損益,少數股權損益,基本每股盈餘
"1101","台泥",118496562,97921121,20575441,4402750,16172691,3467470,3114175,16525986,2797872,13728114,0,0,0,13728114,8619825,0,5108289,2.33
"1102","亞泥",68826626,57473747,11352879,2466738,8886141,7521468,2371641,14035968,1787282,12248686,0,0,0,12248686,10016249,0,2232437,3.19
"1103","嘉泥",5169912,4185322,984590,516353,468237,759288,765066,462459,143787,318672,0,0,0,318672,160245,0,158427,0.26
"1104","環球水泥",4696706,4348597,348109,367703,-19594,693456,237785,436077,40071,396006,0,0,0,396006,389711,0,6295,0.65
"1108","幸福水泥",4147198,3973489,173709,298735,-125026,72954,120057,-172129,-30592,-141537,0,0,0,-141537,-140496,0,-1041,-0.35
"1109","信大水泥",2629156,2288606,340550,320539,20011,115464,37882,97593,11775,85818,0,0,0,85818,73530,0,12288,0.17
"1110","東泥",1441841,1325684,116157,55170,60987,89037,128172,21852,-1636,23488,0,0,0,23488,23369,0,119,0.04
"1201","味全公司",25638678,16668790,8969888,8173951,795937,262549,291317,767169,214224,552945,0,0,0,552945,685268,0,-132323,1.35
"1203","味王公司",5879596,4920604,958992,872971,86021,122959,118986,89994,78745,11249,0,0,0,11249,41248,0,-29999,0.17
"1210","大成長城",84062690,76565125,7497565,5675464,1822101,634887,377571,2079417,305213,1774204,0,0,0,1774204,1071050,0,703154,2.22
"1213","大飲",711651,630689,80962,82154,-1192,8830,3299,4339,2017,2322,0,0,0,2322,2322,0,0,0.05
"1215","卜蜂企業",17676235,16495575,1180660,1070311,110349,145670,59131,196888,55528,141360,0,0,0,141360,135758,0,5602,0.59
"1216","統一",388028397,277728621,110299776,95218269,15081507,7118343,4058142,18141708,3406766,14734942,0,0,0,14734942,9447681,0,5287261,2.08
"1217","愛之味",4643615,3017210,1626405,1564402,62003,159642,180930,40715,22037,18678,0,0,0,18678,11336,0,7342,0.04
"1218","泰山企業",10067783,8760328,1307455,1618534,-309963,623551,106261,207327,5895,201432,0,0,0,201432,200321,0,1111,0.61
"1219","福壽實業",10455740,10016010,439730,572800,-132527,724715,40013,552175,-3015,555190,0,0,0,555190,551585,0,3605,1.89
"1220","台榮",3662822,3319772,343050,202831,140219,34586,21217,153588,2754,150834,0,0,0,150834,143904,0,6930,0.81
"1225","福懋油",14590444,14021078,569366,487667,82071,57009,76736,62344,25301,37043,0,0,0,37043,43045,0,-6002,0.24
"1227","佳格",19827211,12312059,7515152,4717159,2797993,166463,27449,2937007,454686,2482321,0,0,0,2482321,2458358,0,23963,5.34
"1229","聯華實業",5327504,4864465,463039,342696,120343,1510342,66417,1564268,75587,1488681,36895,0,0,1525576,1528934,0,-3358,1.81
"1231","聯華食品",5330490,3733755,1596735,1188012,408723,69054,27070,450707,93236,357471,0,0,0,357471,358507,0,-1036,3.02
"1232","大統益",18070053,17008346,1061707,451908,609799,108348,5217,712930,121453,591477,0,0,0,591477,587006,0,4471,3.67
"1233","天仁",2056103,837260,1218843,945536,273307,16902,2820,287389,51678,235711,0,0,0,235711,234304,0,1407,2.59
"1234","黑松",6651160,4994140,1657020,1609717,47303,595256,152051,490508,98172,392336,0,0,0,392336,392336,0,0,0.73
"1235","興泰",392802,357460,35342,47066,-11724,52809,26461,14624,-509,15133,0,0,0,15133,18723,0,-3590,0.35
"1236","宏亞食品",2480767,1758359,722408,505929,216479,15943,19113,213309,32954,180355,0,0,0,180355,180355,0,0,1.83
"1262","F-綠悅",3556581,2731112,825469,135659,689810,48696,83602,654904,103065,551839,0,0,0,551839,551839,0,0,552.00
"1301","台塑",217037101,181585588,35451513,10054869,25396644,19247687,3705524,40938807,5214349,35724458,0,0,0,35724458,35724458,0,0,5.84
"1303","南亞塑膠",330999216,279599232,51399984,18015349,33375988,8379429,8459011,33296406,9095185,24201221,0,0,0,24201221,23142966,0,1058255,2.95
"1304","台聚",57841586,48255535,9586051,3879454,5706597,842903,486324,6063176,1161311,4901865,-73157,0,0,4828708,3207599,0,1621109,3.51
"1305","華夏",12463590,11502931,960659,1009238,-48579,116538,75030,-7071,34459,-41530,-73157,0,0,-114687,-92022,0,-22665,-0.22
"1307","三芳化工",10118745,7924966,2193779,1428481,765298,81895,41953,805240,131799,673441,-190,0,0,673251,673251,0,0,1.96
"1308","亞聚",6294688,4286215,2008473,272002,1736471,246510,59282,1923699,303965,1619734,0,0,0,1619734,1619734,0,0,4.14
"1309","台達化工",18433060,17592819,840241,685384,154857,254867,77875,331849,60817,271032,0,0,0,271032,271032,0,0,0.87
"1310","台苯",18670932,18642547,28385,671277,-642892,193184,358505,-808213,26397,-834610,0,0,0,-834610,-807604,0,-27006,-1.39
"1312","國喬石化",24782807,22775437,2007370,1129517,877853,630179,78536,1429496,137306,1292190,0,0,0,1292190,1120551,0,171639,1.23
"1313","聯成",40472023,38678711,1793312,1299885,493427,1155255,351615,1297067,245544,1051523,0,0,0,1051523,1053173,0,-1650,1.00
"1314","中石化",43864186,36533330,7330856,1902003,5428671,7406938,752278,12083331,1175215,10908116,0,0,0,10908116,10925899,0,-17783,5.53
"1315","達新工業",3611746,2951518,660228,583900,76328,613684,33640,656372,34273,622099,0,0,0,622099,625738,0,-3639,2.95
"1316","上曜",1008491,873147,135344,243014,-107670,79452,15142,-43360,5230,-48590,0,0,0,-48590,-64196,0,15606,-0.99
"1319","東陽",18279317,14152439,4126878,3050416,1082188,775002,242662,1614528,249456,1365072,0,0,0,1365072,1181028,0,184044,2.14
"1321","大洋",5718857,5668607,50250,370656,-320406,178711,22495,-164190,3577,-167767,0,0,0,-167767,-167767,0,0,-0.76
"1323","永裕",2889698,2213513,676185,394959,281226,46146,40035,287337,84369,202968,0,0,0,202968,165219,0,37749,2.00
"1324","地球工業",1562484,1276682,285802,205927,79875,10694,831,89738,18150,71588,0,0,0,71588,71588,0,0,0.95
"1325","恒大",1199314,984460,214854,87556,127298,30147,13348,144097,26384,117713,0,0,0,117713,121791,0,-4078,1.21
"1326","台化",396133602,353455408,42678194,12081174,30597020,17283185,7495453,40384752,5453839,34930913,0,0,0,34930913,32970858,0,1960055,5.81
"1337","F-再生",5151257,3176084,1975173,340119,1635054,10737,12716,1633075,431413,1201662,0,0,0,1201662,1201662,0,0,9.36
"1338","F-廣華",4666981,3405589,1261392,531901,729491,69952,28928,770515,189218,581297,0,0,0,581297,578360,0,2937,9.18
"1340","F-勝悅",1854667,1163349,691318,66062,625256,3099,6881,621474,171080,450394,0,0,0,450394,445620,0,4774,7.51
"1402","遠東新",235561246,189250196,46311050,28534535,17777070,6225664,2733379,21269355,3594952,17674403,0,0,0,17674403,11087496,0,6586907,2.26
"1410","南染",655899,476562,179337,81227,98110,12225,2767,107568,6111,101457,0,0,0,101457,95783,0,5674,1.06
"1413","宏洲纖維",4315077,4323603,-8526,110308,-118834,36321,16173,-98686,-4793,-93893,0,0,0,-93893,-96753,0,2860,-0.58
"1416","廣豐",800158,496939,303219,167637,135582,210462,104635,241409,918,240491,0,0,0,240491,240144,0,347,0.67
"1417","嘉裕",2514502,1567700,946802,881746,65056,301616,93611,273061,17759,255302,0,0,0,255302,255302,0,0,0.67
"1418","東華",3078739,2924598,154141,199166,-45025,130117,25866,59226,13116,46110,0,0,0,46110,46131,0,-21,0.38
"1419","新紡",1058732,746847,311885,256695,55190,221318,25187,251321,3586,247735,0,0,0,247735,247735,0,0,0.83
"1432","大魯閣",1158500,977912,180588,122814,57774,28478,49021,37231,8606,28625,0,3603,0,32228,30096,0,2132,0.35
"1434","福懋興業",53205645,46521217,6684428,2587295,4097133,2189988,3046943,3240178,741991,2498187,0,0,0,2498187,2078345,0,419842,1.24
"1435","中福國際",24362,4629,19733,32383,-12650,37346,26984,-2288,1583,-3871,0,0,0,-3871,-3871,0,0,-0.03
"1436","華友聯",1383487,1116790,266697,147577,119120,1211080,324488,1005712,588,1005124,0,0,0,1005124,1005124,0,0,3.17
"1437","勤益投控",2019027,1905930,113097,120722,-7625,48375,178518,-137768,-751,-137017,0,0,0,-137017,-127080,0,-9937,-0.62
"1440","南紡",24429902,23100704,1329198,1306582,22616,483379,65796,440199,-99713,539912,0,0,0,539912,554029,0,-14117,0.35
"1441","大東紡織",1961093,1644622,316471,178611,137860,34176,37725,134311,-2502,136813,0,0,0,136813,136813,0,0,1.94
"1442","名軒",2259884,1312979,946905,192244,754661,3103,1028,756736,39708,717028,0,0,0,717028,713283,0,3745,4.00
"1443","立益紡織",2841778,2782589,59189,207146,-147957,155708,204786,-197035,-165,-196870,0,0,0,-196870,-202989,0,6119,-1.50
"1444","力麗",13214504,11790341,1424163,476729,947995,331400,390927,888468,116959,771509,0,0,0,771509,769200,0,2309,0.88
"1445","大宇紡織",2308517,2089932,218585,152159,66426,42943,1263,108106,4608,103498,0,0,0,103498,103498,0,0,0.75
"1446","宏和",861209,796812,64397,203304,-138907,589701,25242,425552,22759,402793,0,0,0,402793,402793,0,0,2.91
"1447","力鵬",25425410,25073507,351903,561752,-209849,392506,268127,-85470,73039,-158509,0,0,0,-158509,-232799,0,74290,-0.34
"1449","佳和實業",4625858,4405754,220104,478350,-258246,129296,146732,-275682,15510,-291192,0,0,0,-291192,-196340,0,-94852,-1.30
"1451","年興紡織",13107386,11825232,1282154,721856,560298,708358,323549,945107,195011,750096,0,0,0,750096,755959,0,-5863,1.44
"1453","大將",219040,211568,7472,30837,-23365,38454,5758,9331,2196,7135,0,0,0,7135,7360,0,-225,0.10
"1454","台富",2636566,2457852,178714,150670,28044,166714,22728,172030,6203,165827,0,0,0,165827,165827,0,0,1.26
"1456","怡華",2157525,2139527,17998,197430,-179432,29784,79576,-229224,4880,-234104,0,0,0,-234104,-227683,0,-6421,-1.46
"1457","宜進",6048224,5839136,209088,189217,19871,188059,130849,77081,5442,71639,0,-252504,0,-180865,-203174,0,22309,-0.79
"1459","聯發紡織",4431956,4396868,35088,154958,-119870,489984,61219,308895,18295,290600,0,0,0,290600,285420,0,5180,0.90
"1460","宏遠",7517103,6383490,1133613,953867,179746,105309,77426,207629,3459,204170,0,0,0,204170,204169,0,1,0.47
"1463","強盛染整",681542,617037,64505,105625,-41120,77748,4011,32617,4822,27795,0,0,0,27795,27970,0,-175,0.17
"1464","得力實業",4767500,4142250,625250,618397,6853,86512,57121,36244,-14817,51061,0,0,0,51061,51723,0,-662,0.31
"1465","偉全實業",3067376,2679256,388120,232081,156039,76249,40968,191320,51421,139899,0,0,0,139899,107510,0,32389,1.25
"1466","聚隆",5870646,5382500,488146,288414,199732,32059,26530,205261,-3803,209064,0,0,0,209064,209064,0,0,2.19
"1467","南緯實業",7466602,6207149,1259453,1135159,124294,156974,166006,115262,-13279,128541,0,0,0,128541,149735,0,-21194,0.91
"1468","昶和纖維",1125631,1139637,-14006,157630,-171636,418975,62029,185310,0,185310,0,0,0,185310,202611,0,-17301,1.26
"1469","理隆纖維",813834,667601,146233,69203,77030,11821,52694,36157,9687,26470,0,0,0,26470,26472,0,-2,0.21
"1471","首利",7026493,6755319,271174,370851,-99677,42911,5122,-61888,33515,-95403,0,0,0,-95403,-95403,0,0,-0.47
"1472","三洋紡",1625017,1518032,106985,85341,21644,64052,240256,-154560,670,-155230,0,0,0,-155230,-156983,0,1753,-2.81
"1473","台南企業",10307805,7658594,2649211,2135706,513505,162769,32454,643820,145120,498700,0,0,0,498700,478501,0,20199,3.27
"1474","弘裕",4075733,3749827,325906,239068,86838,51371,47122,91087,23869,67218,0,0,0,67218,67218,0,0,0.50
"1475","本盟光電",547979,609658,-61679,100260,-161939,92688,83655,-152906,12733,-165639,0,0,0,-165639,-126782,0,-38857,-3.34
"1476","儒鴻",10649079,7967227,2681852,1234296,1447556,107560,98212,1456904,274405,1182499,0,0,0,1182499,1182529,0,-30,5.60
"1477","聚陽實業",15123391,11966110,3157281,1708666,1448615,75549,118559,1405605,293280,1112325,0,0,0,1112325,1110651,0,1674,6.92
"1503","士電",20397000,16778605,3618395,2461539,1156856,293978,49603,1401231,263797,1137434,0,0,0,1137434,1099934,0,37500,2.11
"1504","東元電機",46809163,36065085,10744078,7436306,3301970,1000808,662459,3640319,746660,2893659,0,0,0,2893659,2783210,0,110449,1.54
"1506","正道",1599736,1352015,247721,195489,52232,44722,40290,56664,5650,51014,0,0,0,51014,44072,0,6942,0.43
"1507","永大機電",15551935,11705701,3846234,2201318,1644916,262414,35253,1872077,384515,1487562,0,0,0,1487562,1474871,0,12691,3.61
"1512","瑞利",4662335,3905020,757315,629538,127777,85577,111460,101894,14450,87444,0,0,0,87444,73214,0,14230,0.40
"1513","中興電",9776863,7889961,1886902,1336738,550164,288404,152010,686558,118218,568340,0,0,0,568340,572046,0,-3706,1.22
"1514","亞力電機",3713759,3234419,479340,415395,64048,57028,19661,101415,25176,76239,2080,0,0,78319,78565,0,-246,0.41
"1515","力山",2527264,2062272,464992,563925,-99599,42067,56055,-113587,4237,-117824,0,0,0,-117824,-118298,0,474,-0.52
"1517","利奇機械",3567756,2989289,578467,309939,268528,87300,13709,342119,74740,267379,0,0,0,267379,261842,0,5537,1.15
"1519","華城電機",4943224,4342097,601127,529203,71924,69108,22057,118975,7499,111476,0,0,0,111476,111476,0,0,0.43
"1521","大億",4185204,3482928,702276,399281,300780,105836,13816,392800,67592,325208,0,0,0,325208,325208,0,0,4.27
"1522","堤維西",14206994,11897484,2309510,2022544,272686,256529,314345,214870,103766,111104,0,0,0,111104,48539,0,62565,0.15
"1524","耿鼎企業",3145432,2836412,309020,385853,-76833,137739,53376,7530,1425,6105,0,0,0,6105,6105,0,0,0.04
"1525","江申工業",1312456,1155270,157186,91871,65315,273114,65,338364,30990,307374,0,0,0,307374,307374,0,0,4.44
"1526","日馳",661096,533462,127634,98074,29560,11341,11063,29838,3988,25850,0,0,0,25850,25850,0,0,0.52
"1527","鑽全",2775756,2092650,683106,268998,414108,370357,273424,511041,132376,378665,0,0,0,378665,378665,0,0,2.38
"1528","恩德",3291467,2485024,806443,701208,105235,237751,74603,268383,52814,215569,0,0,0,215569,210572,0,4997,1.56
"1529","樂士",105473,170389,-64916,59952,-124868,130908,16656,-10616,0,-10616,0,0,0,-10616,-10616,0,0,-0.05
"1530","亞崴機電",3434628,2639695,794933,557660,229263,96163,23447,301979,54627,247352,0,0,0,247352,247352,0,0,2.80
"1531","高林股",4244497,2979301,1265196,618767,646429,114903,16093,745239,168098,577141,0,0,0,577141,524060,0,53081,2.71
"1532","勤美",16525496,13407033,3118463,1616245,1502218,241933,570609,1173542,157975,1015567,0,0,0,1015567,444722,0,570845,1.20
"1533","車王電",2043132,1341065,702067,618351,83716,176939,32979,227676,104021,123655,0,0,0,123655,123667,0,-12,1.28
"1535","中宇",8489670,7711931,777739,314148,463591,185945,89,649447,95078,554369,0,0,0,554369,554369,0,0,4.90
