公司代號,公司名稱,營業收入,營業支出,繼續營業單位稅前淨利(淨損),所得稅費用(利益),停業單位損益,非常損益,會計原則變動之累積影響數,合併總損益,合併淨損益,少數股權損益,基本每股盈餘,稀釋每股盈餘
"1409","新纖",43325096,41283986,2041110,448660,0,0,0,1592450,1261884,330566,0.71,0.71
"1718","中纖",29257178,26816669,2440509,510054,0,0,0,1930455,882007,1048448,0.77,0.00
"2514","龍邦國際",75888489,75659852,228637,46716,0,0,0,181921,6905,175016,0.01,0.01
"2905","三商",127273145,125907489,1365656,-106292,0,0,0,1471948,1088464,383484,1.91,0.00
