公司代號,公司名稱,利息淨收益,利息以外淨損益,呆帳費用,營業費用,繼續營業單位稅前合併淨利(淨損),所得稅(費用)利益,繼續營業單位稅後合併淨利(淨損),停業單位損益(稅後),非常損益(稅後),會計原則變動之累積影響數(稅後),合併總損益,合併總損益歸屬予_母公司股東,合併總損益歸屬予_少數股權,基本每股盈餘,稀釋每股盈餘
"2801","彰化銀行",13671128,6182971,5039809,8995506,5818784,-1992847,3825937,0,0,0,3825937,3825937,0,0.69,0.62
"2809","京城銀行",2115927,-16129,618917,1415572,65309,-4654,60655,0,0,0,60655,60655,0,0.06,0.00
"2812","台中銀行",4299262,160668,1037650,2441665,980615,-324690,655925,0,0,0,655925,655935,-10,0.48,0.00
"2836","高銀",1577675,-138231,201559,1413353,-175468,-62460,-237928,0,0,0,-237928,-237928,0,-0.45,0.00
"2838","聯邦銀行",5499489,-709339,1320809,4404930,-935589,-263437,-1199026,0,0,0,-1199026,-800737,-398289,-0.42,0.00
"2845","遠東商銀",2939622,1769763,2245303,3271280,-807198,97589,-709609,0,0,0,-709609,-706796,-2813,-0.38,0.00
"2849","安泰銀行",2379959,-472465,2002005,1976403,-2070914,-224071,-2294985,0,0,0,-2294985,-2294985,0,-1.53,0.00
