公司代號,公司名稱,營業收入,營業成本,營業毛利(毛損),營業費用,營業淨利(淨損),營業外收入及利益,營業外費用及損失,繼續營業單位稅前淨利(淨損),所得稅費用(利益),繼續營業單位淨利(淨損),停業單位損益,非常損益,會計原則變動累積影響數,合併總損益,合併淨損益,共同控制下前手權益損益,少數股權損益,基本每股盈餘
"1101","台泥",78476558,70422882,8053676,2844121,5209555,5344174,3973822,6579907,106228,6473679,0,0,0,6473679,5761258,0,712421,1.75
"1102","亞泥",44005488,37322471,6683017,2748642,3934375,7405282,3470143,7869514,396879,7472635,0,0,0,7472635,7314642,0,157993,2.52
"1103","嘉泥",6226665,5169547,1057118,586925,470193,368713,479880,359026,111947,247079,0,0,0,247079,229524,0,17555,0.39
"1104","環球水泥",8529136,8093843,435293,808569,-373276,677665,233742,70647,17757,52890,0,0,0,52890,57412,0,-4522,0.09
"1108","幸福水泥",4471619,3961170,510449,415843,94606,176611,290164,-18947,17021,-35968,0,0,0,-35968,-32925,0,-3043,-0.08
"1109","信大水泥",2384107,2067488,316619,206205,110414,186906,95687,201633,23094,178539,0,0,0,178539,188934,0,-10395,0.44
"1110","東泥",1776344,1534804,241540,82439,159101,94511,244941,8671,947,7724,0,0,0,7724,7723,0,1,0.01
"1201","味全公司",20158126,13485988,6672138,5857518,814620,193284,449545,558359,48395,509964,0,0,0,509964,526678,0,-16714,1.04
"1203","味王公司",7073311,5408668,1664643,973030,691613,124349,136310,679652,13228,666424,0,0,0,666424,671206,0,-4782,3.24
"1210","大成長城",71199741,65457779,5741962,4343230,1398732,702582,560705,1540609,295627,1244982,0,0,0,1244982,891781,0,353201,2.17
"1213","大飲",656276,562119,94157,86191,7966,9493,9172,8287,2500,5787,0,0,0,5787,5787,0,0,0.11
"1215","卜蜂企業",15409144,14119219,1289925,925051,364874,27722,86576,306020,78039,227981,0,0,0,227981,211747,0,16234,0.91
"1216","統一",299721908,216210034,83511874,69388103,14123771,3696240,9556025,8263986,2500323,5763663,0,0,0,5763663,3600832,0,2162831,0.96
"1217","愛之味",5638901,3713347,1925554,1894059,31495,297585,305306,23774,-64598,88372,0,0,0,88372,108118,0,-19746,0.21
"1218","泰山企業",8628306,7478697,1149609,1284705,-131289,355840,252224,-27673,15205,-42878,0,0,0,-42878,-84520,0,41642,-0.28
"1219","福壽實業",9983102,9448243,534859,545109,-10250,71742,112525,-51033,-4576,-46457,0,0,0,-46457,-35931,0,-10526,-0.13
"1220","台榮",2729663,2696795,32868,187711,-154843,32375,132403,-254871,-67154,-187717,0,0,0,-187717,-150216,0,-37501,-0.85
"1225","福懋油",12461119,12158133,302986,392016,-87698,40639,225719,-272778,-61549,-211229,0,0,0,-211229,-141372,0,-69857,-0.87
"1227","佳格",13585125,8728406,4856719,3639440,1217279,112237,361958,967558,254557,713001,0,0,0,713001,705549,0,7452,2.21
"1229","聯華實業",6255316,6096790,158526,410039,-251513,658329,291559,115257,29631,85626,0,0,0,85626,202681,0,-117055,0.26
"1231","聯華食品",3765714,2721045,1044669,906379,138290,76449,86034,128705,35712,92993,0,0,0,92993,98063,0,-5070,0.85
"1232","大統益",17146020,16051133,1094887,434687,660200,93096,129197,624099,154287,469812,0,0,0,469812,468619,0,1193,2.93
"1233","天仁",1764809,731767,1033042,868904,164138,17608,6533,175213,26746,148467,0,0,0,148467,147983,0,484,1.66
"1234","黑松",4370799,3020308,1350491,1383944,-33453,536879,171785,331641,125133,206508,0,0,0,206508,206508,0,0,0.39
"1235","興泰",530513,454285,76228,52817,23411,25687,32736,16362,3403,12959,0,0,0,12959,13687,0,-728,0.28
"1236","宏亞食品",2042581,1405939,636642,455437,181205,20974,27385,174794,42569,132225,0,0,0,132225,132225,0,0,1.55
"1301","台塑",200177599,183885149,16292450,9284070,7008380,16145134,5017195,18136319,-1573155,19709474,0,0,0,19709474,19709474,0,0,3.45
"1303","南亞塑膠",322576272,283169937,39406335,18426787,20997851,8121015,15730553,13388313,1806527,11581786,0,0,0,11581786,9386397,0,2195389,1.23
"1304","台聚",52207439,48456402,3751037,3403962,347075,1236022,2489366,-906269,45961,-952230,0,0,0,-952230,73733,0,-1025963,0.10
"1305","華夏",12472707,11860876,611831,986150,-374319,183262,182966,-374023,19197,-393220,0,0,0,-393220,-330128,0,-63092,-0.78
"1307","三芳化工",8299335,6397329,1902006,1141267,760739,81931,96543,746127,11175,734952,0,0,0,734952,734952,0,0,2.80
"1308","亞聚",5570873,4814704,756169,203118,553051,280256,362343,470964,131954,339010,0,0,0,339010,339010,0,0,1.30
"1309","台達化工",15684787,16151594,-466807,609962,-1076769,332406,1010820,-1755183,-214316,-1540867,0,0,0,-1540867,-1540867,0,0,-5.53
"1310","台苯",19828897,20017431,-188534,573647,-762181,138139,229044,-853086,57893,-910979,0,0,0,-910979,-969602,0,58623,-1.85
"1312","國喬石化",28776243,28547316,228927,1246789,-1017862,618741,1808657,-2207778,32684,-2240462,8791,0,0,-2231671,-2298102,0,66431,-3.28
"1313","聯成",28448996,28459684,-10688,993225,-1003913,921841,1161490,-1243562,-1323254,79692,0,0,0,79692,49264,0,30428,0.06
"1314","中石化",33003405,31859264,1144141,1428326,-283616,1346646,2686472,-1623442,-67821,-1555621,0,-1647200,0,-3202821,-3200641,0,-2180,-1.78
"1315","達新工業",4298445,3532166,766279,677895,88384,427390,149198,366576,48471,318105,0,0,0,318105,325181,0,-7076,1.53
"1316","上曜",915135,796531,118604,112876,5728,35382,44033,-2923,12697,-15620,0,0,0,-15620,-23079,0,7459,-0.35
"1319","東陽",16779552,13127642,3651910,2745815,907774,635833,822761,720846,188804,532042,0,0,0,532042,536273,0,-4231,1.23
"1321","大洋",5628850,5263483,365367,390374,-25007,76772,324195,-272430,-8512,-263918,0,0,0,-263918,-263918,0,0,-1.20
"1323","永裕",2239944,1769026,470918,316610,154308,66797,76909,144196,52410,91786,0,0,0,91786,63052,0,28734,0.80
"1324","地球工業",1350006,1133264,216742,175474,41268,19939,8753,52454,16050,36404,0,0,0,36404,36404,0,0,0.49
"1325","恒大",1191495,943631,247864,90500,157364,12591,19699,150256,19159,131097,0,0,0,131097,139366,0,-8269,1.56
"1326","台化",290627406,284123273,6504133,10449171,-3945038,15584028,7893165,3745825,-3226675,6972500,0,0,0,6972500,6097637,0,874863,1.10
"1402","遠東新",172942786,133189431,39753355,24262650,15491261,3599627,5900795,13190093,2926224,10263869,0,53730,0,10317599,4621944,0,5695655,1.01
"1410","南染",496944,409488,87456,70866,16590,27519,23528,20581,12834,7747,0,0,0,7747,4256,0,3491,0.05
"1413","宏洲纖維",3589587,3840695,-251108,105245,-356353,39779,74145,-390719,-62734,-327985,0,0,0,-327985,-320184,0,-7801,-1.14
"1416","廣豐",478616,336666,141950,228653,-86703,94109,234610,-227204,-26,-227178,0,0,0,-227178,-226998,0,-180,-0.45
"1417","嘉裕",1720436,1129203,591233,668690,-77457,360138,212692,69989,19866,50123,0,0,0,50123,50123,0,0,0.13
"1418","東華",2317804,2487493,-169689,166944,-336633,55280,127323,-408676,27882,-436558,0,0,0,-436558,-436581,0,23,-3.61
"1419","新紡",692683,510075,182608,230300,-47692,151058,92495,10871,3072,7799,0,0,0,7799,7799,0,0,0.03
"1432","大魯閣",1861006,1811517,49489,240639,-191150,154613,119550,-156087,13502,-169589,-7680,0,0,-177269,-92448,0,-84821,-1.09
"1434","福懋興業",42250790,38069703,4181087,2444541,1736546,3578289,1536113,3778722,409550,3369172,0,0,0,3369172,3001998,0,367174,1.79
"1435","中福國際",93626,71110,22516,32473,-9957,58338,45109,3272,3964,-692,0,0,0,-692,-4233,0,3541,-0.04
"1436","華友聯",6098,2601,3497,72893,-69396,171157,184440,-82679,7054,-89733,0,0,0,-89733,-89733,0,0,-0.28
"1437","勤益投控",2637276,2445167,192109,149728,42381,51094,310240,-216765,41281,-258046,0,0,0,-258046,-252015,0,-6031,-1.24
"1440","南紡",15921018,14505743,1415275,1081357,333918,404701,945743,-207124,36266,-243390,0,0,0,-243390,-236454,0,-6936,-0.16
"1441","大東紡織",1925450,1778590,146860,162384,-15524,17975,162239,-159788,-3129,-156659,0,0,0,-156659,-156655,0,-4,-1.47
"1442","名軒",1674955,1201595,473360,119401,353959,2631,21192,335398,6020,329378,0,0,0,329378,329536,0,-158,2.27
"1443","立益紡織",2963556,2915994,47562,170632,-123070,190168,242045,-174947,0,-174947,0,0,0,-174947,-140577,0,-34370,-0.61
"1444","力麗",7663711,6943052,720659,466405,254876,191433,808457,-362148,2736,-364884,0,0,0,-364884,-285773,0,-79111,-0.38
"1445","大宇紡織",2097179,1933547,163632,162446,1186,70734,44860,27060,-618,27678,0,0,0,27678,27678,0,0,0.18
"1446","宏和",1334678,981138,353540,328432,25108,37606,52079,10635,-1406,12041,0,0,0,12041,12041,0,0,0.09
"1447","力鵬",20707638,21260780,-553142,561540,-1114682,172936,854018,-1795764,300,-1796064,0,0,0,-1796064,-1798985,0,2921,-3.01
"1449","佳和實業",7188202,7454608,-266406,614008,-880414,669336,526442,-737520,19585,-757105,0,0,0,-757105,-736128,0,-20977,-3.97
"1451","年興紡織",13623471,13206963,416508,893195,-476687,1355496,848363,30446,-74984,105430,0,0,0,105430,105426,0,4,0.18
"1453","大將",674060,527201,146859,58430,88429,7016,70103,25342,-430,25772,0,0,0,25772,26652,0,-880,0.65
"1454","台富",2346581,2181079,165502,154850,10652,37210,29313,18549,168,18381,0,0,0,18381,18381,0,0,0.14
"1456","怡華",3012396,2934652,77744,212655,-134911,456028,277255,43862,3197,40665,0,0,0,40665,33831,0,6834,0.25
"1457","宜進",4711450,4612157,99293,163724,-64431,155589,251254,-160096,-265,-159831,0,0,0,-159831,-148632,0,-11199,-0.62
"1459","聯發紡織",2738611,2707083,31528,140834,-109306,227026,478282,-360562,97750,-458312,0,0,0,-458312,-459857,0,1545,-1.59
"1460","宏遠",6133782,5703254,430528,872951,-442423,193088,338727,-588062,-64517,-523545,0,0,0,-523545,-523546,0,1,-1.15
"1463","強盛染整",752212,742645,9567,118863,-109296,63146,165680,-211830,9983,-221813,0,0,0,-221813,-197256,0,-24557,-1.22
"1464","得力實業",3708146,3244009,464137,601950,-137813,107748,103573,-133638,3319,-136957,0,0,0,-136957,-131655,0,-5302,-0.81
"1465","偉全實業",2571241,2280001,291240,231078,60162,121520,129771,51911,392,51519,0,0,0,51519,54417,0,-2898,0.63
"1466","聚隆",3737383,3552797,184586,207286,-22700,16312,171594,-177982,-3862,-174120,0,0,0,-174120,-174120,0,0,-2.43
"1467","南緯實業",7187163,6299182,887981,1010755,-122774,96580,138571,-164765,31448,-196213,0,0,0,-196213,-165464,0,-30749,-1.00
"1468","昶和纖維",1448540,1411793,36747,208365,-171618,33431,67444,-205631,-28361,-177270,0,0,0,-177270,-159044,0,-18226,-0.99
"1469","理隆纖維",609801,567434,42367,57093,-14726,13182,233224,-234768,40,-234808,0,0,0,-234808,-234800,0,-8,-1.88
"1471","首利",7101136,6829924,271212,403569,-132357,113971,273554,-291940,1155,-293095,0,0,0,-293095,-293095,0,0,-1.90
"1472","三洋紡",1358318,1400359,-42041,93370,-135411,4988,117613,-248036,18,-248054,0,0,0,-248054,-194720,0,-53334,-2.37
"1473","台南企業",9315276,7178940,2136336,1662769,473567,138697,139765,472499,178484,294015,0,0,0,294015,185793,0,108222,1.33
"1474","弘裕",3319245,3144364,174881,200167,-25286,98122,54411,18425,19070,-645,0,0,0,-645,-1339,0,694,-0.01
"1475","本盟光電",1730253,1732993,-2740,190986,-193726,48153,131128,-276701,-13252,-263449,0,0,0,-263449,-195852,0,-67597,-4.96
"1476","儒鴻",6708764,5461718,1247046,900486,346560,50362,116549,280373,97997,182376,0,0,0,182376,192612,0,-10236,1.02
"1477","聚陽實業",13185197,11043676,2141521,1435353,706168,43671,327467,422372,131831,290541,0,0,0,290541,289845,0,696,1.96
"1503","士電",17562205,14557962,3004243,2041640,962603,255873,160333,1058143,233961,824182,0,0,0,824182,788591,0,35591,1.51
