公司代號,公司名稱,營業收入,營業支出,繼續營業單位稅前淨利(淨損),所得稅費用(利益),停業單位損益,非常損益,會計原則變動之累積影響數,合併總損益,合併淨損益,少數股權損益,基本每股盈餘,稀釋每股盈餘
"1409","新纖",33185451,33227303,-41852,210,0,0,0,-42062,-66606,24544,-0.05,0.00
"1712","興農",14236747,13654691,582056,196968,0,0,0,385088,382171,2917,1.10,1.10
"1718","中纖",31066582,32669195,-1602613,-16834,0,0,0,-1585779,-1678892,93113,-1.47,0.00
"2514","龍邦國際",93495565,98747068,-5251503,-717232,0,0,0,-4534271,-2077814,-2456457,-4.13,-4.13
"2847","大眾銀行",15166511,15229414,-62903,7504,0,0,0,-70407,105511,-175918,0.04,0.00
"2905","三商",57777547,57287383,490164,114819,0,0,0,375345,169728,205617,0.33,0.00
